municipio;tipo;estadual;federal;municipal;particular;total
CABREUVA;pronto_atendimento;0;0;1;0;1
CABREUVA;ubs;0;0;8;0;8
CABREUVA;saude_mental;0;0;1;0;1
CACAPAVA;clinica;0;0;5;20;25
CACAPAVA;consultorio;0;0;0;287;287
CACAPAVA;diagnose_terapia;0;0;0;7;7
CACAPAVA;hospital;0;0;0;4;4
CACAPAVA;outros;0;0;6;5;11
CACAPAVA;pronto_atendimento;0;0;1;0;1
CACAPAVA;ubs;0;0;21;0;21
CACAPAVA;saude_mental;0;0;3;0;3
CACAPAVA;unidade_movel;0;0;3;0;3
CACAPAVA;vigilancia;0;0;3;0;3
CACHOEIRA PAULISTA;clinica;0;0;3;10;13
CACHOEIRA PAULISTA;consultorio;0;0;0;40;40
CACHOEIRA PAULISTA;diagnose_terapia;0;0;0;3;3
CACHOEIRA PAULISTA;hospital;0;0;0;1;1
CACHOEIRA PAULISTA;outros;0;0;5;7;12
CACHOEIRA PAULISTA;ubs;0;0;11;0;11
CACHOEIRA PAULISTA;saude_mental;0;0;1;0;1
CACONDE;clinica;0;0;2;5;7
CACONDE;consultorio;0;0;0;23;23
CACONDE;diagnose_terapia;0;0;1;7;8
CACONDE;hospital;0;0;0;1;1
CACONDE;outros;0;0;2;1;3
CACONDE;ubs;0;0;7;0;7
CAFELANDIA;clinica;0;0;0;3;3
CAFELANDIA;consultorio;0;0;0;30;30
CAFELANDIA;diagnose_terapia;0;0;0;4;4
CAFELANDIA;hospital;0;0;0;1;1
CAFELANDIA;outros;0;0;2;0;2
CAFELANDIA;ubs;0;0;7;0;7
CAFELANDIA;saude_mental;0;0;1;0;1
CAIABU;clinica;0;0;1;0;1
CAIABU;outros;0;0;2;0;2
CAIABU;ubs;0;0;2;0;2
CAIABU;vigilancia;0;0;1;0;1
CAIEIRAS;clinica;0;0;4;27;31
CAIEIRAS;consultorio;0;0;0;42;42
CAIEIRAS;diagnose_terapia;0;0;0;6;6
CAIEIRAS;hospital;1;0;0;2;3
CAIEIRAS;outros;0;0;4;5;9
CAIEIRAS;pronto_atendimento;0;0;1;1;2
CAIEIRAS;ubs;0;0;16;1;17
CAIEIRAS;saude_mental;0;0;2;0;2
CAIEIRAS;vigilancia;0;0;3;0;3
CAIUA;outros;0;0;1;0;1
CAIUA;ubs;2;0;3;0;5
CAIUA;vigilancia;0;0;1;0;1
CAJAMAR;clinica;0;0;2;26;28
CAJAMAR;consultorio;0;0;0;61;61
CAJAMAR;diagnose_terapia;0;0;0;8;8
CAJAMAR;hospital;0;0;1;1;2
CAJAMAR;outros;0;0;4;2;6
CAJAMAR;pronto_atendimento;0;0;1;0;1
CAJAMAR;ubs;0;0;11;0;11
CAJAMAR;saude_mental;0;0;2;0;2
CAJAMAR;vigilancia;0;0;2;0;2
CAJATI;clinica;0;0;3;6;9
CAJATI;consultorio;0;0;0;14;14
CAJATI;diagnose_terapia;0;0;0;4;4
CAJATI;outros;0;0;6;0;6
CAJATI;pronto_atendimento;0;0;1;0;1
CAJATI;ubs;0;0;11;0;11
CAJATI;saude_mental;0;0;1;0;1
CAJATI;unidade_movel;0;0;1;0;1
CAJATI;vigilancia;0;0;1;0;1
CAJOBI;clinica;0;0;0;1;1
CAJOBI;consultorio;0;0;0;2;2
CAJOBI;diagnose_terapia;0;0;0;1;1
CAJOBI;hospital;0;0;0;1;1
CAJOBI;outros;0;0;3;0;3
CAJOBI;ubs;0;0;3;0;3
CAJOBI;unidade_movel;0;0;1;0;1
CAJURU;clinica;0;0;4;12;16
CAJURU;consultorio;0;0;0;47;47
CAJURU;diagnose_terapia;0;0;1;2;3
CAJURU;hospital;0;0;0;1;1
CAJURU;outros;0;0;3;0;3
CAJURU;pronto_atendimento;0;0;1;0;1
CAJURU;ubs;0;0;8;0;8
CAJURU;unidade_movel;0;0;2;1;3
CAJURU;vigilancia;0;0;1;0;1
CAMPINA DO MONTE ALEGRE;outros;0;0;2;1;3
CAMPINA DO MONTE ALEGRE;ubs;0;0;2;0;2
CAMPINAS;clinica;1;0;22;331;354
CAMPINAS;consultorio;2;0;0;2445;2447
CAMPINAS;diagnose_terapia;1;0;2;173;176
CAMPINAS;hospital;1;0;2;34;37
CAMPINAS;outros;5;0;13;111;129
CAMPINAS;pronto_atendimento;0;0;4;1;5
CAMPINAS;ubs;0;0;71;0;71
CAMPINAS;saude_mental;0;0;14;0;14
CAMPINAS;unidade_movel;0;0;17;4;21
CAMPINAS;vigilancia;0;0;8;0;8
CAMPO LIMPO PAULISTA;clinica;0;0;4;16;20
CAMPO LIMPO PAULISTA;consultorio;0;0;0;16;16
CAMPO LIMPO PAULISTA;diagnose_terapia;0;0;0;5;5
CAMPO LIMPO PAULISTA;hospital;0;0;1;0;1
CAMPO LIMPO PAULISTA;outros;0;0;3;2;5
CAMPO LIMPO PAULISTA;ubs;0;0;9;0;9
CAMPO LIMPO PAULISTA;saude_mental;0;0;1;0;1
CAMPO LIMPO PAULISTA;vigilancia;0;0;1;0;1
CAMPOS DO JORDAO;clinica;0;0;3;8;11
CAMPOS DO JORDAO;consultorio;0;0;0;57;57
CAMPOS DO JORDAO;diagnose_terapia;0;0;0;6;6
CAMPOS DO JORDAO;hospital;0;0;1;1;2
CAMPOS DO JORDAO;outros;0;0;2;2;4
CAMPOS DO JORDAO;ubs;0;0;15;0;15
CAMPOS DO JORDAO;saude_mental;0;0;1;0;1
CAMPOS DO JORDAO;unidade_movel;0;0;3;1;4
CAMPOS DO JORDAO;vigilancia;0;0;1;0;1
CAMPOS NOVOS PAULISTA;clinica;0;0;1;0;1
CAMPOS NOVOS PAULISTA;outros;0;0;1;0;1
CAMPOS NOVOS PAULISTA;ubs;0;0;3;0;3
CANANEIA;clinica;0;0;0;1;1
CANANEIA;consultorio;0;0;0;4;4
CANANEIA;outros;0;0;1;0;1
CANANEIA;ubs;0;0;6;0;6
CANAS;outros;0;0;1;0;1
CANAS;ubs;0;0;2;0;2
CANDIDO MOTA;clinica;0;0;2;4;6
CANDIDO MOTA;consultorio;0;0;0;57;57
CANDIDO MOTA;diagnose_terapia;0;0;0;16;16
CANDIDO MOTA;hospital;0;0;0;1;1
CANDIDO MOTA;outros;0;0;4;1;5
CANDIDO MOTA;ubs;0;0;6;0;6
CANDIDO MOTA;saude_mental;0;0;1;0;1
CANDIDO RODRIGUES;outros;0;0;1;0;1
CANDIDO RODRIGUES;ubs;0;0;1;0;1
CANITAR;diagnose_terapia;0;0;1;0;1
CANITAR;outros;0;0;1;0;1
CANITAR;ubs;0;0;3;0;3
CAPAO BONITO;clinica;0;0;6;6;12
CAPAO BONITO;consultorio;0;0;0;27;27
CAPAO BONITO;diagnose_terapia;0;0;1;4;5
CAPAO BONITO;hospital;0;0;0;1;1
CAPAO BONITO;outros;0;0;6;4;10
CAPAO BONITO;ubs;0;0;10;0;10
CAPAO BONITO;saude_mental;0;0;1;0;1
CAPAO BONITO;unidade_movel;0;0;1;0;1
CAPELA DO ALTO;clinica;0;0;2;2;4
CAPELA DO ALTO;consultorio;0;0;0;5;5
CAPELA DO ALTO;diagnose_terapia;0;0;0;1;1
CAPELA DO ALTO;outros;0;0;2;0;2
CAPELA DO ALTO;pronto_atendimento;0;0;1;0;1
CAPELA DO ALTO;ubs;2;0;4;0;6
CAPELA DO ALTO;saude_mental;0;0;1;0;1
CAPIVARI;clinica;0;0;3;11;14
CAPIVARI;consultorio;0;0;0;96;96
CAPIVARI;diagnose_terapia;0;0;3;25;28
CAPIVARI;hospital;0;0;0;2;2
CAPIVARI;outros;0;0;1;4;5
CAPIVARI;pronto_atendimento;0;0;0;1;1
CAPIVARI;ubs;0;0;8;0;8
CAPIVARI;saude_mental;0;0;2;0;2
CARAGUATATUBA;clinica;0;0;9;48;57
CARAGUATATUBA;consultorio;0;6;0;116;122
CARAGUATATUBA;diagnose_terapia;0;2;0;25;27
CARAGUATATUBA;hospital;2;0;0;4;6
CARAGUATATUBA;outros;1;0;6;18;25
CARAGUATATUBA;pronto_atendimento;0;0;3;0;3
CARAGUATATUBA;ubs;2;0;13;1;16
CARAGUATATUBA;saude_mental;0;0;2;0;2
CARAGUATATUBA;unidade_movel;0;0;4;3;7
CARAGUATATUBA;vigilancia;1;0;1;0;2
CARAPICUIBA;clinica;1;0;4;33;38
CARAPICUIBA;consultorio;0;0;0;73;73
CARAPICUIBA;diagnose_terapia;0;0;0;13;13
CARAPICUIBA;hospital;1;0;0;1;2
CARAPICUIBA;outros;0;0;5;3;8
CARAPICUIBA;pronto_atendimento;0;0;2;0;2
CARAPICUIBA;ubs;0;0;17;0;17
CARAPICUIBA;saude_mental;0;0;3;0;3
CARAPICUIBA;unidade_movel;0;0;9;0;9
CARAPICUIBA;vigilancia;0;0;2;0;2
CARDOSO;consultorio;0;0;0;10;10
CARDOSO;diagnose_terapia;0;0;1;2;3
CARDOSO;hospital;0;0;0;1;1
CARDOSO;outros;0;0;2;0;2
CARDOSO;ubs;0;0;6;0;6
CARDOSO;unidade_movel;0;0;1;0;1
CASA BRANCA;clinica;2;0;1;7;10
CASA BRANCA;consultorio;0;0;0;63;63
CASA BRANCA;diagnose_terapia;0;0;0;7;7
CASA BRANCA;hospital;1;0;0;1;2
CASA BRANCA;outros;0;0;2;3;5
CASA BRANCA;pronto_atendimento;0;0;1;0;1
CASA BRANCA;ubs;1;0;7;0;8
CASA BRANCA;saude_mental;1;0;1;0;2
CASA BRANCA;vigilancia;0;0;1;0;1
CASSIA DOS COQUEIROS;clinica;0;0;1;0;1
CASSIA DOS COQUEIROS;outros;0;0;2;0;2
CASSIA DOS COQUEIROS;ubs;0;0;2;0;2
CASTILHO;clinica;0;0;0;4;4
CASTILHO;consultorio;0;0;0;21;21
CASTILHO;diagnose_terapia;0;0;1;2;3
CASTILHO;hospital;0;0;0;1;1
CASTILHO;ubs;0;0;5;0;5
CASTILHO;vigilancia;0;0;1;0;1
CATANDUVA;clinica;1;0;6;265;272
CATANDUVA;consultorio;0;0;0;289;289
CATANDUVA;diagnose_terapia;0;0;0;18;18
CATANDUVA;hospital;0;0;0;12;12
CATANDUVA;outros;0;0;6;11;17
CATANDUVA;pronto_atendimento;0;0;1;0;1
CATANDUVA;ubs;0;0;23;0;23
CATANDUVA;saude_mental;0;0;3;0;3
CATANDUVA;unidade_movel;0;0;4;0;4
CATANDUVA;vigilancia;0;0;1;0;1
CATIGUA;clinica;0;0;1;0;1
CATIGUA;consultorio;0;0;0;7;7
CATIGUA;diagnose_terapia;0;0;0;1;1
CATIGUA;outros;0;0;1;0;1
CATIGUA;ubs;0;0;2;0;2
CATIGUA;unidade_movel;0;0;1;0;1
CEDRAL;clinica;0;0;1;3;4
CEDRAL;consultorio;0;0;0;7;7
CEDRAL;diagnose_terapia;0;0;0;1;1
CEDRAL;outros;0;0;1;0;1
CEDRAL;ubs;0;0;3;2;5
CEDRAL;unidade_movel;0;0;1;0;1
CEDRAL;vigilancia;0;0;1;0;1
CERQUEIRA CESAR;clinica;0;0;0;2;2
CERQUEIRA CESAR;consultorio;0;0;0;16;16
CERQUEIRA CESAR;diagnose_terapia;0;0;0;5;5
CERQUEIRA CESAR;hospital;0;0;0;1;1
CERQUEIRA CESAR;outros;0;0;1;0;1
CERQUEIRA CESAR;ubs;2;0;7;4;13
CERQUEIRA CESAR;unidade_movel;0;0;1;0;1
CERQUILHO;clinica;0;0;5;17;22
CERQUILHO;consultorio;0;0;0;114;114
CERQUILHO;diagnose_terapia;0;0;1;6;7
CERQUILHO;hospital;0;0;0;1;1
CERQUILHO;outros;0;0;3;2;5
CERQUILHO;ubs;0;0;9;0;9
CERQUILHO;saude_mental;0;0;1;0;1
CESARIO LANGE;clinica;0;0;3;1;4
CESARIO LANGE;consultorio;0;0;0;9;9
CESARIO LANGE;diagnose_terapia;0;0;0;2;2
CESARIO LANGE;hospital;0;0;0;1;1
CESARIO LANGE;outros;0;0;2;0;2
CESARIO LANGE;ubs;0;0;4;0;4
CESARIO LANGE;saude_mental;0;0;1;0;1
CHARQUEADA;clinica;0;0;1;3;4
CHARQUEADA;consultorio;0;0;0;8;8
CHARQUEADA;diagnose_terapia;0;0;0;2;2
CHARQUEADA;hospital;0;0;0;2;2
CHARQUEADA;outros;0;0;1;0;1
CHARQUEADA;ubs;0;0;5;0;5
CHARQUEADA;saude_mental;0;0;1;0;1
CLEMENTINA;consultorio;0;1;0;4;5
CLEMENTINA;diagnose_terapia;0;0;0;1;1
CLEMENTINA;hospital;0;0;0;1;1
CLEMENTINA;outros;0;0;2;1;3
CLEMENTINA;ubs;0;0;1;0;1
CLEMENTINA;vigilancia;0;0;1;0;1
COLINA;clinica;0;0;1;1;2
COLINA;consultorio;0;0;0;34;34
COLINA;diagnose_terapia;0;0;0;3;3
COLINA;hospital;0;0;0;1;1
COLINA;outros;0;0;2;1;3
COLINA;pronto_atendimento;0;0;1;0;1
COLINA;ubs;0;0;6;0;6
COLINA;unidade_movel;0;0;1;0;1
COLOMBIA;clinica;0;0;0;1;1
COLOMBIA;consultorio;0;0;0;3;3
COLOMBIA;diagnose_terapia;0;0;1;1;2
COLOMBIA;outros;0;0;2;0;2
COLOMBIA;ubs;0;0;4;0;4
COLOMBIA;unidade_movel;0;0;1;0;1
CONCHAL;clinica;0;0;1;2;3
CONCHAL;consultorio;0;0;0;19;19
CONCHAL;diagnose_terapia;0;0;0;4;4
CONCHAL;hospital;0;0;0;1;1
CONCHAL;outros;0;0;2;0;2
CONCHAL;ubs;0;0;7;1;8
CONCHAL;saude_mental;0;0;1;0;1
CONCHAL;unidade_movel;0;0;2;0;2
CONCHAL;vigilancia;0;0;1;0;1
CONCHAS;clinica;0;0;1;1;2
CONCHAS;consultorio;0;0;0;23;23
CONCHAS;diagnose_terapia;0;0;1;6;7
CONCHAS;hospital;0;0;1;0;1
CONCHAS;outros;0;0;3;0;3
CONCHAS;ubs;0;0;7;0;7
CORDEIROPOLIS;clinica;0;0;3;7;10
CORDEIROPOLIS;consultorio;0;0;0;30;30
CORDEIROPOLIS;diagnose_terapia;0;0;1;3;4
CORDEIROPOLIS;outros;0;0;3;0;3
CORDEIROPOLIS;pronto_atendimento;0;0;1;0;1
CORDEIROPOLIS;ubs;0;0;7;0;7
CORDEIROPOLIS;saude_mental;0;0;1;0;1
CORDEIROPOLIS;unidade_movel;0;0;1;0;1
COROADOS;outros;0;0;1;0;1
COROADOS;ubs;0;0;1;0;1
CORONEL MACEDO;outros;0;0;3;0;3
CORONEL MACEDO;ubs;0;0;3;0;3
CORUMBATAI;consultorio;0;0;0;1;1
CORUMBATAI;outros;0;0;1;0;1
CORUMBATAI;ubs;0;0;2;0;2
CORUMBATAI;unidade_movel;0;0;1;0;1
COSMOPOLIS;clinica;0;0;4;14;18
COSMOPOLIS;consultorio;0;0;0;38;38
COSMOPOLIS;diagnose_terapia;0;0;0;6;6
COSMOPOLIS;hospital;0;0;0;1;1
COSMOPOLIS;outros;0;0;4;3;7
COSMOPOLIS;ubs;0;0;9;0;9
COSMOPOLIS;saude_mental;0;0;2;0;2
COSMOPOLIS;vigilancia;0;0;2;0;2
COSMORAMA;clinica;0;0;1;0;1
COSMORAMA;consultorio;0;0;0;1;1
COSMORAMA;diagnose_terapia;0;0;0;2;2
COSMORAMA;outros;0;0;2;0;2
COSMORAMA;ubs;0;0;3;1;4
COTIA;clinica;0;0;8;36;44
COTIA;consultorio;0;0;0;187;187
COTIA;diagnose_terapia;0;0;0;18;18
COTIA;hospital;1;0;0;4;5
COTIA;outros;0;0;4;8;12
COTIA;pronto_atendimento;0;0;4;0;4
COTIA;ubs;0;0;26;5;31
COTIA;saude_mental;0;0;3;0;3
COTIA;unidade_movel;0;0;5;0;5
COTIA;vigilancia;0;0;4;0;4
CRAVINHOS;clinica;0;0;6;2;8
CRAVINHOS;consultorio;0;1;0;61;62
CRAVINHOS;diagnose_terapia;0;0;0;4;4
CRAVINHOS;hospital;0;0;0;1;1
CRAVINHOS;outros;0;0;2;12;14
CRAVINHOS;pronto_atendimento;0;0;1;0;1
CRAVINHOS;ubs;0;0;7;0;7
CRAVINHOS;unidade_movel;0;0;1;0;1
CRAVINHOS;vigilancia;0;0;4;0;4
CRISTAIS PAULISTA;clinica;0;0;1;0;1
CRISTAIS PAULISTA;consultorio;0;1;0;5;6
CRISTAIS PAULISTA;diagnose_terapia;0;0;1;0;1
CRISTAIS PAULISTA;outros;0;0;1;0;1
CRISTAIS PAULISTA;ubs;0;0;4;0;4
CRUZALIA;outros;0;0;1;0;1
CRUZALIA;ubs;0;0;2;0;2
CRUZEIRO;clinica;0;0;9;67;76
CRUZEIRO;consultorio;0;1;0;201;202
CRUZEIRO;diagnose_terapia;0;0;1;24;25
CRUZEIRO;hospital;0;0;0;3;3
CRUZEIRO;outros;0;0;5;10;15
CRUZEIRO;ubs;0;0;14;0;14
CRUZEIRO;saude_mental;0;0;1;0;1
CRUZEIRO;unidade_movel;0;0;2;2;4
CRUZEIRO;vigilancia;0;0;1;0;1
CUBATAO;clinica;0;0;7;13;20
CUBATAO;consultorio;0;0;0;110;110
CUBATAO;diagnose_terapia;0;0;1;8;9
CUBATAO;hospital;0;0;1;0;1
CUBATAO;outros;0;0;3;1;4
CUBATAO;pronto_atendimento;0;0;3;1;4
CUBATAO;ubs;0;0;18;0;18
CUBATAO;saude_mental;0;0;3;0;3
CUBATAO;unidade_movel;0;0;3;0;3
CUBATAO;vigilancia;0;0;1;0;1
CUNHA;clinica;0;0;1;2;3
CUNHA;consultorio;0;0;0;7;7
CUNHA;diagnose_terapia;0;0;1;2;3
CUNHA;hospital;0;0;0;1;1
CUNHA;outros;0;0;2;1;3
CUNHA;ubs;0;0;7;0;7
CUNHA;saude_mental;0;0;1;0;1
CUNHA;unidade_movel;0;0;1;0;1
DESCALVADO;clinica;0;0;3;5;8
DESCALVADO;consultorio;0;0;0;106;106
DESCALVADO;diagnose_terapia;0;0;0;4;4
DESCALVADO;hospital;0;0;0;1;1
DESCALVADO;outros;0;0;2;4;6
DESCALVADO;pronto_atendimento;0;0;1;1;2
DESCALVADO;ubs;0;0;11;0;11
DESCALVADO;saude_mental;0;0;1;0;1
DESCALVADO;vigilancia;0;0;1;0;1
DIADEMA;clinica;1;0;2;51;54
DIADEMA;consultorio;0;0;0;101;101
DIADEMA;diagnose_terapia;0;0;0;13;13
DIADEMA;hospital;1;0;2;2;5
DIADEMA;outros;1;0;5;7;13
DIADEMA;pronto_atendimento;0;0;3;2;5
DIADEMA;ubs;1;0;21;0;22
DIADEMA;saude_mental;0;0;5;0;5
DIADEMA;unidade_movel;0;0;12;0;12
DIADEMA;vigilancia;0;0;2;0;2
DIRCE REIS;outros;0;0;2;0;2
DIRCE REIS;ubs;0;0;1;0;1
DIVINOLANDIA;clinica;0;0;0;8;8
DIVINOLANDIA;consultorio;0;0;0;3;3
DIVINOLANDIA;hospital;0;0;0;1;1
DIVINOLANDIA;outros;0;0;1;1;2
DIVINOLANDIA;ubs;0;0;7;0;7
DIVINOLANDIA;unidade_movel;0;0;1;1;2
DOBRADA;clinica;0;0;0;3;3
DOBRADA;consultorio;0;0;0;3;3
DOBRADA;diagnose_terapia;0;0;0;2;2
DOBRADA;outros;0;0;2;3;5
DOBRADA;ubs;0;0;2;0;2
DOIS CORREGOS;clinica;0;0;1;5;6
DOIS CORREGOS;consultorio;0;0;0;30;30
DOIS CORREGOS;diagnose_terapia;0;0;0;6;6
DOIS CORREGOS;hospital;0;0;0;1;1
DOIS CORREGOS;outros;0;0;3;0;3
DOIS CORREGOS;ubs;0;0;5;0;5
DOIS CORREGOS;saude_mental;0;0;1;0;1
DOLCINOPOLIS;outros;0;0;1;0;1
DOLCINOPOLIS;ubs;0;0;2;0;2
DOURADO;clinica;0;0;0;3;3
DOURADO;consultorio;0;0;0;7;7
DOURADO;diagnose_terapia;0;0;0;1;1
DOURADO;hospital;0;0;1;0;1
DOURADO;outros;0;0;1;0;1
DOURADO;pronto_atendimento;0;0;1;0;1
DOURADO;ubs;0;0;4;0;4
DRACENA;clinica;1;0;1;20;22
DRACENA;consultorio;0;0;0;216;216
DRACENA;diagnose_terapia;0;0;2;11;13
DRACENA;hospital;0;0;0;1;1
DRACENA;outros;0;0;1;6;7
DRACENA;pronto_atendimento;0;0;1;1;2
DRACENA;ubs;1;0;12;0;13
DRACENA;saude_mental;0;0;2;0;2
DRACENA;vigilancia;0;0;1;0;1
DUARTINA;clinica;0;0;0;1;1
DUARTINA;consultorio;0;0;0;36;36
DUARTINA;diagnose_terapia;0;0;0;5;5
DUARTINA;hospital;0;0;0;1;1
DUARTINA;outros;0;0;1;0;1
DUARTINA;ubs;0;0;4;0;4
DUARTINA;saude_mental;0;0;1;0;1
DUARTINA;unidade_movel;0;0;1;0;1
DUMONT;consultorio;0;0;0;1;1
DUMONT;outros;0;0;2;0;2
DUMONT;ubs;0;0;2;0;2
DUMONT;unidade_movel;0;0;1;0;1
ECHAPORA;consultorio;0;0;0;1;1
ECHAPORA;diagnose_terapia;0;0;0;1;1
ECHAPORA;outros;0;0;2;0;2
ECHAPORA;pronto_atendimento;0;0;1;0;1
ECHAPORA;ubs;0;0;2;0;2
ELDORADO;clinica;0;0;1;0;1
ELDORADO;consultorio;0;0;0;1;1
ELDORADO;diagnose_terapia;0;0;0;1;1
ELDORADO;outros;0;0;2;0;2
ELDORADO;pronto_atendimento;0;0;1;0;1
ELDORADO;ubs;0;0;9;0;9
ELDORADO;saude_mental;0;0;1;0;1
ELDORADO;vigilancia;0;0;1;0;1
ELIAS FAUSTO;clinica;0;0;1;2;3
ELIAS FAUSTO;consultorio;0;0;0;5;5
ELIAS FAUSTO;diagnose_terapia;0;0;0;2;2
ELIAS FAUSTO;outros;0;0;2;0;2
ELIAS FAUSTO;pronto_atendimento;0;0;1;0;1
ELIAS FAUSTO;ubs;0;0;5;0;5
ELISIARIO;consultorio;0;0;0;1;1
ELISIARIO;outros;0;0;1;0;1
ELISIARIO;ubs;0;0;1;0;1
ELISIARIO;unidade_movel;0;0;1;0;1
EMBAUBA;consultorio;0;0;0;1;1
EMBAUBA;diagnose_terapia;0;0;0;2;2
EMBAUBA;outros;0;0;1;0;1
EMBAUBA;ubs;0;0;1;0;1
EMBU DAS ARTES;clinica;0;0;7;7;14
EMBU DAS ARTES;consultorio;0;1;0;138;139
EMBU DAS ARTES;diagnose_terapia;0;0;0;2;2
EMBU DAS ARTES;hospital;0;0;2;1;3
EMBU DAS ARTES;outros;0;0;7;0;7
EMBU DAS ARTES;pronto_atendimento;0;0;1;0;1
EMBU DAS ARTES;ubs;0;0;19;0;19
EMBU DAS ARTES;saude_mental;0;0;3;0;3
EMBU DAS ARTES;unidade_movel;0;0;4;0;4
EMBU DAS ARTES;vigilancia;0;0;3;0;3
EMBU-GUACU;clinica;0;0;4;8;12
EMBU-GUACU;consultorio;0;0;0;10;10
EMBU-GUACU;diagnose_terapia;0;0;0;2;2
EMBU-GUACU;outros;0;0;3;4;7
EMBU-GUACU;pronto_atendimento;0;0;1;0;1
EMBU-GUACU;ubs;0;0;13;0;13
EMBU-GUACU;saude_mental;0;0;1;0;1
EMBU-GUACU;unidade_movel;0;0;3;0;3
EMBU-GUACU;vigilancia;0;0;1;0;1
EMILIANOPOLIS;consultorio;0;0;0;1;1
EMILIANOPOLIS;outros;0;0;1;1;2
EMILIANOPOLIS;ubs;0;0;1;0;1
EMILIANOPOLIS;vigilancia;0;0;1;0;1
ENGENHEIRO COELHO;clinica;0;0;1;4;5
ENGENHEIRO COELHO;consultorio;0;0;0;32;32
ENGENHEIRO COELHO;diagnose_terapia;0;0;1;1;2
ENGENHEIRO COELHO;outros;0;0;4;0;4
ENGENHEIRO COELHO;pronto_atendimento;0;0;1;0;1
ENGENHEIRO COELHO;ubs;0;0;5;0;5
ENGENHEIRO COELHO;saude_mental;0;0;1;0;1
ESPIRITO SANTO DO PINHAL;clinica;0;0;1;26;27
ESPIRITO SANTO DO PINHAL;consultorio;0;0;0;134;134
ESPIRITO SANTO DO PINHAL;diagnose_terapia;0;0;2;4;6
ESPIRITO SANTO DO PINHAL;hospital;0;0;0;3;3
ESPIRITO SANTO DO PINHAL;outros;0;0;3;3;6
ESPIRITO SANTO DO PINHAL;ubs;0;0;7;0;7
ESPIRITO SANTO DO PINHAL;saude_mental;0;0;2;0;2
ESPIRITO SANTO DO PINHAL;unidade_movel;0;0;1;0;1
ESPIRITO SANTO DO TURVO;diagnose_terapia;0;0;0;1;1
ESPIRITO SANTO DO TURVO;outros;0;0;1;0;1
ESPIRITO SANTO DO TURVO;ubs;0;0;3;0;3
ESTRELA D OESTE;clinica;0;0;0;4;4
ESTRELA D OESTE;consultorio;0;0;0;15;15
ESTRELA D OESTE;diagnose_terapia;0;0;0;1;1
ESTRELA D OESTE;hospital;0;0;0;1;1
ESTRELA D OESTE;outros;0;0;2;0;2
ESTRELA D OESTE;ubs;0;0;3;0;3
ESTRELA D OESTE;unidade_movel;0;0;1;0;1
ESTRELA DO NORTE;outros;0;0;1;0;1
ESTRELA DO NORTE;ubs;0;0;1;0;1
EUCLIDES DA CUNHA PAULISTA;clinica;0;0;1;1;2
EUCLIDES DA CUNHA PAULISTA;consultorio;0;0;0;6;6
EUCLIDES DA CUNHA PAULISTA;diagnose_terapia;0;0;0;1;1
EUCLIDES DA CUNHA PAULISTA;outros;0;0;3;0;3
EUCLIDES DA CUNHA PAULISTA;ubs;0;0;5;0;5
EUCLIDES DA CUNHA PAULISTA;vigilancia;0;0;1;0;1
FARTURA;clinica;0;0;0;3;3
FARTURA;consultorio;0;0;0;22;22
FARTURA;diagnose_terapia;0;0;0;4;4
FARTURA;hospital;0;0;0;1;1
FARTURA;outros;0;0;2;7;9
FARTURA;ubs;0;0;4;0;4
FARTURA;unidade_movel;0;0;1;0;1
FARTURA;vigilancia;0;0;1;0;1
FERNANDÓPOLIS;clinica;2;0;5;166;173
FERNANDÓPOLIS;consultorio;0;0;0;276;276
FERNANDÓPOLIS;diagnose_terapia;0;0;1;28;29
FERNANDÓPOLIS;hospital;0;0;0;3;3
FERNANDÓPOLIS;outros;0;0;8;24;32
FERNANDÓPOLIS;pronto_atendimento;0;0;1;0;1
FERNANDÓPOLIS;ubs;0;0;18;0;18
FERNANDÓPOLIS;saude_mental;0;0;2;0;2
FERNANDÓPOLIS;unidade_movel;0;0;4;0;4
FERNANDÓPOLIS;vigilancia;0;0;1;0;1
FERNANDO PRESTES;clinica;0;0;1;0;1
FERNANDO PRESTES;consultorio;0;0;0;3;3
FERNANDO PRESTES;diagnose_terapia;0;0;0;1;1
FERNANDO PRESTES;outros;0;0;1;0;1
FERNANDO PRESTES;ubs;0;0;3;0;3
FERNÃO;outros;0;0;2;0;2
FERNÃO;ubs;0;0;1;0;1
FERRAZ DE VASCONCELOS;clinica;0;0;8;5;13
FERRAZ DE VASCONCELOS;consultorio;0;0;0;26;26
FERRAZ DE VASCONCELOS;diagnose_terapia;0;0;0;7;7
FERRAZ DE VASCONCELOS;hospital;1;0;0;0;1
FERRAZ DE VASCONCELOS;outros;0;0;5;1;6
FERRAZ DE VASCONCELOS;ubs;0;0;14;0;14
FERRAZ DE VASCONCELOS;saude_mental;0;0;2;0;2
FERRAZ DE VASCONCELOS;unidade_movel;0;0;4;0;4
FERRAZ DE VASCONCELOS;vigilancia;0;0;3;0;3
FLORA RICA;clinica;0;0;1;0;1
FLORA RICA;outros;0;0;1;0;1
FLORA RICA;ubs;0;0;1;0;1
FLOREAL;consultorio;0;0;0;1;1
FLOREAL;outros;0;0;1;0;1
FLOREAL;ubs;0;0;1;0;1
FLÓRIDA PAULISTA;consultorio;0;0;0;6;6
FLÓRIDA PAULISTA;diagnose_terapia;0;0;1;3;4
FLÓRIDA PAULISTA;hospital;0;0;0;1;1
