municipio;tipo;estadual;federal;municipal;particular;total
FLÓRIDA PAULISTA;outros;0;0;2;2;4
FLÓRIDA PAULISTA;ubs;1;0;5;0;6
FLÓRIDA PAULISTA;saude_mental;0;0;1;0;1
FLORÍNEA;clinica;0;0;1;0;1
FLORÍNEA;diagnose_terapia;0;0;1;0;1
FLORÍNEA;outros;0;0;3;0;3
FLORÍNEA;ubs;1;0;2;0;3
FRANCA;clinica;1;0;7;68;76
FRANCA;consultorio;1;0;2;347;350
FRANCA;diagnose_terapia;0;0;2;23;25
FRANCA;hospital;0;0;0;4;4
FRANCA;outros;4;0;6;15;25
FRANCA;pronto_atendimento;0;0;4;0;4
FRANCA;ubs;1;0;23;0;24
FRANCA;saude_mental;0;0;2;0;2
FRANCA;unidade_movel;1;0;5;1;7
FRANCA;vigilancia;0;0;3;0;3
FRANCISCO MORATO;clinica;0;0;2;6;8
FRANCISCO MORATO;consultorio;0;0;0;46;46
FRANCISCO MORATO;diagnose_terapia;0;0;1;4;5
FRANCISCO MORATO;hospital;1;0;0;1;2
FRANCISCO MORATO;outros;0;0;3;4;7
FRANCISCO MORATO;pronto_atendimento;0;0;1;0;1
FRANCISCO MORATO;ubs;0;0;13;0;13
FRANCISCO MORATO;saude_mental;0;0;3;0;3
FRANCISCO MORATO;unidade_movel;0;0;1;0;1
FRANCISCO MORATO;vigilancia;0;0;1;0;1
FRANCO DA ROCHA;clinica;1;0;6;9;16
FRANCO DA ROCHA;consultorio;1;0;3;53;57
FRANCO DA ROCHA;diagnose_terapia;0;0;1;10;11
FRANCO DA ROCHA;hospital;2;0;0;1;3
FRANCO DA ROCHA;outros;2;0;7;1;10
FRANCO DA ROCHA;pronto_atendimento;0;0;1;0;1
FRANCO DA ROCHA;ubs;7;0;16;0;23
FRANCO DA ROCHA;saude_mental;0;0;3;0;3
FRANCO DA ROCHA;vigilancia;1;0;1;0;2
GABRIEL MONTEIRO;clinica;0;0;1;0;1
GABRIEL MONTEIRO;outros;0;0;1;1;2
GABRIEL MONTEIRO;ubs;0;0;1;0;1
GALIA;consultorio;0;0;0;5;5
GALIA;hospital;0;0;0;1;1
GALIA;outros;0;0;2;0;2
GALIA;ubs;2;0;2;0;4
GARCA;clinica;0;0;4;4;8
GARCA;consultorio;0;0;0;45;45
GARCA;diagnose_terapia;0;0;0;8;8
GARCA;hospital;0;0;0;3;3
GARCA;outros;0;0;3;2;5
GARCA;pronto_atendimento;0;0;1;0;1
GARCA;ubs;0;0;13;0;13
GARCA;saude_mental;0;0;2;0;2
GARCA;unidade_movel;0;0;1;0;1
GARCA;vigilancia;0;0;1;0;1
GASTAO VIDIGAL;outros;0;0;1;0;1
GASTAO VIDIGAL;ubs;0;0;1;0;1
GAVIAO PEIXOTO;consultorio;0;0;0;1;1
GAVIAO PEIXOTO;outros;0;0;1;0;1
GAVIAO PEIXOTO;pronto_atendimento;0;0;1;0;1
GAVIAO PEIXOTO;ubs;0;0;3;0;3
GENERAL SALGADO;clinica;0;0;1;2;3
GENERAL SALGADO;consultorio;0;0;0;8;8
GENERAL SALGADO;diagnose_terapia;0;0;1;3;4
GENERAL SALGADO;hospital;0;0;0;1;1
GENERAL SALGADO;outros;0;0;2;0;2
GENERAL SALGADO;pronto_atendimento;0;0;1;0;1
GENERAL SALGADO;ubs;0;0;5;0;5
GETULINA;consultorio;0;0;0;11;11
GETULINA;hospital;0;0;0;1;1
GETULINA;outros;0;0;1;0;1
GETULINA;ubs;1;0;5;0;6
GLICERIO;outros;0;0;1;0;1
GLICERIO;ubs;0;0;2;0;2
GUAICARA;clinica;0;0;1;0;1
GUAICARA;consultorio;0;0;0;7;7
GUAICARA;diagnose_terapia;0;0;0;1;1
GUAICARA;outros;0;0;1;0;1
GUAICARA;ubs;0;0;5;0;5
GUAIMBE;outros;0;0;2;0;2
GUAIMBE;pronto_atendimento;0;0;1;0;1
GUAIMBE;ubs;0;0;3;0;3
GUAIRA;clinica;0;0;2;10;12
GUAIRA;consultorio;0;0;0;68;68
GUAIRA;diagnose_terapia;0;0;1;5;6
GUAIRA;hospital;0;0;0;1;1
GUAIRA;outros;0;0;3;2;5
GUAIRA;ubs;0;0;7;0;7
GUAIRA;saude_mental;0;0;1;0;1
GUAIRA;unidade_movel;0;0;1;0;1
GUAPIACU;clinica;0;0;0;2;2
GUAPIACU;consultorio;0;0;0;7;7
GUAPIACU;diagnose_terapia;0;0;0;1;1
GUAPIACU;outros;0;0;2;0;2
GUAPIACU;pronto_atendimento;0;0;1;0;1
GUAPIACU;ubs;0;0;9;0;9
GUAPIACU;saude_mental;0;0;1;0;1
GUAPIARA;clinica;0;0;1;1;2
GUAPIARA;consultorio;0;0;0;1;1
GUAPIARA;diagnose_terapia;0;0;1;2;3
GUAPIARA;hospital;0;0;1;0;1
GUAPIARA;outros;0;0;4;0;4
GUAPIARA;ubs;0;0;7;0;7
GUAPIARA;saude_mental;0;0;1;0;1
GUAPIARA;unidade_movel;0;0;1;0;1
GUARA;clinica;0;0;2;2;4
GUARA;consultorio;0;0;0;41;41
GUARA;diagnose_terapia;0;0;0;3;3
GUARA;hospital;0;0;0;1;1
GUARA;outros;0;0;4;0;4
GUARA;pronto_atendimento;0;0;1;0;1
GUARA;ubs;0;0;7;0;7
GUARA;saude_mental;0;0;1;0;1
GUARA;vigilancia;0;0;1;0;1
GUARACAI;clinica;0;0;0;1;1
GUARACAI;consultorio;0;0;0;6;6
GUARACAI;hospital;0;0;0;1;1
GUARACAI;outros;0;0;2;0;2
GUARACAI;ubs;0;0;2;0;2
GUARACAI;vigilancia;0;0;1;0;1
GUARACI;clinica;0;0;1;0;1
GUARACI;consultorio;0;0;0;7;7
GUARACI;diagnose_terapia;0;0;1;2;3
GUARACI;outros;0;0;1;2;3
GUARACI;pronto_atendimento;0;0;1;0;1
GUARACI;ubs;0;0;3;0;3
GUARACI;unidade_movel;0;0;1;0;1
GUARANI DOESTE;consultorio;0;0;0;1;1
GUARANI DOESTE;diagnose_terapia;0;0;0;1;1
GUARANI DOESTE;outros;0;0;1;0;1
GUARANI DOESTE;ubs;0;0;1;0;1
GUARANI DOESTE;vigilancia;0;0;1;0;1
GUARANTA;outros;0;0;2;0;2
GUARANTA;pronto_atendimento;0;0;1;0;1
GUARANTA;ubs;0;0;3;0;3
GUARARAPES;clinica;0;0;0;4;4
GUARARAPES;consultorio;0;10;0;48;58
GUARARAPES;diagnose_terapia;0;0;0;9;9
GUARARAPES;hospital;0;0;0;1;1
GUARARAPES;outros;0;0;2;2;4
GUARARAPES;ubs;0;0;4;0;4
GUARARAPES;saude_mental;0;0;1;0;1
GUARARAPES;vigilancia;0;0;1;0;1
GUARAREMA;clinica;0;0;1;4;5
GUARAREMA;consultorio;0;0;0;7;7
GUARAREMA;diagnose_terapia;0;0;0;2;2
GUARAREMA;hospital;0;0;0;1;1
GUARAREMA;outros;0;0;2;1;3
GUARAREMA;ubs;0;0;3;0;3
GUARAREMA;saude_mental;0;0;1;0;1
GUARAREMA;unidade_movel;0;0;1;0;1
GUARAREMA;vigilancia;0;0;1;0;1
GUARATINGUETA;clinica;0;0;4;37;41
GUARATINGUETA;consultorio;1;0;1;306;308
GUARATINGUETA;diagnose_terapia;0;0;1;21;22
GUARATINGUETA;hospital;0;1;0;5;6
GUARATINGUETA;outros;1;0;4;22;27
GUARATINGUETA;pronto_atendimento;0;0;1;0;1
GUARATINGUETA;ubs;0;0;18;0;18
GUARATINGUETA;saude_mental;0;0;2;0;2
GUARATINGUETA;unidade_movel;0;0;4;1;5
GUARATINGUETA;vigilancia;1;0;0;0;1
GUAREI;consultorio;0;0;0;1;1
GUAREI;diagnose_terapia;0;0;0;7;7
GUAREI;outros;0;0;3;0;3
GUAREI;pronto_atendimento;0;0;1;0;1
GUAREI;ubs;2;0;5;0;7
GUAREI;saude_mental;0;0;1;0;1
GUAREI;unidade_movel;0;0;1;0;1
GUARIBA;clinica;0;0;4;10;14
GUARIBA;consultorio;0;0;0;33;33
GUARIBA;diagnose_terapia;0;0;1;2;3
GUARIBA;hospital;0;0;0;1;1
GUARIBA;outros;0;0;2;0;2
GUARIBA;ubs;1;0;6;0;7
GUARIBA;saude_mental;0;0;1;0;1
GUARIBA;unidade_movel;0;0;1;0;1
GUARUJA;clinica;0;0;11;72;83
GUARUJA;consultorio;0;0;0;235;235
GUARUJA;diagnose_terapia;0;0;1;47;48
GUARUJA;hospital;1;0;1;5;7
GUARUJA;outros;0;0;7;23;30
GUARUJA;pronto_atendimento;0;0;5;2;7
GUARUJA;ubs;0;0;23;1;24
GUARUJA;saude_mental;0;0;4;0;4
GUARUJA;unidade_movel;0;0;13;1;14
GUARUJA;vigilancia;0;0;2;0;2
GUARULHOS;clinica;3;0;18;305;326
GUARULHOS;consultorio;0;0;0;412;412
GUARULHOS;diagnose_terapia;0;0;2;67;69
GUARULHOS;hospital;2;0;3;13;18
GUARULHOS;outros;1;0;11;44;56
GUARULHOS;pronto_atendimento;0;0;9;1;10
GUARULHOS;ubs;4;0;69;2;75
GUARULHOS;saude_mental;0;0;8;0;8
GUARULHOS;unidade_movel;0;0;23;2;25
GUARULHOS;vigilancia;0;0;3;0;3
GUATAPARA;clinica;0;0;1;0;1
GUATAPARA;consultorio;0;0;0;1;1
GUATAPARA;outros;0;0;3;0;3
GUATAPARA;pronto_atendimento;0;0;1;0;1
GUATAPARA;ubs;0;0;4;0;4
GUATAPARA;unidade_movel;0;0;1;0;1
GUZOLANDIA;outros;0;0;1;0;1
GUZOLANDIA;ubs;0;0;2;0;2
HERCULANDIA;clinica;0;0;1;0;1
HERCULANDIA;consultorio;0;0;0;5;5
HERCULANDIA;diagnose_terapia;0;0;0;1;1
HERCULANDIA;hospital;0;0;0;1;1
HERCULANDIA;outros;0;0;2;0;2
HERCULANDIA;pronto_atendimento;0;0;1;0;1
HERCULANDIA;ubs;0;0;4;0;4
HERCULANDIA;saude_mental;0;0;1;0;1
HERCULANDIA;vigilancia;0;0;1;0;1
HOLAMBRA;clinica;0;0;1;3;4
HOLAMBRA;consultorio;0;0;0;27;27
HOLAMBRA;diagnose_terapia;0;0;0;1;1
HOLAMBRA;outros;0;0;2;1;3
HOLAMBRA;ubs;0;0;4;0;4
HOLAMBRA;saude_mental;0;0;1;0;1
HORTOLANDIA;clinica;0;0;7;50;57
HORTOLANDIA;consultorio;0;0;0;109;109
HORTOLANDIA;diagnose_terapia;0;0;0;23;23
HORTOLANDIA;hospital;0;0;1;1;2
HORTOLANDIA;outros;0;0;4;5;9
HORTOLANDIA;pronto_atendimento;0;0;3;0;3
HORTOLANDIA;ubs;4;0;17;0;21
HORTOLANDIA;saude_mental;0;0;3;0;3
HORTOLANDIA;unidade_movel;0;0;11;0;11
HORTOLANDIA;vigilancia;0;0;1;0;1
IACANGA;clinica;0;0;0;2;2
IACANGA;consultorio;0;0;0;9;9
IACANGA;hospital;0;0;0;1;1
IACANGA;outros;0;0;2;1;3
IACANGA;ubs;0;0;4;0;4
IACANGA;saude_mental;0;0;1;0;1
IACANGA;unidade_movel;0;0;1;0;1
IACRI;diagnose_terapia;0;0;0;1;1
IACRI;outros;0;0;2;1;3
IACRI;pronto_atendimento;0;0;1;0;1
IACRI;ubs;0;0;2;0;2
IARAS;diagnose_terapia;0;0;0;1;1
IARAS;outros;0;0;2;0;2
IARAS;ubs;2;0;4;0;6
IBATE;clinica;0;0;1;3;4
IBATE;consultorio;0;0;0;36;36
IBATE;diagnose_terapia;0;0;0;5;5
IBATE;hospital;0;0;1;0;1
IBATE;outros;0;0;2;0;2
IBATE;ubs;0;0;9;1;10
IBATE;vigilancia;0;0;1;0;1
IBIRA;clinica;0;0;1;0;1
IBIRA;consultorio;0;0;0;10;10
IBIRA;diagnose_terapia;0;0;0;6;6
IBIRA;hospital;0;0;0;1;1
IBIRA;outros;0;0;1;0;1
IBIRA;ubs;0;0;3;0;3
IBIRA;unidade_movel;0;0;1;0;1
IBIRAREMA;diagnose_terapia;0;0;0;1;1
IBIRAREMA;outros;0;0;2;0;2
IBIRAREMA;ubs;0;0;4;0;4
IBITINGA;clinica;0;0;3;15;18
IBITINGA;consultorio;0;0;0;129;129
IBITINGA;diagnose_terapia;0;0;0;12;12
IBITINGA;hospital;0;0;0;2;2
IBITINGA;outros;0;0;2;5;7
IBITINGA;pronto_atendimento;0;0;2;0;2
IBITINGA;ubs;0;0;13;0;13
IBITINGA;saude_mental;0;0;1;0;1
IBITINGA;unidade_movel;0;0;1;0;1
IBITINGA;vigilancia;0;0;3;0;3
IBIUNA;clinica;0;0;3;8;11
IBIUNA;consultorio;0;0;0;19;19
IBIUNA;diagnose_terapia;0;0;0;2;2
IBIUNA;hospital;0;0;1;2;3
IBIUNA;outros;0;0;1;4;5
IBIUNA;ubs;0;0;16;0;16
IBIUNA;saude_mental;0;0;2;0;2
IBIUNA;unidade_movel;0;0;1;0;1
IBIUNA;vigilancia;0;0;1;0;1
ICEM;clinica;0;0;0;5;5
ICEM;consultorio;0;0;0;6;6
ICEM;diagnose_terapia;0;0;1;2;3
ICEM;outros;0;0;2;0;2
ICEM;ubs;1;0;5;0;6
ICEM;unidade_movel;0;0;1;0;1
IEPE;clinica;0;0;1;1;2
IEPE;consultorio;0;0;0;6;6
IEPE;diagnose_terapia;0;0;0;2;2
IEPE;hospital;0;0;1;0;1
IEPE;outros;0;0;2;7;9
IEPE;ubs;0;0;4;0;4
IEPE;vigilancia;0;0;1;0;1
IGARACU DO TIETE;clinica;0;0;2;1;3
IGARACU DO TIETE;consultorio;0;0;0;9;9
IGARACU DO TIETE;outros;0;0;1;0;1
IGARACU DO TIETE;pronto_atendimento;0;0;1;0;1
IGARACU DO TIETE;ubs;0;0;4;0;4
IGARACU DO TIETE;saude_mental;0;0;1;0;1
IGARAPAVA;clinica;0;0;3;5;8
IGARAPAVA;consultorio;0;0;0;51;51
IGARAPAVA;diagnose_terapia;0;0;0;4;4
IGARAPAVA;hospital;0;0;1;0;1
IGARAPAVA;outros;0;0;5;0;5
IGARAPAVA;ubs;0;0;8;0;8
IGARAPAVA;saude_mental;0;0;1;0;1
IGARATA;clinica;0;0;0;1;1
IGARATA;consultorio;0;0;0;1;1
IGARATA;diagnose_terapia;0;0;1;2;3
IGARATA;outros;0;0;3;0;3
IGARATA;ubs;0;0;4;0;4
IGARATA;unidade_movel;0;0;1;0;1
IGUAPE;clinica;0;0;2;5;7
IGUAPE;consultorio;0;0;0;8;8
IGUAPE;diagnose_terapia;0;0;0;3;3
IGUAPE;outros;0;0;1;1;2
IGUAPE;pronto_atendimento;0;0;1;0;1
IGUAPE;ubs;0;0;9;0;9
IGUAPE;saude_mental;0;0;1;0;1
IGUAPE;vigilancia;0;0;1;0;1
ILHABELA;clinica;0;0;4;4;8
ILHABELA;consultorio;0;0;0;8;8
ILHABELA;diagnose_terapia;0;0;0;4;4
ILHABELA;hospital;0;0;1;0;1
ILHABELA;outros;0;0;8;3;11
ILHABELA;ubs;0;0;12;1;13
ILHABELA;saude_mental;0;0;1;0;1
ILHABELA;unidade_movel;0;0;2;0;2
ILHABELA;vigilancia;0;0;2;0;2
ILHA COMPRIDA;clinica;0;0;0;1;1
ILHA COMPRIDA;consultorio;0;0;0;1;1
ILHA COMPRIDA;diagnose_terapia;0;0;0;1;1
ILHA COMPRIDA;outros;0;0;2;0;2
ILHA COMPRIDA;pronto_atendimento;0;0;1;0;1
ILHA COMPRIDA;ubs;0;0;7;0;7
ILHA SOLTEIRA;clinica;0;0;4;16;20
ILHA SOLTEIRA;consultorio;0;0;0;94;94
ILHA SOLTEIRA;diagnose_terapia;0;0;0;8;8
ILHA SOLTEIRA;hospital;0;0;0;1;1
ILHA SOLTEIRA;outros;0;0;3;0;3
ILHA SOLTEIRA;ubs;0;0;7;1;8
ILHA SOLTEIRA;saude_mental;0;0;1;0;1
INDAIATUBA;clinica;0;0;7;69;76
INDAIATUBA;consultorio;0;0;1;272;273
INDAIATUBA;diagnose_terapia;0;0;1;31;32
INDAIATUBA;hospital;0;0;1;5;6
INDAIATUBA;outros;0;0;5;29;34
INDAIATUBA;pronto_atendimento;0;0;1;1;2
INDAIATUBA;ubs;0;0;17;0;17
INDAIATUBA;saude_mental;0;0;3;0;3
INDAIATUBA;unidade_movel;0;0;1;3;4
INDAIATUBA;vigilancia;0;0;1;0;1
INDIANA;clinica;0;0;1;0;1
INDIANA;consultorio;0;0;0;3;3
INDIANA;outros;0;0;1;0;1
INDIANA;ubs;0;0;3;0;3
INDIANA;vigilancia;0;0;1;0;1
INDIAPORA;clinica;0;0;0;1;1
INDIAPORA;consultorio;0;0;0;2;2
INDIAPORA;hospital;0;0;0;1;1
INDIAPORA;outros;0;0;1;0;1
INDIAPORA;ubs;0;0;2;0;2
INUBIA PAULISTA;outros;0;0;1;0;1
INUBIA PAULISTA;ubs;0;0;1;0;1
IPAUSSU;clinica;0;0;0;1;1
IPAUSSU;consultorio;0;0;0;7;7
IPAUSSU;diagnose_terapia;0;0;0;3;3
IPAUSSU;hospital;0;0;0;1;1
IPAUSSU;outros;0;0;1;3;4
IPAUSSU;ubs;0;0;3;0;3
IPAUSSU;saude_mental;0;0;1;0;1
IPAUSSU;unidade_movel;0;0;1;0;1
IPERO;clinica;0;0;1;1;2
IPERO;consultorio;0;0;0;14;14
IPERO;diagnose_terapia;0;0;0;2;2
IPERO;outros;0;0;4;0;4
IPERO;pronto_atendimento;0;0;2;0;2
IPERO;ubs;0;0;5;1;6
IPERO;saude_mental;0;0;1;0;1
IPERO;unidade_movel;0;0;1;0;1
IPEUNA;clinica;0;0;1;0;1
IPEUNA;outros;0;0;2;0;2
IPEUNA;ubs;0;0;3;0;3
IPEUNA;unidade_movel;0;0;1;0;1
IPEUNA;vigilancia;0;0;1;0;1
IPIGUA;clinica;0;0;1;0;1
IPIGUA;outros;0;0;1;0;1
IPIGUA;ubs;0;0;1;0;1
IPORANGA;outros;0;0;1;0;1
IPORANGA;pronto_atendimento;0;0;1;0;1
IPORANGA;ubs;0;0;2;0;2
IPORANGA;unidade_movel;0;0;1;0;1
IPUA;clinica;0;0;1;0;1
IPUA;consultorio;0;0;0;51;51
IPUA;diagnose_terapia;0;0;0;3;3
IPUA;hospital;0;0;0;1;1
IPUA;outros;0;0;1;0;1
IPUA;pronto_atendimento;0;0;1;0;1
IPUA;ubs;0;0;7;0;7
IPUA;saude_mental;0;0;1;0;1
IRACEMAPOLIS;clinica;0;0;2;3;5
IRACEMAPOLIS;consultorio;0;0;0;12;12
IRACEMAPOLIS;diagnose_terapia;0;0;0;6;6
IRACEMAPOLIS;outros;0;0;2;0;2
IRACEMAPOLIS;pronto_atendimento;0;0;1;0;1
IRACEMAPOLIS;ubs;0;0;4;0;4
IRACEMAPOLIS;saude_mental;0;0;1;0;1
IRAPUA;consultorio;0;0;0;4;4
IRAPUA;diagnose_terapia;0;0;0;2;2
IRAPUA;outros;0;0;1;0;1
IRAPUA;ubs;0;0;3;0;3
IRAPUA;unidade_movel;0;0;1;0;1
IRAPURU;consultorio;0;0;0;1;1
IRAPURU;outros;0;0;1;0;1
IRAPURU;pronto_atendimento;0;0;1;0;1
IRAPURU;ubs;0;0;3;2;5
IRAPURU;vigilancia;0;0;1;0;1
ITABERA;clinica;0;0;2;2;4
ITABERA;consultorio;0;0;0;2;2
ITABERA;diagnose_terapia;0;0;0;2;2
ITABERA;hospital;0;0;1;0;1
ITABERA;outros;0;0;5;0;5
ITABERA;ubs;0;0;9;0;9
ITABERA;saude_mental;0;0;1;0;1
ITAI;clinica;0;0;2;2;4
ITAI;consultorio;0;0;0;3;3
ITAI;diagnose_terapia;0;0;0;6;6
ITAI;hospital;0;0;0;1;1
ITAI;outros;0;0;5;0;5
ITAI;ubs;0;0;5;1;6
ITAI;saude_mental;0;0;1;0;1
ITAI;unidade_movel;0;0;1;0;1
ITAI;vigilancia;0;0;1;0;1
ITAJOBI;clinica;0;0;1;3;4
ITAJOBI;consultorio;0;0;0;15;15
ITAJOBI;diagnose_terapia;0;0;0;4;4
ITAJOBI;hospital;0;0;0;1;1
ITAJOBI;outros;0;0;3;0;3
ITAJOBI;pronto_atendimento;0;0;1;0;1
ITAJOBI;ubs;0;0;5;0;5
ITAJOBI;saude_mental;0;0;1;0;1
ITAJU;outros;0;0;1;0;1
ITAJU;ubs;0;0;1;0;1
ITANHAEM;clinica;0;0;7;17;24
ITANHAEM;consultorio;0;0;0;34;34
ITANHAEM;diagnose_terapia;0;0;1;5;6
ITANHAEM;hospital;0;0;1;2;3
ITANHAEM;outros;0;0;7;7;14
ITANHAEM;pronto_atendimento;0;0;1;0;1
ITANHAEM;ubs;0;0;11;0;11
ITANHAEM;saude_mental;0;0;3;0;3
ITANHAEM;unidade_movel;0;0;7;0;7
ITAOCA;outros;0;0;2;0;2
ITAOCA;ubs;0;0;1;0;1
ITAOCA;unidade_movel;0;0;1;0;1
ITAPECERICA DA SERRA;clinica;0;0;2;21;23
ITAPECERICA DA SERRA;consultorio;0;0;0;36;36
ITAPECERICA DA SERRA;diagnose_terapia;0;0;1;3;4
ITAPECERICA DA SERRA;hospital;0;0;1;3;5
ITAPECERICA DA SERRA;outros;0;0;1;8;9
ITAPECERICA DA SERRA;pronto_atendimento;0;0;2;0;2
ITAPECERICA DA SERRA;ubs;0;0;14;1;15
ITAPECERICA DA SERRA;saude_mental;0;0;1;0;1
ITAPECERICA DA SERRA;unidade_movel;0;0;2;0;2
ITAPECERICA DA SERRA;vigilancia;0;0;1;0;1
ITAPETININGA;clinica;0;0;1;11;12
ITAPETININGA;consultorio;0;0;1;359;360
ITAPETININGA;diagnose_terapia;0;0;1;18;19
ITAPETININGA;hospital;0;0;0;2;2
ITAPETININGA;outros;0;0;7;18;25
ITAPETININGA;ubs;0;0;19;3;22
ITAPETININGA;saude_mental;0;0;3;0;3
ITAPETININGA;unidade_movel;0;0;9;1;10
ITAPETININGA;vigilancia;0;0;1;0;1
ITAPEVA;clinica;0;0;1;5;6
ITAPEVA;consultorio;0;0;0;257;257
ITAPEVA;diagnose_terapia;0;0;0;8;8
ITAPEVA;hospital;0;0;1;2;3
ITAPEVA;outros;0;0;7;11;18
ITAPEVA;pronto_atendimento;0;0;1;0;1
ITAPEVA;ubs;0;0;24;1;25
ITAPEVA;saude_mental;0;0;2;0;2
ITAPEVA;unidade_movel;0;0;2;0;2
ITAPEVA;vigilancia;0;0;1;0;1
ITAPEVI;clinica;0;0;1;6;7
ITAPEVI;consultorio;0;0;0;58;58
ITAPEVI;diagnose_terapia;0;0;0;8;8
ITAPEVI;hospital;0;0;1;2;3
ITAPEVI;outros;0;0;5;2;7
ITAPEVI;pronto_atendimento;0;0;4;2;6
ITAPEVI;ubs;0;0;15;0;15
ITAPEVI;saude_mental;0;0;3;0;3
ITAPEVI;unidade_movel;0;0;8;0;8
ITAPEVI;vigilancia;0;0;3;0;3
ITAPIRA;clinica;0;0;6;12;18
ITAPIRA;consultorio;0;0;0;125;125
ITAPIRA;diagnose_terapia;0;0;0;10;10
ITAPIRA;hospital;0;0;1;3;4
ITAPIRA;outros;0;0;3;1;4
ITAPIRA;ubs;0;0;13;1;14
ITAPIRA;saude_mental;0;0;2;0;2
ITAPIRA;unidade_movel;0;0;2;0;2
ITAPIRAPUA PAULISTA;clinica;0;0;1;0;1
ITAPIRAPUA PAULISTA;outros;0;0;3;0;3
ITAPIRAPUA PAULISTA;ubs;0;0;2;0;2
ITAPIRAPUA PAULISTA;unidade_movel;0;0;1;0;1
ITAPOLIS;clinica;0;0;3;9;12
ITAPOLIS;consultorio;0;0;0;81;81
ITAPOLIS;diagnose_terapia;0;0;0;6;6
ITAPOLIS;hospital;0;0;0;1;1
ITAPOLIS;outros;0;0;1;1;2
ITAPOLIS;ubs;0;0;8;0;8
ITAPOLIS;saude_mental;0;0;1;0;1
ITAPOLIS;unidade_movel;0;0;1;0;1
ITAPORANGA;clinica;0;0;2;2;4
ITAPORANGA;consultorio;0;0;0;6;6
ITAPORANGA;diagnose_terapia;0;0;0;2;2
ITAPORANGA;hospital;0;0;0;1;1
ITAPORANGA;outros;0;0;4;1;5
ITAPORANGA;ubs;0;0;4;0;4
ITAPORANGA;unidade_movel;0;0;1;0;1
ITAPUI;clinica;0;0;1;1;2
ITAPUI;consultorio;0;0;0;2;2
ITAPUI;diagnose_terapia;0;0;0;3;3
ITAPUI;hospital;0;0;1;0;1
ITAPUI;outros;0;0;1;0;1
ITAPUI;pronto_atendimento;0;0;1;0;1
ITAPUI;ubs;0;0;4;0;4
ITAPUI;saude_mental;0;0;1;0;1
ITAPUI;unidade_movel;0;0;1;0;1
ITAPURA;diagnose_terapia;0;0;0;1;1
ITAPURA;outros;0;0;2;0;2
ITAPURA;ubs;0;0;2;0;2
ITAPURA;vigilancia;0;0;1;0;1
ITAQUAQUECETUBA;clinica;0;0;4;18;22
ITAQUAQUECETUBA;consultorio;0;0;1;49;50
ITAQUAQUECETUBA;diagnose_terapia;0;0;0;8;8
ITAQUAQUECETUBA;hospital;0;0;1;0;1
ITAQUAQUECETUBA;outros;0;0;5;2;7
ITAQUAQUECETUBA;pronto_atendimento;0;0;3;2;5
ITAQUAQUECETUBA;ubs;0;0;19;0;19
ITAQUAQUECETUBA;saude_mental;0;0;2;0;2
ITAQUAQUECETUBA;unidade_movel;0;0;7;0;7
ITAQUAQUECETUBA;vigilancia;0;0;2;0;2
ITARARE;clinica;0;0;4;5;9
ITARARE;consultorio;0;0;1;54;55
ITARARE;diagnose_terapia;0;0;0;6;6
ITARARE;hospital;0;0;0;1;1
ITARARE;outros;0;0;5;2;7
ITARARE;ubs;0;0;12;0;12
ITARARE;saude_mental;0;0;1;0;1
ITARARE;unidade_movel;0;0;1;0;1
ITARIRI;consultorio;0;0;0;1;1
ITARIRI;diagnose_terapia;0;0;0;1;1
ITARIRI;outros;0;0;2;1;3
ITARIRI;pronto_atendimento;0;0;1;0;1
ITARIRI;ubs;0;0;7;0;7
ITATIBA;clinica;0;0;7;42;49
ITATIBA;consultorio;0;0;0;137;137
ITATIBA;diagnose_terapia;0;0;0;19;19
ITATIBA;hospital;0;0;0;3;3
ITATIBA;outros;0;0;3;5;8
ITATIBA;pronto_atendimento;0;0;1;1;2
ITATIBA;ubs;0;0;25;0;25
ITATIBA;saude_mental;0;0;2;0;2
ITATIBA;unidade_movel;0;0;2;0;2
ITATIBA;vigilancia;0;0;2;0;2
ITATINGA;consultorio;0;0;0;16;16
ITATINGA;diagnose_terapia;0;0;0;2;2
ITATINGA;hospital;0;0;0;1;1
ITATINGA;outros;0;0;2;0;2
ITATINGA;ubs;0;0;3;1;4
ITIRAPINA;clinica;0;0;1;0;1
ITIRAPINA;consultorio;0;0;0;17;17
ITIRAPINA;diagnose_terapia;0;0;0;2;2
ITIRAPINA;hospital;0;0;1;0;1
ITIRAPINA;outros;0;0;1;1;2
ITIRAPINA;ubs;0;0;4;2;6
ITIRAPINA;unidade_movel;0;0;1;0;1
ITIRAPINA;vigilancia;0;0;1;0;1
ITIRAPUA;clinica;0;0;2;0;2
ITIRAPUA;outros;0;0;1;0;1
ITIRAPUA;ubs;0;0;3;0;3
ITIRAPUA;vigilancia;0;0;1;0;1
ITOBI;clinica;0;0;0;1;1
ITOBI;consultorio;0;0;0;2;2
ITOBI;diagnose_terapia;0;0;0;1;1
ITOBI;outros;0;0;1;0;1
ITOBI;ubs;0;0;2;0;2
ITU;clinica;0;0;1;16;17
ITU;consultorio;0;0;0;214;214
ITU;diagnose_terapia;0;0;2;28;30
ITU;hospital;0;0;1;2;3
ITU;outros;0;0;7;14;21
ITU;pronto_atendimento;0;0;3;0;3
ITU;ubs;0;0;17;0;17
ITU;saude_mental;0;0;2;0;2
ITU;unidade_movel;0;0;2;0;2
