model;tipo;rank_test_score;mean_train_score;std_train_score;mean_test_score;std_test_score;params;external_r2;external_mae;external_rmse;generalization_gap_cv_external
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;47;0.9330563009861754;0.010900471103971049;0.7802315921409788;0.037181130332702525;{'validation_fraction': 0.2, 'n_iter_no_change': 10, 'min_samples_leaf': 20, 'max_leaf_nodes': 7, 'max_iter': 300, 'max_bins': 64, 'learning_rate': 0.2, 'l2_regularization': 0.001, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;48;0.9395813773671737;0.003410228422777557;0.7797127304788535;0.03132640640553721;{'validation_fraction': 0.25, 'n_iter_no_change': 20, 'min_samples_leaf': 10, 'max_leaf_nodes': 7, 'max_iter': 300, 'max_bins': 64, 'learning_rate': 0.25, 'l2_regularization': 1.0, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;49;0.9802602682123412;0.006046946417750637;0.7773489720162925;0.040605435806135924;{'validation_fraction': 0.05, 'n_iter_no_change': 10, 'min_samples_leaf': 15, 'max_leaf_nodes': 63, 'max_iter': 300, 'max_bins': 128, 'learning_rate': 0.4, 'l2_regularization': 0.01, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;50;0.9451872143307736;0.010844845862242115;0.7771245732361898;0.03697786767896526;{'validation_fraction': 0.1, 'n_iter_no_change': 10, 'min_samples_leaf': 30, 'max_leaf_nodes': 7, 'max_iter': 500, 'max_bins': 64, 'learning_rate': 0.25, 'l2_regularization': 1.0, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;51;0.9353387240419095;0.0054652946321391924;0.7768526310169205;0.03168540276631036;{'validation_fraction': 0.25, 'n_iter_no_change': 20, 'min_samples_leaf': 30, 'max_leaf_nodes': 63, 'max_iter': 300, 'max_bins': 128, 'learning_rate': 0.1, 'l2_regularization': 0.0, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;52;0.9466392298628901;0.007351210906875812;0.7757814820127195;0.04308142523710273;{'validation_fraction': 0.25, 'n_iter_no_change': 20, 'min_samples_leaf': 10, 'max_leaf_nodes': 15, 'max_iter': 300, 'max_bins': 128, 'learning_rate': 0.07, 'l2_regularization': 0.1, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;53;0.9186547942326406;0.008138569383830015;0.7731802043456819;0.039229643975224306;{'validation_fraction': 0.25, 'n_iter_no_change': 20, 'min_samples_leaf': 20, 'max_leaf_nodes': 63, 'max_iter': 100, 'max_bins': 64, 'learning_rate': 0.07, 'l2_regularization': 1.0, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;54;0.9559403937809329;0.004819542607788066;0.7721166135477475;0.03890294219338634;{'validation_fraction': 0.2, 'n_iter_no_change': 30, 'min_samples_leaf': 15, 'max_leaf_nodes': 7, 'max_iter': 500, 'max_bins': 128, 'learning_rate': 0.4, 'l2_regularization': 0.01, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;55;0.9453115728992139;0.00681031845186702;0.7721100665541674;0.043287583285725954;{'validation_fraction': 0.2, 'n_iter_no_change': 20, 'min_samples_leaf': 20, 'max_leaf_nodes': 7, 'max_iter': 400, 'max_bins': 128, 'learning_rate': 0.4, 'l2_regularization': 0.001, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;56;0.9399004308489761;0.006196021488689397;0.7714703160434805;0.03941693270252028;{'validation_fraction': 0.25, 'n_iter_no_change': 20, 'min_samples_leaf': 20, 'max_leaf_nodes': 31, 'max_iter': 200, 'max_bins': 64, 'learning_rate': 0.2, 'l2_regularization': 1.0, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;57;0.97247841231168;0.0034781409128608193;0.7713016531333696;0.02715506641558493;{'validation_fraction': 0.1, 'n_iter_no_change': 20, 'min_samples_leaf': 10, 'max_leaf_nodes': 63, 'max_iter': 300, 'max_bins': 128, 'learning_rate': 0.25, 'l2_regularization': 0.01, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;58;0.9363200032119916;0.007586735396853522;0.7710097733886153;0.03818520941315168;{'validation_fraction': 0.25, 'n_iter_no_change': 30, 'min_samples_leaf': 15, 'max_leaf_nodes': 63, 'max_iter': 100, 'max_bins': 255, 'learning_rate': 0.12, 'l2_regularization': 1.0, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;59;0.9420428564474979;0.009124640773544222;0.7701658709493773;0.030793265982747918;{'validation_fraction': 0.25, 'n_iter_no_change': 10, 'min_samples_leaf': 10, 'max_leaf_nodes': 31, 'max_iter': 300, 'max_bins': 64, 'learning_rate': 0.05, 'l2_regularization': 0.0, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;60;0.9646284989114042;0.00655586241371481;0.7695970421268736;0.030099630308614973;{'validation_fraction': 0.15, 'n_iter_no_change': 20, 'min_samples_leaf': 20, 'max_leaf_nodes': 63, 'max_iter': 200, 'max_bins': 255, 'learning_rate': 0.4, 'l2_regularization': 0.001, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;61;0.9452995194249338;0.005823865973929491;0.7662051518321666;0.034129694166372564;{'validation_fraction': 0.25, 'n_iter_no_change': 10, 'min_samples_leaf': 10, 'max_leaf_nodes': 31, 'max_iter': 200, 'max_bins': 128, 'learning_rate': 0.15, 'l2_regularization': 0.1, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;62;0.97553288354065;0.0029743460298483587;0.7651281671219095;0.03580030266872734;{'validation_fraction': 0.1, 'n_iter_no_change': 20, 'min_samples_leaf': 20, 'max_leaf_nodes': 63, 'max_iter': 400, 'max_bins': 128, 'learning_rate': 0.4, 'l2_regularization': 1.0, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;63;0.9045800605048872;0.005237714285272522;0.7617079618561291;0.05891084043309788;{'validation_fraction': 0.25, 'n_iter_no_change': 30, 'min_samples_leaf': 30, 'max_leaf_nodes': 63, 'max_iter': 100, 'max_bins': 64, 'learning_rate': 0.1, 'l2_regularization': 0.01, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;64;0.9822613907624154;0.004531729877104629;0.760031795150337;0.024995471295468495;{'validation_fraction': 0.05, 'n_iter_no_change': 30, 'min_samples_leaf': 30, 'max_leaf_nodes': 31, 'max_iter': 500, 'max_bins': 255, 'learning_rate': 0.4, 'l2_regularization': 0.0, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;65;0.935726544165771;0.011632543614813109;0.7586967002991349;0.02875833609414201;{'validation_fraction': 0.25, 'n_iter_no_change': 20, 'min_samples_leaf': 10, 'max_leaf_nodes': 31, 'max_iter': 100, 'max_bins': 255, 'learning_rate': 0.25, 'l2_regularization': 0.01, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;66;0.9540477221720615;0.0045741139451209376;0.7583181598965285;0.03281824895487035;{'validation_fraction': 0.2, 'n_iter_no_change': 30, 'min_samples_leaf': 10, 'max_leaf_nodes': 31, 'max_iter': 100, 'max_bins': 128, 'learning_rate': 0.25, 'l2_regularization': 0.1, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;67;0.9611617587178116;0.007155140438199313;0.7577137377991938;0.040813174875334306;{'validation_fraction': 0.15, 'n_iter_no_change': 30, 'min_samples_leaf': 5, 'max_leaf_nodes': 63, 'max_iter': 300, 'max_bins': 128, 'learning_rate': 0.05, 'l2_regularization': 0.1, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;68;0.9863704187903621;0.0027166861405595534;0.753578209196764;0.050880688727030256;{'validation_fraction': 0.05, 'n_iter_no_change': 30, 'min_samples_leaf': 5, 'max_leaf_nodes': 63, 'max_iter': 500, 'max_bins': 255, 'learning_rate': 0.15, 'l2_regularization': 0.001, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;69;0.9465489452717251;0.015498938692259103;0.7534787642992876;0.05727120754845002;{'validation_fraction': 0.15, 'n_iter_no_change': 10, 'min_samples_leaf': 30, 'max_leaf_nodes': 15, 'max_iter': 400, 'max_bins': 64, 'learning_rate': 0.4, 'l2_regularization': 0.01, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;70;0.9862813849737264;0.004719914644606539;0.7520559176007657;0.028975543377717364;{'validation_fraction': 0.05, 'n_iter_no_change': 30, 'min_samples_leaf': 5, 'max_leaf_nodes': 63, 'max_iter': 300, 'max_bins': 128, 'learning_rate': 0.1, 'l2_regularization': 1.0, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;71;0.9274279316275853;0.010393713040524255;0.7428101839995191;0.04836062023260476;{'validation_fraction': 0.25, 'n_iter_no_change': 10, 'min_samples_leaf': 5, 'max_leaf_nodes': 63, 'max_iter': 400, 'max_bins': 255, 'learning_rate': 0.12, 'l2_regularization': 1.0, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;72;0.9600405915901844;0.005478158817623351;0.7427845182545658;0.03783256661436482;{'validation_fraction': 0.15, 'n_iter_no_change': 10, 'min_samples_leaf': 5, 'max_leaf_nodes': 63, 'max_iter': 200, 'max_bins': 64, 'learning_rate': 0.12, 'l2_regularization': 1.0, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;73;0.9765101658471493;0.005012426750312614;0.7352307118419864;0.05419638999623904;{'validation_fraction': 0.1, 'n_iter_no_change': 30, 'min_samples_leaf': 15, 'max_leaf_nodes': 63, 'max_iter': 100, 'max_bins': 128, 'learning_rate': 0.4, 'l2_regularization': 0.1, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;74;0.9765265553188991;0.009784048138909382;0.7345394056097704;0.049499961373031004;{'validation_fraction': 0.05, 'n_iter_no_change': 10, 'min_samples_leaf': 15, 'max_leaf_nodes': 15, 'max_iter': 500, 'max_bins': 255, 'learning_rate': 0.6, 'l2_regularization': 0.001, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;75;0.9434044317599636;0.007387189228463287;0.7275672775080435;0.05141530718000782;{'validation_fraction': 0.2, 'n_iter_no_change': 20, 'min_samples_leaf': 5, 'max_leaf_nodes': 31, 'max_iter': 200, 'max_bins': 128, 'learning_rate': 0.4, 'l2_regularization': 1.0, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;76;0.9393898289781186;0.015312513535670631;0.7241716149448569;0.05281001194109148;{'validation_fraction': 0.2, 'n_iter_no_change': 20, 'min_samples_leaf': 5, 'max_leaf_nodes': 31, 'max_iter': 500, 'max_bins': 128, 'learning_rate': 0.4, 'l2_regularization': 0.01, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;77;0.939692382113001;0.011783591129350998;0.7241023909365852;0.04970481708905292;{'validation_fraction': 0.2, 'n_iter_no_change': 30, 'min_samples_leaf': 30, 'max_leaf_nodes': 7, 'max_iter': 100, 'max_bins': 255, 'learning_rate': 0.6, 'l2_regularization': 0.1, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;78;0.9169951276380688;0.017013682961765433;0.7203473424350543;0.05931574506222657;{'validation_fraction': 0.2, 'n_iter_no_change': 10, 'min_samples_leaf': 5, 'max_leaf_nodes': 7, 'max_iter': 500, 'max_bins': 255, 'learning_rate': 0.6, 'l2_regularization': 0.1, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;79;0.9282760358396906;0.007963519247481171;0.7190774446504177;0.05809117078410878;{'validation_fraction': 0.25, 'n_iter_no_change': 20, 'min_samples_leaf': 20, 'max_leaf_nodes': 7, 'max_iter': 300, 'max_bins': 255, 'learning_rate': 0.6, 'l2_regularization': 0.001, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;80;0.9606198071376697;0.004985667911898609;0.7099730793292606;0.045000595420904475;{'validation_fraction': 0.15, 'n_iter_no_change': 10, 'min_samples_leaf': 5, 'max_leaf_nodes': 63, 'max_iter': 100, 'max_bins': 64, 'learning_rate': 0.2, 'l2_regularization': 0.01, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;81;0.9420997321429333;0.009368343531572546;0.708691748169654;0.03979404494201168;{'validation_fraction': 0.2, 'n_iter_no_change': 20, 'min_samples_leaf': 5, 'max_leaf_nodes': 31, 'max_iter': 200, 'max_bins': 64, 'learning_rate': 0.4, 'l2_regularization': 0.01, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;82;0.953177483702874;0.006747817001861165;0.7081862964948564;0.0407724395913517;{'validation_fraction': 0.15, 'n_iter_no_change': 10, 'min_samples_leaf': 20, 'max_leaf_nodes': 31, 'max_iter': 500, 'max_bins': 255, 'learning_rate': 0.6, 'l2_regularization': 0.0, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;83;0.9219590520256384;0.00991934343438109;0.7048039820011949;0.05841755206000124;{'validation_fraction': 0.25, 'n_iter_no_change': 20, 'min_samples_leaf': 10, 'max_leaf_nodes': 7, 'max_iter': 200, 'max_bins': 64, 'learning_rate': 0.6, 'l2_regularization': 0.01, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;84;0.9625846144590835;0.01055734737047426;0.6985389477331363;0.03348342472361799;{'validation_fraction': 0.1, 'n_iter_no_change': 20, 'min_samples_leaf': 5, 'max_leaf_nodes': 15, 'max_iter': 400, 'max_bins': 255, 'learning_rate': 0.6, 'l2_regularization': 0.01, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;85;0.979545037452004;0.00635291074423597;0.6947151157928728;0.0646684123651701;{'validation_fraction': 0.05, 'n_iter_no_change': 10, 'min_samples_leaf': 10, 'max_leaf_nodes': 31, 'max_iter': 400, 'max_bins': 64, 'learning_rate': 0.6, 'l2_regularization': 0.0, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;86;0.9397628102400084;0.015800835952842346;0.6939374970034086;0.05557714832289437;{'validation_fraction': 0.2, 'n_iter_no_change': 30, 'min_samples_leaf': 10, 'max_leaf_nodes': 31, 'max_iter': 200, 'max_bins': 255, 'learning_rate': 0.6, 'l2_regularization': 0.001, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;87;0.9220237871137622;0.010683505156626184;0.6823135800042701;0.03802772468201064;{'validation_fraction': 0.15, 'n_iter_no_change': 10, 'min_samples_leaf': 20, 'max_leaf_nodes': 7, 'max_iter': 100, 'max_bins': 64, 'learning_rate': 0.8, 'l2_regularization': 1.0, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;88;0.9816582421715143;0.00432239366928727;0.6758539554884806;0.06054920775601562;{'validation_fraction': 0.05, 'n_iter_no_change': 30, 'min_samples_leaf': 15, 'max_leaf_nodes': 63, 'max_iter': 400, 'max_bins': 128, 'learning_rate': 0.8, 'l2_regularization': 1.0, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;89;0.9736446340058368;0.005135742639917145;0.6714927628259123;0.05921409346021092;{'validation_fraction': 0.05, 'n_iter_no_change': 20, 'min_samples_leaf': 30, 'max_leaf_nodes': 63, 'max_iter': 200, 'max_bins': 64, 'learning_rate': 0.8, 'l2_regularization': 0.0, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;90;0.9029122355981402;0.02242763907266354;0.6687709433868867;0.04129224891900994;{'validation_fraction': 0.2, 'n_iter_no_change': 10, 'min_samples_leaf': 30, 'max_leaf_nodes': 63, 'max_iter': 200, 'max_bins': 255, 'learning_rate': 0.8, 'l2_regularization': 1.0, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;91;0.9255341609769963;0.024550020212637524;0.6677508811181078;0.05125705233812003;{'validation_fraction': 0.1, 'n_iter_no_change': 10, 'min_samples_leaf': 30, 'max_leaf_nodes': 7, 'max_iter': 200, 'max_bins': 64, 'learning_rate': 0.8, 'l2_regularization': 1.0, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;92;0.9212445204158645;0.01167047430508152;0.666267338136558;0.059727891820491694;{'validation_fraction': 0.25, 'n_iter_no_change': 10, 'min_samples_leaf': 5, 'max_leaf_nodes': 63, 'max_iter': 300, 'max_bins': 64, 'learning_rate': 0.6, 'l2_regularization': 0.1, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;93;0.9188408391469499;0.013077240992049072;0.6644265515668007;0.06590076367426981;{'validation_fraction': 0.2, 'n_iter_no_change': 10, 'min_samples_leaf': 15, 'max_leaf_nodes': 15, 'max_iter': 100, 'max_bins': 64, 'learning_rate': 0.8, 'l2_regularization': 0.01, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;94;0.9287583264493324;0.00816307730993911;0.6540863348011625;0.08630973325465197;{'validation_fraction': 0.2, 'n_iter_no_change': 30, 'min_samples_leaf': 5, 'max_leaf_nodes': 7, 'max_iter': 200, 'max_bins': 128, 'learning_rate': 0.8, 'l2_regularization': 0.001, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;95;0.9830814885556574;0.0040003676091591;0.6482967347542425;0.06720688769862497;{'validation_fraction': 0.05, 'n_iter_no_change': 30, 'min_samples_leaf': 20, 'max_leaf_nodes': 15, 'max_iter': 500, 'max_bins': 64, 'learning_rate': 0.8, 'l2_regularization': 0.1, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;96;0.9297033387188918;0.008924363380818296;0.6431645422749871;0.04252656374230234;{'validation_fraction': 0.2, 'n_iter_no_change': 10, 'min_samples_leaf': 20, 'max_leaf_nodes': 31, 'max_iter': 200, 'max_bins': 128, 'learning_rate': 0.8, 'l2_regularization': 0.001, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;97;0.9040530670716495;0.020765053514322656;0.6260565981577824;0.04568855583563701;{'validation_fraction': 0.25, 'n_iter_no_change': 30, 'min_samples_leaf': 5, 'max_leaf_nodes': 63, 'max_iter': 400, 'max_bins': 128, 'learning_rate': 0.8, 'l2_regularization': 1.0, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;98;0.9647967267476837;0.006588762335928239;0.6240875718840861;0.060071368701006975;{'validation_fraction': 0.1, 'n_iter_no_change': 30, 'min_samples_leaf': 20, 'max_leaf_nodes': 31, 'max_iter': 400, 'max_bins': 64, 'learning_rate': 0.8, 'l2_regularization': 0.0, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;99;0.9321077403447257;0.00868298723924659;0.6192475032530949;0.11458039362001708;{'validation_fraction': 0.2, 'n_iter_no_change': 20, 'min_samples_leaf': 10, 'max_leaf_nodes': 7, 'max_iter': 100, 'max_bins': 64, 'learning_rate': 0.8, 'l2_regularization': 0.01, 'early_stopping': True};;;;
Hist Gradient Boosting Regressor;HistGradientBoostingRegressor;100;0.934482490387001;0.011819778991542806;0.5609186091608477;0.07094706836911303;{'validation_fraction': 0.15, 'n_iter_no_change': 20, 'min_samples_leaf': 5, 'max_leaf_nodes': 63, 'max_iter': 500, 'max_bins': 64, 'learning_rate': 0.8, 'l2_regularization': 0.01, 'early_stopping': True};;;;
