municipio;latitude;longitude;hospital_estadual;hospital_federal;hospital_municipal;hospital_particular;clinica_estadual;clinica_federal;clinica_municipal;clinica_particular;consultorio_total;pronto_atendimento_total;unidade_movel_total;baixissima vulnerabilidade_n_pessoas;muito baixa vulnerabilidade_n_pessoas;baixa vulnerabilidade_n_pessoas;media vulnerabilidade_n_pessoas;alta vulnerabilidade_n_pessoas;muito alta vulnerabilidade_n_pessoas;vigilancia em saude;consultas / atendimentos / acompanhamentos;diagnostico em vigilancia epidemiologica e ambiental;diagnostico em laboratorio clinico;coleta de material;tratamentos clinicos (outras especialidades);diagnostico por ultrasonografia;diagnostico por radiologia;fisioterapia;tratamentos odontologicos;diagnostico por teste rapido;terapias especializadas;diagnostico por tomografia;diagnostico por ressonancia magnetica;pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa;diagnostico por endoscopia;metodos diagnosticos em especialidades;diagnostico por anatomia patologica e citopatologia;bucomaxilofacial;diagnostico por radiologia intervencionista;anestesiologia;hemoterapia;diagnostico e procedimentos especiais em hemoterapia;diagnostico por medicina nuclear in vivo;tratamento em oncologia;tratamento em nefrologia;componente especializado da assitencia farmaceutica;orteses, proteses e materiais especiais nao relacionados ao ato cirurgico;autorizacao / regulacao;acoes coletivas / individuais em saude;acoes relacionadas ao estabelecimento;tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas;cirurgia do aparelho circulatorio;cirurgia do sistema nervoso central e periferico;parto e nascimento;medicamentos de ambito hospitalar e urgencia;cirurgia do aparelho digestivo, orgaos anexos e parede abdominal;cirurgia do sistema osteomuscular;cirurgia obstetrica;cirurgia toracica;cirurgia em oncologia;acoes relacionadas ao atendimento;cirurgia do aparelho geniturinario;cirurgia reparadora;cirurgia das vias aereas superiores, da face, da cabeca e do pescoco;cirurgia de mama;orteses, proteses e materiais especiais relacionados ao ato cirurgico;acompanhamento e intercorrencias no pre e pos-transplante;cirurgia do aparelho da visao;cirurgia de glandulas endocrinas;cirurgia em nefrologia;outras cirurgias;coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante;acoes relacionadas a doacao de orgaos e tecidos para transplante;processamento de tecidos para transplante;transplante de orgaos, tecidos e celulas;avaliacao de morte encefalica;populacao;receita_anual;ids;categoria;cluster
MAIRINQUE;-23,5398;-47,185;0;0;0;0;0;0;3;12;40;1;1;160;28364;3046;6691;9135;492;0;12899;0;0;185;0;249;1130;338;379;365;0;0;0;23;0;220;0;95;0;0;0;0;0;0;0;0;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47723;236805225.56;0.345;Crítico;3
MAIRIPORA;-23,3171;-46,5897;0;0;1;1;0;0;5;8;8;1;0;5040;36945;11048;12002;19550;3391;195;51480;0;47511;522;104;342;7065;598;1033;2134;0;0;0;259;0;517;6;249;0;0;0;0;0;0;0;0;30;0;3183;0;0;0;0;0;20;0;30;0;0;0;475;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;103645;519617024.61;0.527;Em risco;0
MANDURI;-23,0056;-49,3202;0;0;0;0;0;0;0;0;0;0;0;0;5365;664;1303;2301;0;263;4767;0;4462;0;0;0;0;189;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9972;57072407.46;0.468;Em risco;3
MARABA PAULISTA;-22,1068;-51,9617;0;0;0;0;0;0;0;0;0;0;0;0;97;0;3399;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6039;40658912.45;0.276;Crítico;3
MARACAI;-22,6149;-50,6713;0;0;0;1;0;0;0;2;3;0;0;0;6152;0;4441;1773;0;9117;12939;0;467;145;4;0;3;580;667;227;0;0;0;7;0;75;0;82;0;0;1;0;0;0;0;0;25;0;6106;0;0;0;0;0;0;18;0;5;0;0;99;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14069;93236570.46;0.633;Moderado;0
MARAPOAMA;-21,2587;-49,13;0;0;0;0;0;0;1;0;0;0;0;0;1621;354;1007;250;0;14;5813;0;0;204;0;0;2;568;269;173;0;0;0;7;0;5;0;34;0;0;0;0;0;0;0;0;16;3270;1009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3097;36774558.75;0.73;Estruturado;0
MARIAPOLIS;-21,7959;-51,1824;0;0;0;0;0;0;0;0;1;0;0;154;694;0;2331;0;0;0;2872;0;0;87;0;0;2;132;136;330;0;0;0;10;0;8;0;18;0;0;0;0;0;0;0;0;18;0;2843;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4098;28575337.48;0.616;Moderado;0
MARILIA;-22,2171;-49,9501;0;0;0;7;0;0;8;32;960;4;9;14526;126653;39960;25018;24966;2868;537;61428;0;68712;2616;281;2361;7887;3779;435;1238;197;398;119;891;263;7494;1831;107;28;113;94;74;42;801;2845;0;109;0;636;0;14;125;5;62;117;229;151;39;18;56;5844;117;5;26;4;727;0;6;0;10;19;0;0;0;0;0;242249;1347852849.78;0.646;Moderado;1
MARINOPOLIS;-20,4389;-50,8254;0;0;0;0;0;0;0;0;0;0;0;0;135;0;1519;175;0;36;1444;0;0;21;0;0;0;54;166;4;0;0;0;23;0;0;0;4;0;0;0;0;0;0;0;0;0;270;134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2101;27558777.02;0.523;Em risco;0
MARTINOPOLIS;-22,1462;-51,1709;0;0;0;1;0;0;0;4;19;0;0;0;5966;117;10594;6066;0;1;9766;0;3824;1;22;112;510;1092;87;220;0;0;0;60;0;167;0;1;0;0;0;0;0;0;0;0;28;0;54;0;3;0;0;1;2;5;0;11;1;0;345;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26791;131106923.81;0.376;Crítico;3
MATAO;-21,6025;-48,364;0;0;0;1;0;0;6;32;205;1;4;1515;48005;5975;15063;7739;0;139;38433;0;11;2004;0;0;4;0;2249;4729;1;0;0;107;0;21;0;375;0;0;0;0;0;0;0;0;46;0;8403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84069;377840786.5;0.558;Em risco;0
MAUA;-23,6677;-46,4613;0;0;1;3;0;0;6;34;247;6;18;0;202762;46409;26062;26029;114476;16207;189631;0;122179;6502;627;1246;10971;575;2040;12033;50;255;0;852;74;2130;0;202;0;3;55;101;0;0;0;0;122;0;603;0;55;5;0;93;162;102;135;87;13;0;2492;92;16;3;1;111;0;0;0;14;15;0;0;0;0;0;481725;1549076671.25;0.392;Crítico;1
MENDONCA;-21,1757;-49,5791;0;0;0;0;0;0;0;0;2;0;0;0;1579;1267;2640;546;0;18;4585;0;1215;77;0;0;3;679;144;845;0;0;0;1;0;21;0;22;0;0;0;0;0;0;0;0;26;10050;4814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5638;55725342.57;0.645;Moderado;0
MERIDIANO;-20,3579;-50,1811;0;0;0;0;0;0;1;0;2;0;0;0;2980;0;1426;0;0;9;278;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3813;51081600.13;0.392;Crítico;3
MESOPOLIS;-19,9684;-50,6326;0;0;0;0;0;0;0;0;1;0;0;0;141;0;677;1041;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1903;26571168.38;0.26;Crítico;3
MIGUELOPOLIS;-20,1796;-48,031;0;0;0;0;0;0;1;0;2;0;0;0;3585;1033;8024;6045;0;33;12032;0;1184;0;2;0;619;0;0;454;0;0;0;7;0;147;0;0;0;0;0;0;0;0;0;0;0;0;91;0;20;0;0;2;0;1;3;11;0;0;174;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22480;141229506.57;0.373;Crítico;3
MINEIROS DO TIETE;-22,412;-48,451;0;0;0;1;0;0;3;3;40;1;1;0;1393;422;2918;6314;0;0;8564;0;0;724;0;0;1;0;160;880;0;0;0;0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;5163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13023;55741552.42;0.687;Estruturado;0
MIRACATU;-24,2766;-47,4625;0;0;0;1;0;0;1;0;3;1;0;0;2336;0;10260;5248;0;134;22561;0;12154;0;112;173;718;240;0;1109;0;0;0;26;0;115;0;0;0;0;0;0;0;0;0;0;0;0;794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19511;116488485.65;0.59;Em risco;0
MIRA ESTRELA;-19,9789;-50,139;0;0;0;0;0;0;1;0;1;0;0;0;728;416;1515;261;0;22;767;0;0;1129;0;0;0;338;0;0;22;0;0;1;0;12;0;0;0;0;0;0;0;0;0;0;0;120;1691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3125;39754053.73;0.714;Estruturado;0
MIRANDOPOLIS;-21,1313;-51,1035;0;0;1;0;0;0;1;2;46;1;0;0;12795;400;8853;1183;0;2;32764;0;439;139;0;0;10;1184;561;1656;0;0;0;12;0;71;0;102;0;0;0;0;0;0;0;0;43;0;5630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29844;134787732.53;0.682;Estruturado;0
MIRANTE DO PARANAPANEMA;-22,2904;-51,9084;0;0;0;0;0;0;2;2;7;1;0;0;2421;0;11124;2030;0;46;10968;0;4623;38;0;387;610;559;89;827;0;0;0;43;0;1051;0;1;0;2;0;0;0;0;0;0;24;8260;3719;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18415;120199516.04;0.64;Moderado;0
MIRASSOL;-20,8169;-49,5206;0;0;0;2;0;0;5;15;115;1;1;4750;37600;8202;7693;4611;0;262;44057;0;13027;1061;1;274;1918;1105;1918;1515;0;0;0;236;0;990;0;307;0;0;0;0;0;0;0;0;55;0;1888;0;0;11;0;7;0;13;0;21;0;0;0;9;0;1;0;0;0;0;0;0;6;0;0;0;0;0;60768;285446724.0;0.67;Moderado;0
MIRASSOLANDIA;-20,6179;-49,4617;0;0;0;0;0;0;0;0;0;0;0;0;1559;595;683;1668;0;43;5280;0;0;426;0;0;0;0;183;620;0;0;0;4;0;0;0;71;0;0;0;0;0;0;0;0;0;0;1961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4966;36386683.95;0.59;Em risco;0
MOCOCA;-21,4647;-47,0024;0;0;0;1;0;0;4;101;131;2;1;984;39619;3622;14290;7990;0;0;56215;0;27206;18;40;395;2381;3590;1549;144;1;146;0;200;0;759;59;177;0;0;0;0;0;0;0;0;71;0;771;0;15;0;4;20;90;12;27;59;4;0;1568;13;1;1;0;21;0;0;0;7;2;0;0;0;0;0;69072;289502043.38;0.792;Estruturado;0
MOGI DAS CRUZES;-23,5208;-46,1854;0;0;2;6;0;0;11;212;194;4;11;31990;225316;41553;45244;86611;17486;467;188498;0;155814;7151;1902;4937;10082;12747;1422;9362;250;992;145;621;405;9195;2186;293;0;1;580;1173;57;0;0;0;0;0;5084;0;29;18;65;229;216;147;311;153;4;0;2275;176;43;36;0;201;0;0;0;0;0;0;0;0;0;0;455587;2379475027.98;0.515;Em risco;1
MOGI GUACU;-22,3675;-46,9428;0;0;1;2;0;0;5;45;321;2;4;4883;100742;12251;21469;12180;0;0;70152;0;63202;2649;135;1447;2050;1105;228;1526;0;245;0;271;83;1573;1;179;0;73;69;43;0;592;0;0;0;0;2748;0;22;14;30;32;34;61;114;67;22;35;4036;36;2;7;7;1445;0;0;0;0;11;0;0;0;0;0;154146;786711619.86;0.648;Moderado;0
MOGI MIRIM;-22,4332;-46,9532;0;0;0;3;0;0;3;15;216;1;2;5230;53594;10585;12188;9532;0;227;63917;0;25210;4629;96;540;3085;3704;2640;2253;1;260;0;202;28;1622;0;270;0;14;14;26;0;0;2256;0;0;0;10954;0;7;56;22;14;64;116;71;53;8;0;1389;49;1;24;0;991;0;0;0;4;8;0;0;0;0;0;94098;641627679.25;0.77;Estruturado;0
MOMBUCA;-22,9285;-47,559;0;0;0;0;0;0;0;0;0;0;0;0;1163;0;0;2460;0;32;3984;0;1;873;0;0;78;490;473;94;0;0;0;14;0;29;0;34;0;0;0;0;0;0;0;0;45;0;5891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3523;33499795.54;0.589;Em risco;0
MONCOES;-20,8509;-50,0975;0;0;0;0;0;0;0;0;1;0;0;0;299;0;1368;119;0;17;0;0;373;0;0;0;0;204;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2274;28653937.72;0.38;Crítico;3
MONGAGUA;-24,0809;-46,6265;0;0;1;0;0;0;3;9;6;2;4;150;27765;3069;15724;11761;0;120;49069;0;29641;1437;138;722;3576;385;187;4282;0;353;0;42;0;1092;177;26;0;0;0;10;0;0;0;0;0;79950;15;0;4;0;0;3;0;0;0;0;0;0;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58567;373633147.9;0.632;Moderado;0
MONTE ALEGRE DO SUL;-22,6817;-46,681;0;0;0;0;0;0;1;0;9;1;1;107;5245;640;1632;875;0;642;9274;0;5558;233;0;77;21;330;335;582;0;0;0;60;0;59;0;27;0;0;0;0;0;0;0;0;0;0;4294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8181;50452985.1;0.719;Estruturado;0
MONTE ALTO;-21,2655;-48,4971;0;0;0;2;0;0;6;54;163;2;3;200;29287;2907;10489;4130;0;429;56711;0;18321;148;24;521;1533;1377;2532;30558;4;183;32;590;15;616;23;471;0;0;0;0;0;0;0;0;63;0;4701;0;4;0;0;1;50;16;12;26;2;0;831;12;2;2;0;18;0;0;0;2;0;0;0;0;0;0;51039;245794859.61;0.815;Estruturado;0
MONTE APRAZIVEL;-20,768;-49,7184;0;0;0;1;0;0;0;8;35;0;1;0;13941;1232;3689;3322;0;0;1953;0;0;526;0;272;0;811;29;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25651;116163498.95;0.316;Crítico;3
MONTE AZUL PAULISTA;-20,9065;-48,6387;0;0;0;2;0;0;0;6;36;1;0;606;8495;1093;5703;2050;0;2555;22095;0;11116;586;12;799;829;1973;0;212;0;0;0;31;0;890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;10;20;0;0;184;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18928;131357156.11;0.769;Estruturado;0
MONTE CASTELO;-21,2981;-51,5679;0;0;0;0;0;0;0;0;0;0;0;0;1151;0;2892;0;0;9;7320;0;30;1374;0;0;0;145;107;297;0;0;0;3;0;56;0;22;0;0;0;0;0;0;0;0;0;0;2340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4166;37777947.33;0.62;Moderado;0
MONTEIRO LOBATO;-22,9544;-45,8407;0;0;0;0;0;0;0;1;2;1;0;0;1636;0;2401;0;0;9;3008;0;0;0;0;0;0;0;84;47;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4739;36190298.69;0.529;Em risco;0
MONTE MOR;-22,945;-47,3122;0;0;0;1;0;0;3;4;41;1;0;0;21500;6033;18740;17778;0;113;42652;9;22751;970;323;315;1898;660;1500;1899;0;0;0;152;4;688;0;484;0;0;4;0;0;0;0;0;60;0;1079;0;0;0;0;10;4;0;1;32;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61707;407361777.96;0.577;Em risco;0
MORRO AGUDO;-20,7288;-48,0581;0;0;0;1;0;0;1;3;60;0;0;0;11537;2381;6129;7201;0;8230;25279;0;11634;1;16;535;1155;278;1347;46;59;18;33;54;32;778;12;370;0;0;0;0;0;0;0;0;81;0;11533;0;2;0;0;4;0;15;29;17;0;0;302;10;0;1;0;30;0;0;0;0;0;0;0;0;0;0;33598;214649528.48;0.708;Estruturado;0
MORUNGABA;-22,8811;-46,7896;0;0;1;0;0;0;2;3;7;0;0;0;5183;2301;2921;2672;0;0;16236;0;332;65;0;0;9;749;333;403;0;0;0;2;0;0;0;57;0;0;0;0;0;0;0;0;0;0;780;0;2;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13936;88382999.22;0.689;Estruturado;0
MOTUCA;-21,5103;-48,1538;0;0;0;0;0;0;0;0;1;0;0;0;1290;100;2263;0;0;1073;3730;0;0;158;0;0;0;156;83;194;0;0;0;4;0;29;0;6;0;0;0;0;0;0;0;0;20;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4831;35964262.78;0.573;Em risco;0
MURUTINGA DO SUL;-20,9908;-51,2774;0;0;0;0;0;0;0;1;1;0;0;0;2047;0;1246;419;0;18;24;2;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12470;465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4525;35405253.54;0.657;Moderado;0
NANTES;-22,6156;-51,24;0;0;0;0;0;0;0;0;0;0;0;0;457;0;1659;401;0;10;0;0;0;0;0;0;0;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3215;36274256.41;0.26;Crítico;3
NARANDIBA;-22,4057;-51,5274;0;0;0;0;0;0;1;0;0;0;0;0;2184;190;1336;1864;0;9;2049;0;2367;0;0;0;0;413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4950;61003715.68;0.606;Moderado;0
NATIVIDADE DA SERRA;-23,3707;-45,4468;0;0;0;0;0;0;0;0;0;0;1;0;910;0;3390;2507;0;8;708;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6624;46245440.67;0.2;Crítico;3
NAZARE PAULISTA;-23,1747;-46,3983;0;0;1;0;0;0;0;3;1;0;1;0;2258;1690;8481;4790;0;884;6129;0;726;0;1;0;381;0;0;44;0;0;0;20;0;107;0;0;0;19;0;0;0;0;0;0;0;0;0;0;5;0;0;2;0;0;0;0;0;0;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18866;97298407.13;0.308;Crítico;3
NEVES PAULISTA;-20,843;-49,6358;0;0;1;0;0;0;0;0;6;0;1;0;6590;0;2949;0;0;41;4696;0;1183;53;0;0;9;365;430;46;0;0;0;1;0;36;0;39;0;0;0;0;0;0;0;0;10;13600;1309;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8917;53786444.85;0.687;Estruturado;0
NHANDEARA;-20,6945;-50,0436;0;0;0;2;0;0;0;4;28;0;2;0;5561;564;3067;393;0;38;631;0;0;1263;0;86;3;242;219;17;0;0;0;0;0;21;0;39;0;0;0;0;0;0;0;0;0;6430;149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11575;68063013.46;0.533;Em risco;0
NIPOA;-20,9114;-49,7833;0;0;0;0;0;0;0;0;3;0;0;0;1081;0;3030;637;0;1117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5381;31421856.78;0.255;Crítico;3
NOVA ALIANCA;-21,0156;-49,4986;0;0;0;0;0;0;1;0;1;0;0;0;4050;879;1588;0;0;53;4292;0;26;730;0;100;6;609;89;122;9;0;0;19;0;125;0;18;0;0;0;0;0;0;0;0;28;1290;757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7161;47980876.31;0.564;Em risco;0
NOVA CAMPINA;-24,1224;-48,9022;0;0;0;0;0;0;0;0;0;0;1;498;0;1020;1577;5205;0;45;5181;0;1126;368;0;20;0;0;0;1253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;186651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9962;56171751.32;0.549;Em risco;0
NOVA CANAA PAULISTA;-20,3836;-50,9483;0;0;0;0;0;0;0;0;0;0;0;0;524;0;1345;125;0;12;0;0;0;0;0;0;0;129;0;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1824;28838620.5;0.657;Moderado;0
NOVA CASTILHO;-20,7615;-50,3477;0;0;0;0;0;0;0;0;0;0;0;0;546;0;350;0;0;0;6;0;692;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1290;28908916.74;0.71;Estruturado;0
NOVA EUROPA;-21,7765;-48,5705;0;0;1;0;0;0;0;2;14;1;0;0;3224;0;2705;3227;0;14;4751;204;1586;0;0;125;265;379;56;218;0;0;0;17;0;79;0;0;0;0;0;0;0;0;0;0;20;8390;344;0;0;0;0;0;0;7;0;2;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11519;74543368.13;0.593;Moderado;0
NOVA GRANADA;-20,5321;-49,3123;0;0;1;0;0;0;0;9;12;1;1;0;7656;405;8139;2711;0;0;17111;0;0;3146;0;0;0;93;0;406;0;0;0;42;0;287;0;0;0;0;0;0;0;0;0;0;0;0;4389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21871;91011675.76;0.585;Em risco;0
NOVA GUATAPORANGA;-21,332;-51,6447;0;0;0;0;0;0;1;0;0;0;0;0;221;0;1313;539;0;4;2129;0;0;55;0;0;0;0;0;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2333;26656521.19;0.653;Moderado;0
NOVA INDEPENDENCIA;-21,1026;-51,4905;0;0;0;0;0;0;0;0;2;0;0;0;804;922;1355;799;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4135;51550159.55;0.285;Crítico;3
NOVAIS;-20,9893;-48,9141;0;0;0;0;0;0;1;0;0;0;0;0;1407;0;1482;1477;0;10;4899;0;0;18;0;0;0;210;148;115;0;0;0;2;0;4;0;14;0;0;0;0;0;0;0;0;7;0;1698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6057;35000463.18;0.56;Em risco;0
NOVA LUZITANIA;-20,856;-50,2617;0;0;0;0;0;0;0;0;1;0;0;0;737;0;1657;250;0;7;2575;0;0;9;0;0;0;0;144;218;0;0;0;4;0;0;0;29;0;0;0;0;0;0;0;0;0;0;1726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4217;32755567.28;0.583;Em risco;0
NOVA ODESSA;-22,7832;-47,2941;0;0;1;0;0;0;3;5;66;1;0;1776;41442;16118;1331;735;0;0;43213;0;0;194;6;0;240;830;777;2672;0;0;0;91;0;507;0;183;0;0;0;0;0;0;0;0;9;0;2034;0;3;0;0;12;28;2;9;19;1;0;527;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;61716;327265501.36;0.542;Em risco;0
NOVO HORIZONTE;-21,4651;-49,2234;0;0;0;2;0;0;2;24;80;0;1;291;18411;3121;9350;6519;0;779;45432;0;12054;1862;11;413;1522;624;1398;1412;1;242;0;83;36;492;15;262;0;34;0;0;0;0;0;0;22;18490;2863;0;1;0;0;1;1;31;30;29;0;0;386;22;1;1;0;72;0;0;0;0;0;0;0;0;0;0;41765;221346748.58;0.749;Estruturado;0
NUPORANGA;-20,7296;-47,7429;0;0;0;0;0;0;0;0;8;1;0;0;5866;310;958;0;0;93;7111;0;2214;0;0;0;0;1108;0;181;0;0;0;6;0;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7522;64365000.11;0.743;Estruturado;0
OCAUCU;-22,438;-49,922;0;0;0;0;0;0;0;0;0;0;0;0;1443;0;605;2221;0;122;0;0;0;0;0;0;0;188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4294;37256114.78;0.208;Crítico;3
OLEO;-22,9435;-49,3419;0;0;0;0;0;0;0;0;0;0;0;0;1188;0;141;953;0;64;122;0;578;0;6;35;0;177;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2447;28030905.32;0.363;Crítico;3
OLIMPIA;-20,7366;-48,9106;0;0;0;2;0;0;4;25;126;3;1;1493;30147;4337;5906;12321;0;771;41146;0;25647;3746;113;789;2784;1030;1477;4026;333;126;26;101;0;991;91;257;0;0;0;0;0;0;0;0;22;37550;161521;0;3;0;0;7;57;26;15;25;1;0;626;11;5;0;0;24;0;0;0;0;0;0;0;0;0;0;55477;393123405.89;0.807;Estruturado;0
ONDA VERDE;-20,6042;-49,2929;0;0;0;0;0;0;1;0;1;0;0;0;1067;783;2916;0;0;34;6772;0;0;1852;0;0;0;215;231;222;0;0;0;0;0;30;0;43;0;0;0;0;0;0;0;0;9;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4462;47924997.49;0.694;Estruturado;0
