cod_ibge;grupo_ipvs;n_pessoas;n_domicilios;n_setores
POTIM;Baixa Vulnerabilidade;1060;343;2
POTIM;Média Vulnerabilidade;5906;1893;9
POTIM;Alta Vulnerabilidade;8955;2972;15
POTIRENDABA;Muito Baixa Vulnerabilidade;8275;3111;20
POTIRENDABA;Baixa Vulnerabilidade;1996;745;5
POTIRENDABA;Média Vulnerabilidade;1897;721;5
POTIRENDABA;Alta Vulnerabilidade;5865;2083;11
PRACINHA;Média Vulnerabilidade;1419;539;3
PRADOPOLIS;Muito Baixa Vulnerabilidade;8365;2991;18
PRADOPOLIS;Baixa Vulnerabilidade;1442;450;3
PRADOPOLIS;Média Vulnerabilidade;4698;1588;7
PRADOPOLIS;Alta Vulnerabilidade;2451;799;5
PRAIA GRANDE;Baixíssima Vulnerabilidade;10604;4334;44
PRAIA GRANDE;Muito Baixa Vulnerabilidade;181158;71720;586
PRAIA GRANDE;Baixa Vulnerabilidade;40299;14662;85
PRAIA GRANDE;Média Vulnerabilidade;22889;7856;45
PRAIA GRANDE;Alta Vulnerabilidade;69678;23343;107
PRAIA GRANDE;Muito Alta Vulnerabilidade;21242;6962;49
PRATANIA;Muito Baixa Vulnerabilidade;350;122;1
PRATANIA;Baixa Vulnerabilidade;467;165;1
PRATANIA;Média Vulnerabilidade;1308;448;4
PRATANIA;Alta Vulnerabilidade;3001;1015;6
PRESIDENTE ALVES;Muito Baixa Vulnerabilidade;1091;417;3
PRESIDENTE ALVES;Baixa Vulnerabilidade;267;94;1
PRESIDENTE ALVES;Média Vulnerabilidade;2211;851;5
PRESIDENTE BERNARDES;Muito Baixa Vulnerabilidade;6353;2488;16
PRESIDENTE BERNARDES;Média Vulnerabilidade;3828;1470;11
PRESIDENTE BERNARDES;Alta Vulnerabilidade;1616;587;3
PRESIDENTE EPITACIO;Baixíssima Vulnerabilidade;438;150;1
PRESIDENTE EPITACIO;Muito Baixa Vulnerabilidade;12370;4823;23
PRESIDENTE EPITACIO;Baixa Vulnerabilidade;3662;1384;5
PRESIDENTE EPITACIO;Média Vulnerabilidade;13330;5102;26
PRESIDENTE EPITACIO;Alta Vulnerabilidade;8567;3190;16
PRESIDENTE PRUDENTE;Baixíssima Vulnerabilidade;12011;4511;25
PRESIDENTE PRUDENTE;Muito Baixa Vulnerabilidade;123970;47271;220
PRESIDENTE PRUDENTE;Baixa Vulnerabilidade;36249;14907;67
PRESIDENTE PRUDENTE;Média Vulnerabilidade;23594;8692;40
PRESIDENTE PRUDENTE;Alta Vulnerabilidade;27421;9681;40
PRESIDENTE VENCESLAU;Baixíssima Vulnerabilidade;1052;405;3
PRESIDENTE VENCESLAU;Muito Baixa Vulnerabilidade;16743;6746;34
PRESIDENTE VENCESLAU;Baixa Vulnerabilidade;740;313;2
PRESIDENTE VENCESLAU;Média Vulnerabilidade;10754;4289;21
PRESIDENTE VENCESLAU;Alta Vulnerabilidade;4935;1903;7
PROMISSAO;Muito Baixa Vulnerabilidade;16744;6357;36
PROMISSAO;Baixa Vulnerabilidade;3822;1374;8
PROMISSAO;Média Vulnerabilidade;6001;2174;13
PROMISSAO;Alta Vulnerabilidade;8249;2880;14
QUADRA;Muito Baixa Vulnerabilidade;531;199;2
QUADRA;Baixa Vulnerabilidade;843;304;1
QUADRA;Média Vulnerabilidade;368;133;2
QUADRA;Alta Vulnerabilidade;1499;515;5
QUATA;Muito Baixa Vulnerabilidade;5575;2089;12
QUATA;Média Vulnerabilidade;4134;1524;7
QUATA;Alta Vulnerabilidade;3030;1071;6
QUEIROZ;Muito Baixa Vulnerabilidade;293;96;2
QUEIROZ;Baixa Vulnerabilidade;201;69;1
QUEIROZ;Média Vulnerabilidade;1883;727;6
QUEIROZ;Alta Vulnerabilidade;755;282;2
QUELUZ;Muito Baixa Vulnerabilidade;2981;1118;10
QUELUZ;Baixa Vulnerabilidade;354;130;1
QUELUZ;Média Vulnerabilidade;916;321;3
QUELUZ;Alta Vulnerabilidade;4608;1593;9
QUINTANA;Muito Baixa Vulnerabilidade;1491;542;3
QUINTANA;Baixa Vulnerabilidade;111;39;1
QUINTANA;Média Vulnerabilidade;3281;1204;4
QUINTANA;Alta Vulnerabilidade;1853;632;3
RAFARD;Muito Baixa Vulnerabilidade;5872;2066;9
RAFARD;Média Vulnerabilidade;1698;584;3
RAFARD;Alta Vulnerabilidade;1257;413;3
RANCHARIA;Muito Baixa Vulnerabilidade;12224;4753;29
RANCHARIA;Baixa Vulnerabilidade;843;344;3
RANCHARIA;Média Vulnerabilidade;5512;1997;10
RANCHARIA;Alta Vulnerabilidade;9620;3531;17
REDENCAO DA SERRA;Muito Baixa Vulnerabilidade;419;152;1
REDENCAO DA SERRA;Média Vulnerabilidade;2754;1044;11
REDENCAO DA SERRA;Alta Vulnerabilidade;946;326;3
REGENTE FEIJO;Baixíssima Vulnerabilidade;116;39;1
REGENTE FEIJO;Muito Baixa Vulnerabilidade;9117;3459;19
REGENTE FEIJO;Baixa Vulnerabilidade;1158;432;2
REGENTE FEIJO;Média Vulnerabilidade;5344;1967;8
REGENTE FEIJO;Alta Vulnerabilidade;4154;1538;8
REGINOPOLIS;Muito Baixa Vulnerabilidade;2767;1064;6
REGINOPOLIS;Baixa Vulnerabilidade;251;100;1
REGINOPOLIS;Média Vulnerabilidade;740;316;2
REGINOPOLIS;Alta Vulnerabilidade;1752;611;3
REGISTRO;Baixíssima Vulnerabilidade;201;65;1
REGISTRO;Muito Baixa Vulnerabilidade;30438;11450;51
REGISTRO;Baixa Vulnerabilidade;1685;587;4
REGISTRO;Média Vulnerabilidade;14616;5113;31
REGISTRO;Alta Vulnerabilidade;11181;3894;19
RESTINGA;Muito Baixa Vulnerabilidade;614;214;2
RESTINGA;Média Vulnerabilidade;2287;733;5
RESTINGA;Alta Vulnerabilidade;3435;1215;8
RIBEIRA;Muito Baixa Vulnerabilidade;378;146;1
RIBEIRA;Média Vulnerabilidade;2300;858;9
RIBEIRA;Alta Vulnerabilidade;382;133;1
RIBEIRAO BONITO;Muito Baixa Vulnerabilidade;3183;1262;9
RIBEIRAO BONITO;Média Vulnerabilidade;2465;905;5
RIBEIRAO BONITO;Alta Vulnerabilidade;5149;1809;9
RIBEIRAO BRANCO;Muito Baixa Vulnerabilidade;2166;813;5
RIBEIRAO BRANCO;Média Vulnerabilidade;6778;2350;20
RIBEIRAO BRANCO;Alta Vulnerabilidade;9216;3240;24
RIBEIRAO CORRENTE;Média Vulnerabilidade;2268;783;5
RIBEIRAO CORRENTE;Alta Vulnerabilidade;2253;767;4
RIBEIRAO DO SUL;Muito Baixa Vulnerabilidade;1241;447;5
RIBEIRAO DO SUL;Baixa Vulnerabilidade;222;83;2
RIBEIRAO DO SUL;Média Vulnerabilidade;2398;921;9
RIBEIRAO DO SUL;Alta Vulnerabilidade;635;221;3
RIBEIRAO DOS INDIOS;Média Vulnerabilidade;1591;636;4
RIBEIRAO DOS INDIOS;Alta Vulnerabilidade;307;129;1
RIBEIRAO GRANDE;Muito Baixa Vulnerabilidade;1113;424;3
RIBEIRAO GRANDE;Média Vulnerabilidade;5837;2078;19
RIBEIRAO GRANDE;Alta Vulnerabilidade;252;89;1
RIBEIRAO PIRES;Baixíssima Vulnerabilidade;910;324;2
RIBEIRAO PIRES;Muito Baixa Vulnerabilidade;82827;30069;142
RIBEIRAO PIRES;Baixa Vulnerabilidade;9494;3367;16
RIBEIRAO PIRES;Média Vulnerabilidade;9512;3366;22
RIBEIRAO PIRES;Alta Vulnerabilidade;7218;2501;13
RIBEIRAO PIRES;Muito Alta Vulnerabilidade;4586;1629;6
RIBEIRAO PRETO;Baixíssima Vulnerabilidade;86955;33796;174
RIBEIRAO PRETO;Muito Baixa Vulnerabilidade;328918;124887;616
RIBEIRAO PRETO;Baixa Vulnerabilidade;165853;68870;317
RIBEIRAO PRETO;Média Vulnerabilidade;21899;7405;34
RIBEIRAO PRETO;Alta Vulnerabilidade;65127;22375;103
RIBEIRAO PRETO;Muito Alta Vulnerabilidade;22793;7572;68
RIVERSUL;Baixa Vulnerabilidade;342;131;1
RIVERSUL;Média Vulnerabilidade;1565;615;8
RIVERSUL;Alta Vulnerabilidade;3474;1282;7
RIFAINA;Muito Baixa Vulnerabilidade;1836;676;6
RIFAINA;Baixa Vulnerabilidade;354;152;1
RIFAINA;Média Vulnerabilidade;763;280;2
RIFAINA;Alta Vulnerabilidade;824;269;1
RINCAO;Muito Baixa Vulnerabilidade;2996;1120;7
RINCAO;Baixa Vulnerabilidade;594;203;1
RINCAO;Média Vulnerabilidade;4499;1657;10
RINCAO;Alta Vulnerabilidade;927;310;2
RINOPOLIS;Muito Baixa Vulnerabilidade;2091;843;8
RINOPOLIS;Baixa Vulnerabilidade;1036;381;4
RINOPOLIS;Média Vulnerabilidade;3291;1237;8
RINOPOLIS;Alta Vulnerabilidade;2180;804;4
RIO CLARO;Baixíssima Vulnerabilidade;9027;3443;16
RIO CLARO;Muito Baixa Vulnerabilidade;107470;41050;205
RIO CLARO;Baixa Vulnerabilidade;34173;12774;57
RIO CLARO;Média Vulnerabilidade;14498;4935;24
RIO CLARO;Alta Vulnerabilidade;32976;11127;47
RIO CLARO;Muito Alta Vulnerabilidade;419;137;3
RIO DAS PEDRAS;Baixíssima Vulnerabilidade;911;309;2
RIO DAS PEDRAS;Muito Baixa Vulnerabilidade;20149;7058;38
RIO DAS PEDRAS;Baixa Vulnerabilidade;1583;520;3
RIO DAS PEDRAS;Média Vulnerabilidade;2906;968;8
RIO DAS PEDRAS;Alta Vulnerabilidade;5524;1735;7
RIO GRANDE DA SERRA;Muito Baixa Vulnerabilidade;16366;5864;33
RIO GRANDE DA SERRA;Baixa Vulnerabilidade;1067;390;3
RIO GRANDE DA SERRA;Média Vulnerabilidade;10688;3864;25
RIO GRANDE DA SERRA;Alta Vulnerabilidade;10417;3667;19
RIO GRANDE DA SERRA;Muito Alta Vulnerabilidade;5166;1842;12
RIOLANDIA;Muito Baixa Vulnerabilidade;1081;457;2
RIOLANDIA;Baixa Vulnerabilidade;373;127;2
RIOLANDIA;Média Vulnerabilidade;2573;1011;6
RIOLANDIA;Alta Vulnerabilidade;3724;1359;6
ROSANA;Muito Baixa Vulnerabilidade;6819;2675;16
ROSANA;Baixa Vulnerabilidade;564;210;1
ROSANA;Média Vulnerabilidade;8647;3184;22
ROSANA;Alta Vulnerabilidade;934;356;2
ROSEIRA;Muito Baixa Vulnerabilidade;5494;1890;14
ROSEIRA;Baixa Vulnerabilidade;2185;719;3
ROSEIRA;Média Vulnerabilidade;1020;340;3
ROSEIRA;Alta Vulnerabilidade;2100;681;3
RUBIACEA;Média Vulnerabilidade;2015;764;5
RUBIACEA;Alta Vulnerabilidade;374;125;1
RUBINEIA;Muito Baixa Vulnerabilidade;2514;977;10
RUBINEIA;Baixa Vulnerabilidade;661;254;2
RUBINEIA;Média Vulnerabilidade;236;108;1
SABINO;Muito Baixa Vulnerabilidade;1034;425;5
SABINO;Média Vulnerabilidade;3595;1420;10
SABINO;Alta Vulnerabilidade;276;94;1
SAGRES;Média Vulnerabilidade;2381;883;6
SALES;Muito Baixa Vulnerabilidade;1840;727;6
SALES;Baixa Vulnerabilidade;812;293;2
SALES;Média Vulnerabilidade;1790;668;6
SALES;Alta Vulnerabilidade;1774;694;3
SALES OLIVEIRA;Muito Baixa Vulnerabilidade;7182;2604;17
SALES OLIVEIRA;Baixa Vulnerabilidade;1782;645;5
SALES OLIVEIRA;Média Vulnerabilidade;146;48;1
SALES OLIVEIRA;Alta Vulnerabilidade;2091;736;4
SALESOPOLIS;Muito Baixa Vulnerabilidade;4977;1737;13
SALESOPOLIS;Baixa Vulnerabilidade;509;202;1
SALESOPOLIS;Média Vulnerabilidade;6065;2210;22
SALESOPOLIS;Alta Vulnerabilidade;3110;1108;8
SALMOURAO;Muito Baixa Vulnerabilidade;597;225;3
SALMOURAO;Média Vulnerabilidade;2182;848;4
SALMOURAO;Alta Vulnerabilidade;1830;662;3
SALTINHO;Muito Baixa Vulnerabilidade;7414;2650;13
SALTINHO;Média Vulnerabilidade;599;211;2
SALTO;Baixíssima Vulnerabilidade;4251;1485;8
SALTO;Muito Baixa Vulnerabilidade;91889;32237;138
SALTO;Baixa Vulnerabilidade;20750;7386;28
SALTO;Média Vulnerabilidade;9234;3094;13
SALTO;Alta Vulnerabilidade;7240;2340;11
SALTO;Muito Alta Vulnerabilidade;335;113;1
SALTO DE PIRAPORA;Baixíssima Vulnerabilidade;824;279;2
SALTO DE PIRAPORA;Muito Baixa Vulnerabilidade;18954;6726;41
SALTO DE PIRAPORA;Baixa Vulnerabilidade;6652;2338;10
SALTO DE PIRAPORA;Média Vulnerabilidade;10021;3450;18
SALTO DE PIRAPORA;Alta Vulnerabilidade;6155;2119;9
SALTO GRANDE;Muito Baixa Vulnerabilidade;1702;688;7
SALTO GRANDE;Média Vulnerabilidade;2537;962;7
SALTO GRANDE;Alta Vulnerabilidade;4493;1603;13
SANDOVALINA;Média Vulnerabilidade;1893;661;3
SANDOVALINA;Alta Vulnerabilidade;1539;526;2
SANTA ADELIA;Muito Baixa Vulnerabilidade;8140;3082;18
SANTA ADELIA;Baixa Vulnerabilidade;201;77;1
SANTA ADELIA;Média Vulnerabilidade;2665;937;7
SANTA ADELIA;Alta Vulnerabilidade;2781;1092;5
SANTA ALBERTINA;Muito Baixa Vulnerabilidade;2736;1119;9
SANTA ALBERTINA;Média Vulnerabilidade;2615;1060;6
SANTA ALBERTINA;Alta Vulnerabilidade;864;335;3
SANTA BARBARA D'OESTE;Baixíssima Vulnerabilidade;4927;1710;11
SANTA BARBARA D'OESTE;Muito Baixa Vulnerabilidade;129130;46806;270
SANTA BARBARA D'OESTE;Baixa Vulnerabilidade;22481;8326;46
SANTA BARBARA D'OESTE;Média Vulnerabilidade;13011;4513;27
SANTA BARBARA D'OESTE;Alta Vulnerabilidade;13052;4555;27
SANTA BRANCA;Muito Baixa Vulnerabilidade;5685;2151;16
SANTA BRANCA;Baixa Vulnerabilidade;1157;413;2
SANTA BRANCA;Média Vulnerabilidade;4218;1620;17
SANTA BRANCA;Alta Vulnerabilidade;2558;858;5
SANTA CLARA D'OESTE;Muito Baixa Vulnerabilidade;839;306;4
SANTA CLARA D'OESTE;Baixa Vulnerabilidade;205;72;1
SANTA CLARA D'OESTE;Média Vulnerabilidade;1018;371;4
SANTA CLARA D'OESTE;Alta Vulnerabilidade;505;187;2
SANTA CRUZ DA CONCEICAO;Muito Baixa Vulnerabilidade;3580;1383;10
SANTA CRUZ DA CONCEICAO;Média Vulnerabilidade;378;136;2
SANTA CRUZ DA CONCEICAO;Alta Vulnerabilidade;250;89;1
SANTA CRUZ DA ESPERANCA;Muito Baixa Vulnerabilidade;2018;732;4
SANTA CRUZ DAS PALMEIRAS;Muito Baixa Vulnerabilidade;11875;4588;25
SANTA CRUZ DAS PALMEIRAS;Baixa Vulnerabilidade;1543;518;2
SANTA CRUZ DAS PALMEIRAS;Média Vulnerabilidade;7065;2452;12
SANTA CRUZ DAS PALMEIRAS;Alta Vulnerabilidade;7926;2721;12
SANTA CRUZ DO RIO PARDO;Baixíssima Vulnerabilidade;137;62;1
SANTA CRUZ DO RIO PARDO;Muito Baixa Vulnerabilidade;24854;9269;66
SANTA CRUZ DO RIO PARDO;Baixa Vulnerabilidade;7110;2490;15
SANTA CRUZ DO RIO PARDO;Média Vulnerabilidade;6070;2189;15
SANTA CRUZ DO RIO PARDO;Alta Vulnerabilidade;6446;2174;14
SANTA CRUZ DO RIO PARDO;Muito Alta Vulnerabilidade;995;293;2
SANTA ERNESTINA;Muito Baixa Vulnerabilidade;4226;1519;8
SANTA ERNESTINA;Média Vulnerabilidade;992;358;2
SANTA ERNESTINA;Alta Vulnerabilidade;779;284;2
SANTA FE DO SUL;Muito Baixa Vulnerabilidade;16845;6519;37
SANTA FE DO SUL;Baixa Vulnerabilidade;5149;1947;10
SANTA FE DO SUL;Média Vulnerabilidade;4609;1815;9
SANTA FE DO SUL;Alta Vulnerabilidade;7563;2926;18
SANTA GERTRUDES;Baixíssima Vulnerabilidade;768;239;1
SANTA GERTRUDES;Muito Baixa Vulnerabilidade;5334;1875;13
SANTA GERTRUDES;Baixa Vulnerabilidade;12468;4243;20
SANTA GERTRUDES;Média Vulnerabilidade;519;187;2
SANTA GERTRUDES;Alta Vulnerabilidade;4080;1506;8
SANTA ISABEL;Baixíssima Vulnerabilidade;698;257;2
SANTA ISABEL;Muito Baixa Vulnerabilidade;13833;4939;31
SANTA ISABEL;Baixa Vulnerabilidade;4644;1606;8
SANTA ISABEL;Média Vulnerabilidade;18286;6560;54
SANTA ISABEL;Alta Vulnerabilidade;14579;5012;24
SANTA LUCIA;Muito Baixa Vulnerabilidade;1463;515;3
SANTA LUCIA;Média Vulnerabilidade;3164;1110;5
SANTA LUCIA;Alta Vulnerabilidade;2449;814;3
SANTA MARIA DA SERRA;Muito Baixa Vulnerabilidade;2276;804;4
SANTA MARIA DA SERRA;Média Vulnerabilidade;833;320;2
SANTA MARIA DA SERRA;Alta Vulnerabilidade;2009;687;2
SANTA MERCEDES;Muito Baixa Vulnerabilidade;254;97;2
SANTA MERCEDES;Média Vulnerabilidade;1918;757;4
SANTA MERCEDES;Alta Vulnerabilidade;754;275;1
SANTANA DA PONTE PENSA;Muito Baixa Vulnerabilidade;574;236;2
SANTANA DA PONTE PENSA;Média Vulnerabilidade;1026;406;4
SANTANA DE PARNAIBA;Baixíssima Vulnerabilidade;45670;15356;62
SANTANA DE PARNAIBA;Muito Baixa Vulnerabilidade;16221;5613;23
SANTANA DE PARNAIBA;Baixa Vulnerabilidade;31093;10640;31
SANTANA DE PARNAIBA;Média Vulnerabilidade;5038;1703;9
SANTANA DE PARNAIBA;Alta Vulnerabilidade;51488;17457;48
SANTANA DE PARNAIBA;Muito Alta Vulnerabilidade;3790;1265;10
SANTA RITA D'OESTE;Muito Baixa Vulnerabilidade;542;203;4
SANTA RITA D'OESTE;Média Vulnerabilidade;2109;854;7
SANTA RITA DO PASSA QUATRO;Muito Baixa Vulnerabilidade;17489;6911;40
SANTA RITA DO PASSA QUATRO;Baixa Vulnerabilidade;877;324;2
SANTA RITA DO PASSA QUATRO;Média Vulnerabilidade;4913;1728;9
SANTA RITA DO PASSA QUATRO;Alta Vulnerabilidade;1090;390;2
SANTA ROSA DE VITERBO;Muito Baixa Vulnerabilidade;17284;6453;33
SANTA ROSA DE VITERBO;Média Vulnerabilidade;5933;2087;10
SANTA SALETE;Muito Baixa Vulnerabilidade;958;372;3
SANTA SALETE;Média Vulnerabilidade;583;241;2
SANTO ANASTACIO;Muito Baixa Vulnerabilidade;9136;3591;21
SANTO ANASTACIO;Baixa Vulnerabilidade;1184;463;2
SANTO ANASTACIO;Média Vulnerabilidade;4082;1561;9
SANTO ANASTACIO;Alta Vulnerabilidade;2974;1079;6
SANTO ANDRE;Baixíssima Vulnerabilidade;81845;32495;179
SANTO ANDRE;Muito Baixa Vulnerabilidade;465041;177754;975
SANTO ANDRE;Baixa Vulnerabilidade;52988;19908;112
SANTO ANDRE;Média Vulnerabilidade;14239;5028;31
SANTO ANDRE;Alta Vulnerabilidade;27929;9643;57
SANTO ANDRE;Muito Alta Vulnerabilidade;98153;33597;195
SANTO ANTONIO DA ALEGRIA;Muito Baixa Vulnerabilidade;2530;966;8
SANTO ANTONIO DA ALEGRIA;Baixa Vulnerabilidade;729;257;1
SANTO ANTONIO DA ALEGRIA;Média Vulnerabilidade;1993;742;3
SANTO ANTONIO DA ALEGRIA;Alta Vulnerabilidade;1504;601;2
SANTO ANTONIO DE POSSE;Muito Baixa Vulnerabilidade;7409;2653;18
SANTO ANTONIO DE POSSE;Baixa Vulnerabilidade;4341;1465;9
SANTO ANTONIO DE POSSE;Média Vulnerabilidade;978;355;2
SANTO ANTONIO DE POSSE;Alta Vulnerabilidade;10057;3400;15
SANTO ANTONIO DO ARACANGUA;Muito Baixa Vulnerabilidade;2507;936;11
SANTO ANTONIO DO ARACANGUA;Baixa Vulnerabilidade;199;63;1
SANTO ANTONIO DO ARACANGUA;Média Vulnerabilidade;3394;1318;11
SANTO ANTONIO DO ARACANGUA;Alta Vulnerabilidade;1493;534;5
SANTO ANTONIO DO JARDIM;Muito Baixa Vulnerabilidade;1458;536;3
SANTO ANTONIO DO JARDIM;Baixa Vulnerabilidade;599;210;1
SANTO ANTONIO DO JARDIM;Média Vulnerabilidade;3929;1343;9
SANTO ANTONIO DO PINHAL;Muito Baixa Vulnerabilidade;2729;1005;9
SANTO ANTONIO DO PINHAL;Baixa Vulnerabilidade;640;234;2
SANTO ANTONIO DO PINHAL;Média Vulnerabilidade;2400;873;7
SANTO ANTONIO DO PINHAL;Alta Vulnerabilidade;956;340;3
SANTO EXPEDITO;Muito Baixa Vulnerabilidade;122;46;1
SANTO EXPEDITO;Baixa Vulnerabilidade;115;42;1
SANTO EXPEDITO;Média Vulnerabilidade;1918;778;5
SANTO EXPEDITO;Alta Vulnerabilidade;760;292;4
SANTOPOLIS DO AGUAPEI;Muito Baixa Vulnerabilidade;417;156;1
SANTOPOLIS DO AGUAPEI;Média Vulnerabilidade;2132;790;4
SANTOPOLIS DO AGUAPEI;Alta Vulnerabilidade;1214;473;2
SANTOS;Baixíssima Vulnerabilidade;95718;40144;238
SANTOS;Muito Baixa Vulnerabilidade;232084;93338;528
SANTOS;Baixa Vulnerabilidade;24045;10210;55
SANTOS;Média Vulnerabilidade;7450;2861;20
SANTOS;Alta Vulnerabilidade;10446;3747;25
SANTOS;Muito Alta Vulnerabilidade;45789;16713;106
SAO BENTO DO SAPUCAI;Muito Baixa Vulnerabilidade;6451;2427;21
SAO BENTO DO SAPUCAI;Baixa Vulnerabilidade;1390;507;4
SAO BENTO DO SAPUCAI;Média Vulnerabilidade;2124;775;8
SAO BENTO DO SAPUCAI;Alta Vulnerabilidade;817;284;2
SAO BERNARDO DO CAMPO;Baixíssima Vulnerabilidade;75769;28107;178
SAO BERNARDO DO CAMPO;Muito Baixa Vulnerabilidade;414463;157611;859
SAO BERNARDO DO CAMPO;Baixa Vulnerabilidade;73822;28554;151
SAO BERNARDO DO CAMPO;Média Vulnerabilidade;54453;19492;114
SAO BERNARDO DO CAMPO;Alta Vulnerabilidade;31075;11005;65
SAO BERNARDO DO CAMPO;Muito Alta Vulnerabilidade;157549;55038;297
SAO CAETANO DO SUL;Baixíssima Vulnerabilidade;52426;19663;140
SAO CAETANO DO SUL;Muito Baixa Vulnerabilidade;107655;40444;265
SAO CAETANO DO SUL;Baixa Vulnerabilidade;4059;1576;11
SAO CAETANO DO SUL;Média Vulnerabilidade;678;257;2
SAO CARLOS;Baixíssima Vulnerabilidade;18349;7001;32
SAO CARLOS;Muito Baixa Vulnerabilidade;126728;48206;228
SAO CARLOS;Baixa Vulnerabilidade;45789;19722;91
SAO CARLOS;Média Vulnerabilidade;22503;7783;38
SAO CARLOS;Alta Vulnerabilidade;39049;13479;52
SAO CARLOS;Muito Alta Vulnerabilidade;362;111;3
SAO FRANCISCO;Muito Baixa Vulnerabilidade;1086;432;3
SAO FRANCISCO;Média Vulnerabilidade;1381;568;3
SAO FRANCISCO;Alta Vulnerabilidade;135;44;1
SAO JOAO DA BOA VISTA;Baixíssima Vulnerabilidade;2410;859;5
SAO JOAO DA BOA VISTA;Muito Baixa Vulnerabilidade;53499;20586;103
SAO JOAO DA BOA VISTA;Baixa Vulnerabilidade;14166;5332;26
SAO JOAO DA BOA VISTA;Média Vulnerabilidade;16254;5625;27
SAO JOAO DA BOA VISTA;Alta Vulnerabilidade;5192;1980;9
SAO JOAO DAS DUAS PONTES;Muito Baixa Vulnerabilidade;131;48;1
SAO JOAO DAS DUAS PONTES;Média Vulnerabilidade;2444;932;7
SAO JOAO DE IRACEMA;Muito Baixa Vulnerabilidade;296;106;2
SAO JOAO DE IRACEMA;Média Vulnerabilidade;1182;446;2
SAO JOAO DE IRACEMA;Alta Vulnerabilidade;345;126;1
SAO JOAO DO PAU D'ALHO;Muito Baixa Vulnerabilidade;423;169;3
SAO JOAO DO PAU D'ALHO;Média Vulnerabilidade;1469;626;4
SAO JOAO DO PAU D'ALHO;Alta Vulnerabilidade;135;49;1
SAO JOAQUIM DA BARRA;Muito Baixa Vulnerabilidade;31142;11388;58
SAO JOAQUIM DA BARRA;Baixa Vulnerabilidade;4834;1728;9
SAO JOAQUIM DA BARRA;Média Vulnerabilidade;5204;1786;10
SAO JOAQUIM DA BARRA;Alta Vulnerabilidade;6806;2340;9
SAO JOSE DA BELA VISTA;Muito Baixa Vulnerabilidade;365;138;3
SAO JOSE DA BELA VISTA;Baixa Vulnerabilidade;302;111;1
SAO JOSE DA BELA VISTA;Média Vulnerabilidade;1118;396;3
SAO JOSE DA BELA VISTA;Alta Vulnerabilidade;5812;2022;10
SAO JOSE DO BARREIRO;Muito Baixa Vulnerabilidade;418;164;1
SAO JOSE DO BARREIRO;Média Vulnerabilidade;2452;912;8
SAO JOSE DO BARREIRO;Alta Vulnerabilidade;899;339;2
SAO JOSE DO RIO PARDO;Baixíssima Vulnerabilidade;188;62;1
SAO JOSE DO RIO PARDO;Muito Baixa Vulnerabilidade;29577;11088;59
SAO JOSE DO RIO PARDO;Baixa Vulnerabilidade;2344;910;5
SAO JOSE DO RIO PARDO;Média Vulnerabilidade;14216;4877;27
SAO JOSE DO RIO PARDO;Alta Vulnerabilidade;5024;1601;7
SAO JOSE DO RIO PRETO;Baixíssima Vulnerabilidade;51395;19934;115
SAO JOSE DO RIO PRETO;Muito Baixa Vulnerabilidade;224317;86665;498
SAO JOSE DO RIO PRETO;Baixa Vulnerabilidade;107949;44768;248
SAO JOSE DO RIO PRETO;Média Vulnerabilidade;35420;12978;72
SAO JOSE DO RIO PRETO;Alta Vulnerabilidade;56406;20619;101
SAO JOSE DOS CAMPOS;Baixíssima Vulnerabilidade;85458;33034;231
SAO JOSE DOS CAMPOS;Muito Baixa Vulnerabilidade;353016;126417;719
SAO JOSE DOS CAMPOS;Baixa Vulnerabilidade;94587;35457;210
SAO JOSE DOS CAMPOS;Média Vulnerabilidade;67278;22333;133
SAO JOSE DOS CAMPOS;Alta Vulnerabilidade;84123;27057;143
SAO JOSE DOS CAMPOS;Muito Alta Vulnerabilidade;6441;2157;19
SAO LOURENCO DA SERRA;Muito Baixa Vulnerabilidade;4360;1543;12
SAO LOURENCO DA SERRA;Baixa Vulnerabilidade;1860;683;5
SAO LOURENCO DA SERRA;Média Vulnerabilidade;4270;1575;15
SAO LOURENCO DA SERRA;Alta Vulnerabilidade;4944;1819;13
SAO LUIZ DO PARAITINGA;Muito Baixa Vulnerabilidade;2963;1238;9
SAO LUIZ DO PARAITINGA;Média Vulnerabilidade;6781;2713;19
SAO LUIZ DO PARAITINGA;Alta Vulnerabilidade;511;196;1
SAO MANUEL;Muito Baixa Vulnerabilidade;18259;6835;45
SAO MANUEL;Baixa Vulnerabilidade;1508;528;3
SAO MANUEL;Média Vulnerabilidade;9272;3442;22
SAO MANUEL;Alta Vulnerabilidade;7393;2408;12
SAO MIGUEL ARCANJO;Muito Baixa Vulnerabilidade;9605;3486;21
SAO MIGUEL ARCANJO;Baixa Vulnerabilidade;836;302;2
SAO MIGUEL ARCANJO;Média Vulnerabilidade;11374;3897;24
SAO MIGUEL ARCANJO;Alta Vulnerabilidade;9738;3427;18
SAO PAULO;Baixíssima Vulnerabilidade;1874333;808101;5816
SAO PAULO;Muito Baixa Vulnerabilidade;4651411;1752049;9949
SAO PAULO;Baixa Vulnerabilidade;1308816;510069;2859
SAO PAULO;Média Vulnerabilidade;717837;254498;1464
SAO PAULO;Alta Vulnerabilidade;1085667;381445;2114
SAO PAULO;Muito Alta Vulnerabilidade;1703098;582319;3673
