cod_ibge;grupo_ipvs;n_pessoas;n_domicilios;n_setores
3515707;Baixíssima Vulnerabilidade;0;0;0
3515707;Muito Baixa Vulnerabilidade;48891;17160;99
3515707;Baixa Vulnerabilidade;18097;6298;42
3515707;Média Vulnerabilidade;42686;14846;84
3515707;Alta Vulnerabilidade;37628;12889;74
3515707;Muito Alta Vulnerabilidade;29794;9729;80
3515806;Baixíssima Vulnerabilidade;0;0;0
3515806;Muito Baixa Vulnerabilidade;139;52;1
3515806;Baixa Vulnerabilidade;0;0;0
3515806;Média Vulnerabilidade;1216;511;4
3515806;Alta Vulnerabilidade;0;0;0
3515806;Muito Alta Vulnerabilidade;0;0;0
3515905;Baixíssima Vulnerabilidade;0;0;0
3515905;Muito Baixa Vulnerabilidade;1510;610;4
3515905;Baixa Vulnerabilidade;0;0;0
3515905;Média Vulnerabilidade;1208;510;3
3515905;Alta Vulnerabilidade;0;0;0
3515905;Muito Alta Vulnerabilidade;0;0;0
3516002;Baixíssima Vulnerabilidade;0;0;0
3516002;Muito Baixa Vulnerabilidade;4252;1622;10
3516002;Baixa Vulnerabilidade;0;0;0
3516002;Média Vulnerabilidade;4732;1752;10
3516002;Alta Vulnerabilidade;1927;704;3
3516002;Muito Alta Vulnerabilidade;0;0;0
3516101;Baixíssima Vulnerabilidade;0;0;0
3516101;Muito Baixa Vulnerabilidade;494;188;2
3516101;Baixa Vulnerabilidade;0;0;0
3516101;Média Vulnerabilidade;1534;583;3
3516101;Alta Vulnerabilidade;492;185;2
3516101;Muito Alta Vulnerabilidade;0;0;0
3516200;Baixíssima Vulnerabilidade;11015;4239;23
3516200;Muito Baixa Vulnerabilidade;185614;67506;366
3516200;Baixa Vulnerabilidade;74339;27932;147
3516200;Média Vulnerabilidade;38205;13702;75
3516200;Alta Vulnerabilidade;40100;13977;68
3516200;Muito Alta Vulnerabilidade;0;0;0
3516309;Baixíssima Vulnerabilidade;520;173;1
3516309;Muito Baixa Vulnerabilidade;12511;4378;33
3516309;Baixa Vulnerabilidade;11680;4172;27
3516309;Média Vulnerabilidade;24604;8436;55
3516309;Alta Vulnerabilidade;92055;32507;191
3516309;Muito Alta Vulnerabilidade;22498;7637;64
3516408;Baixíssima Vulnerabilidade;1035;331;1
3516408;Muito Baixa Vulnerabilidade;33747;12291;80
3516408;Baixa Vulnerabilidade;27822;9889;56
3516408;Média Vulnerabilidade;13726;4971;33
3516408;Alta Vulnerabilidade;47694;16469;96
3516408;Muito Alta Vulnerabilidade;14236;4719;42
3516507;Baixíssima Vulnerabilidade;0;0;0
3516507;Muito Baixa Vulnerabilidade;622;256;2
3516507;Baixa Vulnerabilidade;0;0;0
3516507;Média Vulnerabilidade;1362;520;3
3516507;Alta Vulnerabilidade;617;233;1
3516507;Muito Alta Vulnerabilidade;0;0;0
3516606;Baixíssima Vulnerabilidade;0;0;0
3516606;Muito Baixa Vulnerabilidade;1713;685;5
3516606;Baixa Vulnerabilidade;0;0;0
3516606;Média Vulnerabilidade;2957;1132;8
3516606;Alta Vulnerabilidade;1391;518;3
3516606;Muito Alta Vulnerabilidade;0;0;0
3516705;Baixíssima Vulnerabilidade;318;119;1
3516705;Muito Baixa Vulnerabilidade;19251;7232;41
3516705;Baixa Vulnerabilidade;4889;1848;13
3516705;Média Vulnerabilidade;9927;3643;25
3516705;Alta Vulnerabilidade;6814;2418;17
3516705;Muito Alta Vulnerabilidade;0;0;0
3516804;Baixíssima Vulnerabilidade;0;0;0
3516804;Muito Baixa Vulnerabilidade;0;0;0
3516804;Baixa Vulnerabilidade;0;0;0
3516804;Média Vulnerabilidade;2574;1026;8
3516804;Alta Vulnerabilidade;517;167;2
3516804;Muito Alta Vulnerabilidade;0;0;0
3516853;Baixíssima Vulnerabilidade;0;0;0
3516853;Muito Baixa Vulnerabilidade;801;287;1
3516853;Baixa Vulnerabilidade;0;0;0
3516853;Média Vulnerabilidade;1333;500;5
3516853;Alta Vulnerabilidade;2529;840;4
3516853;Muito Alta Vulnerabilidade;0;0;0
3516903;Baixíssima Vulnerabilidade;0;0;0
3516903;Muito Baixa Vulnerabilidade;5875;2295;14
3516903;Baixa Vulnerabilidade;105;39;1
3516903;Média Vulnerabilidade;4048;1584;11
3516903;Alta Vulnerabilidade;165;71;1
3516903;Muito Alta Vulnerabilidade;0;0;0
3517000;Baixíssima Vulnerabilidade;0;0;0
3517000;Muito Baixa Vulnerabilidade;2328;899;7
3517000;Baixa Vulnerabilidade;170;62;1
3517000;Média Vulnerabilidade;3506;1340;9
3517000;Alta Vulnerabilidade;2673;995;7
3517000;Muito Alta Vulnerabilidade;0;0;0
3517109;Baixíssima Vulnerabilidade;0;0;0
3517109;Muito Baixa Vulnerabilidade;1600;610;5
3517109;Baixa Vulnerabilidade;0;0;0
3517109;Média Vulnerabilidade;1461;561;4
3517109;Alta Vulnerabilidade;928;319;2
3517109;Muito Alta Vulnerabilidade;0;0;0
3517208;Baixíssima Vulnerabilidade;0;0;0
3517208;Muito Baixa Vulnerabilidade;2170;785;5
3517208;Baixa Vulnerabilidade;778;272;2
3517208;Média Vulnerabilidade;3122;1107;9
3517208;Alta Vulnerabilidade;4873;1712;10
3517208;Muito Alta Vulnerabilidade;0;0;0
3517307;Baixíssima Vulnerabilidade;0;0;0
3517307;Muito Baixa Vulnerabilidade;244;89;1
3517307;Baixa Vulnerabilidade;0;0;0
3517307;Média Vulnerabilidade;2326;900;6
3517307;Alta Vulnerabilidade;2877;1050;7
3517307;Muito Alta Vulnerabilidade;0;0;0
3517406;Baixíssima Vulnerabilidade;0;0;0
3517406;Muito Baixa Vulnerabilidade;20948;7940;36
3517406;Baixa Vulnerabilidade;5945;2110;9
3517406;Média Vulnerabilidade;4336;1681;10
3517406;Alta Vulnerabilidade;7555;2831;13
3517406;Muito Alta Vulnerabilidade;0;0;0
3517505;Baixíssima Vulnerabilidade;396;151;1
3517505;Muito Baixa Vulnerabilidade;6917;2475;17
3517505;Baixa Vulnerabilidade;2950;989;5
3517505;Média Vulnerabilidade;4644;1705;10
3517505;Alta Vulnerabilidade;6479;2314;11
3517505;Muito Alta Vulnerabilidade;0;0;0
3517604;Baixíssima Vulnerabilidade;0;0;0
3517604;Muito Baixa Vulnerabilidade;985;356;3
3517604;Baixa Vulnerabilidade;501;192;2
3517604;Média Vulnerabilidade;9493;3436;32
3517604;Alta Vulnerabilidade;5912;2116;17
3517604;Muito Alta Vulnerabilidade;0;0;0
3517703;Baixíssima Vulnerabilidade;0;0;0
3517703;Muito Baixa Vulnerabilidade;5679;2126;11
3517703;Baixa Vulnerabilidade;622;242;2
3517703;Média Vulnerabilidade;6076;2153;12
3517703;Alta Vulnerabilidade;5902;2052;10
3517703;Muito Alta Vulnerabilidade;0;0;0
3517802;Baixíssima Vulnerabilidade;0;0;0
3517802;Muito Baixa Vulnerabilidade;3691;1490;10
3517802;Baixa Vulnerabilidade;0;0;0
3517802;Média Vulnerabilidade;2597;1037;7
3517802;Alta Vulnerabilidade;806;292;2
3517802;Muito Alta Vulnerabilidade;0;0;0
3517901;Baixíssima Vulnerabilidade;0;0;0
3517901;Muito Baixa Vulnerabilidade;3633;1440;10
3517901;Baixa Vulnerabilidade;134;47;1
3517901;Média Vulnerabilidade;2294;851;6
3517901;Alta Vulnerabilidade;3892;1432;6
3517901;Muito Alta Vulnerabilidade;0;0;0
3518008;Baixíssima Vulnerabilidade;0;0;0
3518008;Muito Baixa Vulnerabilidade;471;186;2
3518008;Baixa Vulnerabilidade;0;0;0
3518008;Média Vulnerabilidade;1241;514;4
3518008;Alta Vulnerabilidade;0;0;0
3518008;Muito Alta Vulnerabilidade;0;0;0
3518107;Baixíssima Vulnerabilidade;0;0;0
3518107;Muito Baixa Vulnerabilidade;1203;423;3
3518107;Baixa Vulnerabilidade;0;0;0
3518107;Média Vulnerabilidade;1897;709;4
3518107;Alta Vulnerabilidade;2904;1027;7
3518107;Muito Alta Vulnerabilidade;0;0;0
3518206;Baixíssima Vulnerabilidade;0;0;0
3518206;Muito Baixa Vulnerabilidade;14004;5386;33
3518206;Baixa Vulnerabilidade;435;181;1
3518206;Média Vulnerabilidade;10743;4038;23
3518206;Alta Vulnerabilidade;5081;1798;10
3518206;Muito Alta Vulnerabilidade;0;0;0
3518305;Baixíssima Vulnerabilidade;972;362;2
3518305;Muito Baixa Vulnerabilidade;12901;4786;33
3518305;Baixa Vulnerabilidade;838;304;1
3518305;Média Vulnerabilidade;11639;4007;26
3518305;Alta Vulnerabilidade;4182;1393;6
3518305;Muito Alta Vulnerabilidade;0;0;0
3518404;Baixíssima Vulnerabilidade;5072;1943;12
3518404;Muito Baixa Vulnerabilidade;75600;27479;147
3518404;Baixa Vulnerabilidade;7096;2571;15
3518404;Média Vulnerabilidade;11346;3901;22
3518404;Alta Vulnerabilidade;15248;5115;27
3518404;Muito Alta Vulnerabilidade;732;222;3
3518503;Baixíssima Vulnerabilidade;0;0;0
3518503;Muito Baixa Vulnerabilidade;3273;1223;11
3518503;Baixa Vulnerabilidade;665;279;1
3518503;Média Vulnerabilidade;2891;1055;8
3518503;Alta Vulnerabilidade;5353;1930;12
3518503;Muito Alta Vulnerabilidade;0;0;0
3518602;Baixíssima Vulnerabilidade;0;0;0
3518602;Muito Baixa Vulnerabilidade;15114;5445;31
3518602;Baixa Vulnerabilidade;2360;779;5
3518602;Média Vulnerabilidade;5983;2181;14
3518602;Alta Vulnerabilidade;13246;4492;24
3518602;Muito Alta Vulnerabilidade;0;0;0
3518701;Baixíssima Vulnerabilidade;6654;2768;40
3518701;Muito Baixa Vulnerabilidade;106676;38521;265
3518701;Baixa Vulnerabilidade;29605;10428;63
3518701;Média Vulnerabilidade;18643;6295;30
3518701;Alta Vulnerabilidade;15382;5205;28
3518701;Muito Alta Vulnerabilidade;105123;34241;193
3518800;Baixíssima Vulnerabilidade;60089;21992;161
3518800;Muito Baixa Vulnerabilidade;471657;171394;892
3518800;Baixa Vulnerabilidade;156157;57341;297
3518800;Média Vulnerabilidade;121205;42164;214
3518800;Alta Vulnerabilidade;255335;86397;404
3518800;Muito Alta Vulnerabilidade;213993;69358;382
3518859;Baixíssima Vulnerabilidade;0;0;0
3518859;Muito Baixa Vulnerabilidade;2035;704;5
3518859;Baixa Vulnerabilidade;0;0;0
3518859;Média Vulnerabilidade;1964;694;4
3518859;Alta Vulnerabilidade;3180;1104;7
3518859;Muito Alta Vulnerabilidade;0;0;0
3518909;Baixíssima Vulnerabilidade;0;0;0
3518909;Muito Baixa Vulnerabilidade;699;286;3
3518909;Baixa Vulnerabilidade;0;0;0
3518909;Média Vulnerabilidade;1166;466;4
3518909;Alta Vulnerabilidade;2088;776;5
3518909;Muito Alta Vulnerabilidade;0;0;0
3519006;Baixíssima Vulnerabilidade;0;0;0
3519006;Muito Baixa Vulnerabilidade;3132;1180;10
3519006;Baixa Vulnerabilidade;475;171;3
3519006;Média Vulnerabilidade;1752;586;5
3519006;Alta Vulnerabilidade;3319;1221;8
3519006;Muito Alta Vulnerabilidade;0;0;0
3519055;Baixíssima Vulnerabilidade;2305;862;5
3519055;Muito Baixa Vulnerabilidade;6199;2180;12
3519055;Baixa Vulnerabilidade;1038;378;4
3519055;Média Vulnerabilidade;1632;518;3
3519055;Alta Vulnerabilidade;3737;1184;6
3519055;Muito Alta Vulnerabilidade;0;0;0
3519071;Baixíssima Vulnerabilidade;7634;2412;12
3519071;Muito Baixa Vulnerabilidade;101001;35521;157
3519071;Baixa Vulnerabilidade;50871;18457;82
3519071;Média Vulnerabilidade;29071;9799;41
3519071;Alta Vulnerabilidade;38637;12989;56
3519071;Muito Alta Vulnerabilidade;4072;1319;10
3519105;Baixíssima Vulnerabilidade;0;0;0
3519105;Muito Baixa Vulnerabilidade;5451;2118;14
3519105;Baixa Vulnerabilidade;1122;409;2
3519105;Média Vulnerabilidade;1815;703;5
3519105;Alta Vulnerabilidade;1826;626;3
3519105;Muito Alta Vulnerabilidade;0;0;0
3519204;Baixíssima Vulnerabilidade;0;0;0
3519204;Muito Baixa Vulnerabilidade;1339;515;4
3519204;Baixa Vulnerabilidade;176;58;1
3519204;Média Vulnerabilidade;2712;962;9
3519204;Alta Vulnerabilidade;1413;531;4
3519204;Muito Alta Vulnerabilidade;0;0;0
3519253;Baixíssima Vulnerabilidade;0;0;0
3519253;Muito Baixa Vulnerabilidade;570;217;2
3519253;Baixa Vulnerabilidade;800;273;2
3519253;Média Vulnerabilidade;1112;385;3
3519253;Alta Vulnerabilidade;2499;881;5
3519253;Muito Alta Vulnerabilidade;0;0;0
3519303;Baixíssima Vulnerabilidade;0;0;0
3519303;Muito Baixa Vulnerabilidade;7891;2850;15
3519303;Baixa Vulnerabilidade;3686;1273;7
3519303;Média Vulnerabilidade;8577;2911;13
3519303;Alta Vulnerabilidade;11646;3939;15
3519303;Muito Alta Vulnerabilidade;0;0;0
3519402;Baixíssima Vulnerabilidade;0;0;0
3519402;Muito Baixa Vulnerabilidade;5497;2087;17
3519402;Baixa Vulnerabilidade;882;317;2
3519402;Média Vulnerabilidade;2127;815;6
3519402;Alta Vulnerabilidade;2807;1055;7
3519402;Muito Alta Vulnerabilidade;0;0;0
3519501;Baixíssima Vulnerabilidade;342;138;1
3519501;Muito Baixa Vulnerabilidade;2246;887;6
3519501;Baixa Vulnerabilidade;0;0;0
3519501;Média Vulnerabilidade;1429;555;4
3519501;Alta Vulnerabilidade;1912;675;5
3519501;Muito Alta Vulnerabilidade;268;87;1
3519600;Baixíssima Vulnerabilidade;275;95;1
3519600;Muito Baixa Vulnerabilidade;22920;8791;57
3519600;Baixa Vulnerabilidade;5824;2141;12
3519600;Média Vulnerabilidade;11525;4262;27
3519600;Alta Vulnerabilidade;18727;6687;32
3519600;Muito Alta Vulnerabilidade;0;0;0
3519709;Baixíssima Vulnerabilidade;951;323;3
3519709;Muito Baixa Vulnerabilidade;15013;5420;45
3519709;Baixa Vulnerabilidade;3808;1343;10
3519709;Média Vulnerabilidade;28591;10016;107
3519709;Alta Vulnerabilidade;22241;7545;64
3519709;Muito Alta Vulnerabilidade;1251;408;4
3519808;Baixíssima Vulnerabilidade;0;0;0
3519808;Muito Baixa Vulnerabilidade;2457;944;6
3519808;Baixa Vulnerabilidade;0;0;0
3519808;Média Vulnerabilidade;2250;867;5
3519808;Alta Vulnerabilidade;2044;719;3
3519808;Muito Alta Vulnerabilidade;0;0;0
3519907;Baixíssima Vulnerabilidade;0;0;0
3519907;Muito Baixa Vulnerabilidade;2239;893;5
3519907;Baixa Vulnerabilidade;1266;455;3
3519907;Média Vulnerabilidade;441;167;3
3519907;Alta Vulnerabilidade;3046;1168;7
3519907;Muito Alta Vulnerabilidade;0;0;0
3520004;Baixíssima Vulnerabilidade;0;0;0
3520004;Muito Baixa Vulnerabilidade;5584;2063;12
3520004;Baixa Vulnerabilidade;2665;943;5
3520004;Média Vulnerabilidade;10810;3915;20
3520004;Alta Vulnerabilidade;3733;1248;8
3520004;Muito Alta Vulnerabilidade;0;0;0
3520103;Baixíssima Vulnerabilidade;0;0;0
3520103;Muito Baixa Vulnerabilidade;10952;4203;26
3520103;Baixa Vulnerabilidade;323;114;1
3520103;Média Vulnerabilidade;8054;3041;16
3520103;Alta Vulnerabilidade;6746;2453;15
3520103;Muito Alta Vulnerabilidade;0;0;0
3520202;Baixíssima Vulnerabilidade;0;0;0
3520202;Muito Baixa Vulnerabilidade;3698;1392;8
3520202;Baixa Vulnerabilidade;1094;391;2
3520202;Média Vulnerabilidade;3718;1376;13
3520202;Alta Vulnerabilidade;1528;564;5
3520202;Muito Alta Vulnerabilidade;0;0;0
3520301;Baixíssima Vulnerabilidade;0;0;0
3520301;Muito Baixa Vulnerabilidade;10293;3971;23
3520301;Baixa Vulnerabilidade;0;0;0
3520301;Média Vulnerabilidade;15149;5637;43
3520301;Alta Vulnerabilidade;1723;550;4
3520301;Muito Alta Vulnerabilidade;0;0;0
3520400;Baixíssima Vulnerabilidade;429;171;3
3520400;Muito Baixa Vulnerabilidade;15082;5684;48
3520400;Baixa Vulnerabilidade;8454;3091;19
3520400;Média Vulnerabilidade;319;116;2
3520400;Alta Vulnerabilidade;2482;888;5
3520400;Muito Alta Vulnerabilidade;6829;2318;19
3520426;Baixíssima Vulnerabilidade;0;0;0
3520426;Muito Baixa Vulnerabilidade;7747;3078;30
3520426;Baixa Vulnerabilidade;512;202;2
3520426;Média Vulnerabilidade;3732;1459;15
3520426;Alta Vulnerabilidade;941;363;4
3520426;Muito Alta Vulnerabilidade;0;0;0
3520442;Baixíssima Vulnerabilidade;1695;628;5
3520442;Muito Baixa Vulnerabilidade;17187;6567;38
3520442;Baixa Vulnerabilidade;2542;1001;7
3520442;Média Vulnerabilidade;2817;1035;6
3520442;Alta Vulnerabilidade;1077;393;3
3520442;Muito Alta Vulnerabilidade;0;0;0
3520509;Baixíssima Vulnerabilidade;45853;16354;69
3520509;Muito Baixa Vulnerabilidade;132729;48221;193
3520509;Baixa Vulnerabilidade;41337;14366;51
3520509;Média Vulnerabilidade;14866;4969;18
3520509;Alta Vulnerabilidade;19041;6384;25
3520509;Muito Alta Vulnerabilidade;0;0;0
3520608;Baixíssima Vulnerabilidade;0;0;0
3520608;Muito Baixa Vulnerabilidade;2401;899;5
3520608;Baixa Vulnerabilidade;175;61;1
3520608;Média Vulnerabilidade;2350;898;5
3520608;Alta Vulnerabilidade;151;56;1
3520608;Muito Alta Vulnerabilidade;0;0;0
3520707;Baixíssima Vulnerabilidade;0;0;0
3520707;Muito Baixa Vulnerabilidade;1182;453;4
3520707;Baixa Vulnerabilidade;0;0;0
3520707;Média Vulnerabilidade;2335;996;7
3520707;Alta Vulnerabilidade;452;191;1
3520707;Muito Alta Vulnerabilidade;0;0;0
3520806;Baixíssima Vulnerabilidade;0;0;0
3520806;Muito Baixa Vulnerabilidade;107;41;1
3520806;Baixa Vulnerabilidade;0;0;0
3520806;Média Vulnerabilidade;3303;1213;5
3520806;Alta Vulnerabilidade;0;0;0
3520806;Muito Alta Vulnerabilidade;0;0;0
3520905;Baixíssima Vulnerabilidade;0;0;0
3520905;Muito Baixa Vulnerabilidade;5284;1957;15
3520905;Baixa Vulnerabilidade;706;237;2
3520905;Média Vulnerabilidade;4720;1697;11
3520905;Alta Vulnerabilidade;2660;878;5
3520905;Muito Alta Vulnerabilidade;0;0;0
3521002;Baixíssima Vulnerabilidade;0;0;0
3521002;Muito Baixa Vulnerabilidade;13412;4736;21
3521002;Baixa Vulnerabilidade;3070;1052;5
3521002;Média Vulnerabilidade;2039;733;6
3521002;Alta Vulnerabilidade;14671;5094;23
3521002;Muito Alta Vulnerabilidade;0;0;0
3521101;Baixíssima Vulnerabilidade;0;0;0
3521101;Muito Baixa Vulnerabilidade;2135;751;5
3521101;Baixa Vulnerabilidade;1445;538;3
3521101;Média Vulnerabilidade;1200;379;3
3521101;Alta Vulnerabilidade;1992;699;4
3521101;Muito Alta Vulnerabilidade;0;0;0
3521150;Baixíssima Vulnerabilidade;0;0;0
3521150;Muito Baixa Vulnerabilidade;2283;811;8
3521150;Baixa Vulnerabilidade;0;0;0
3521150;Média Vulnerabilidade;3372;1237;7
3521150;Alta Vulnerabilidade;894;316;3
3521150;Muito Alta Vulnerabilidade;0;0;0
3521200;Baixíssima Vulnerabilidade;0;0;0
3521200;Muito Baixa Vulnerabilidade;969;381;2
3521200;Baixa Vulnerabilidade;0;0;0
3521200;Média Vulnerabilidade;1529;543;4
3521200;Alta Vulnerabilidade;258;89;1
3521200;Muito Alta Vulnerabilidade;0;0;0
3521309;Baixíssima Vulnerabilidade;0;0;0
3521309;Muito Baixa Vulnerabilidade;6815;2565;11
3521309;Baixa Vulnerabilidade;0;0;0
3521309;Média Vulnerabilidade;4336;1560;7
3521309;Alta Vulnerabilidade;2929;1080;5
3521309;Muito Alta Vulnerabilidade;0;0;0
3521408;Baixíssima Vulnerabilidade;376;123;1
3521408;Muito Baixa Vulnerabilidade;14025;4912;30
3521408;Baixa Vulnerabilidade;3724;1287;7
3521408;Média Vulnerabilidade;2012;630;5
3521408;Alta Vulnerabilidade;1625;529;3
3521408;Muito Alta Vulnerabilidade;0;0;0
3521507;Baixíssima Vulnerabilidade;0;0;0
3521507;Muito Baixa Vulnerabilidade;1476;537;4
3521507;Baixa Vulnerabilidade;0;0;0
3521507;Média Vulnerabilidade;3784;1364;8
3521507;Alta Vulnerabilidade;1574;556;4
3521507;Muito Alta Vulnerabilidade;0;0;0
3521606;Baixíssima Vulnerabilidade;0;0;0
3521606;Muito Baixa Vulnerabilidade;1591;655;5
3521606;Baixa Vulnerabilidade;0;0;0
3521606;Média Vulnerabilidade;3545;1423;9
3521606;Alta Vulnerabilidade;451;173;1
3521606;Muito Alta Vulnerabilidade;0;0;0
3521705;Baixíssima Vulnerabilidade;0;0;0
3521705;Muito Baixa Vulnerabilidade;2215;810;5
3521705;Baixa Vulnerabilidade;2879;1094;8
3521705;Média Vulnerabilidade;3456;1281;14
3521705;Alta Vulnerabilidade;7810;2785;20
3521705;Muito Alta Vulnerabilidade;0;0;0
3521804;Baixíssima Vulnerabilidade;152;52;1
3521804;Muito Baixa Vulnerabilidade;6514;2379;20
3521804;Baixa Vulnerabilidade;2355;835;5
3521804;Média Vulnerabilidade;2901;1087;11
3521804;Alta Vulnerabilidade;11706;4140;26
3521804;Muito Alta Vulnerabilidade;0;0;0
3521903;Baixíssima Vulnerabilidade;0;0;0
3521903;Muito Baixa Vulnerabilidade;6163;2284;17
3521903;Baixa Vulnerabilidade;3950;1439;8
3521903;Média Vulnerabilidade;3716;1393;9
3521903;Alta Vulnerabilidade;2906;1023;6
3521903;Muito Alta Vulnerabilidade;0;0;0
3522000;Baixíssima Vulnerabilidade;0;0;0
3522000;Muito Baixa Vulnerabilidade;1067;394;3
3522000;Baixa Vulnerabilidade;467;169;1
3522000;Média Vulnerabilidade;684;221;3
3522000;Alta Vulnerabilidade;1267;455;3
3522000;Muito Alta Vulnerabilidade;0;0;0
3522109;Baixíssima Vulnerabilidade;570;259;1
3522109;Muito Baixa Vulnerabilidade;49902;19406;160
3522109;Baixa Vulnerabilidade;6016;2327;13
3522109;Média Vulnerabilidade;26356;9672;52
3522109;Alta Vulnerabilidade;27518;9588;48
3522109;Muito Alta Vulnerabilidade;554;192;3
3522158;Baixíssima Vulnerabilidade;0;0;0
3522158;Muito Baixa Vulnerabilidade;0;0;0
3522158;Baixa Vulnerabilidade;412;145;1
3522158;Média Vulnerabilidade;2144;808;8
3522158;Alta Vulnerabilidade;660;243;2
3522158;Muito Alta Vulnerabilidade;0;0;0
3522208;Baixíssima Vulnerabilidade;1409;454;3
3522208;Muito Baixa Vulnerabilidade;37264;13133;102
3522208;Baixa Vulnerabilidade;15758;5549;35
3522208;Média Vulnerabilidade;44986;15650;110
3522208;Alta Vulnerabilidade;42332;14155;88
3522208;Muito Alta Vulnerabilidade;13642;4651;34
3522307;Baixíssima Vulnerabilidade;3337;1110;8
3522307;Muito Baixa Vulnerabilidade;74740;27241;118
3522307;Baixa Vulnerabilidade;26621;9380;37
3522307;Média Vulnerabilidade;20523;7174;39
3522307;Alta Vulnerabilidade;28017;9286;42
3522307;Muito Alta Vulnerabilidade;0;0;0
3522406;Baixíssima Vulnerabilidade;1626;615;4
3522406;Muito Baixa Vulnerabilidade;29076;10822;51
3522406;Baixa Vulnerabilidade;9894;3632;19
3522406;Média Vulnerabilidade;19321;6789;46
3522406;Alta Vulnerabilidade;27923;9349;44
3522406;Muito Alta Vulnerabilidade;0;0;0
3522505;Baixíssima Vulnerabilidade;2863;978;3
3522505;Muito Baixa Vulnerabilidade;46859;16782;64
3522505;Baixa Vulnerabilidade;36206;12932;44
3522505;Média Vulnerabilidade;26267;9418;36
3522505;Alta Vulnerabilidade;105351;36635;128
3522505;Muito Alta Vulnerabilidade;13820;4868;26
3522604;Baixíssima Vulnerabilidade;1058;382;5
3522604;Muito Baixa Vulnerabilidade;43295;16331;89
3522604;Baixa Vulnerabilidade;4439;1653;10
3522604;Média Vulnerabilidade;13429;4674;27
3522604;Alta Vulnerabilidade;8457;2884;12
3522604;Muito Alta Vulnerabilidade;0;0;0
3522653;Baixíssima Vulnerabilidade;0;0;0
3522653;Muito Baixa Vulnerabilidade;0;0;0
3522653;Baixa Vulnerabilidade;0;0;0
3522653;Média Vulnerabilidade;1342;482;6
3522653;Alta Vulnerabilidade;2963;1077;9
3522653;Muito Alta Vulnerabilidade;0;0;0
3522703;Baixíssima Vulnerabilidade;0;0;0
3522703;Muito Baixa Vulnerabilidade;19478;7725;48
3522703;Baixa Vulnerabilidade;2844;1059;7
3522703;Média Vulnerabilidade;8680;3179;20
3522703;Alta Vulnerabilidade;7534;2724;17
3522703;Muito Alta Vulnerabilidade;0;0;0
3522802;Baixíssima Vulnerabilidade;0;0;0
3522802;Muito Baixa Vulnerabilidade;3753;1455;11
3522802;Baixa Vulnerabilidade;710;274;2
3522802;Média Vulnerabilidade;5487;2039;20
3522802;Alta Vulnerabilidade;3825;1362;10
3522802;Muito Alta Vulnerabilidade;0;0;0
3522901;Baixíssima Vulnerabilidade;0;0;0
3522901;Muito Baixa Vulnerabilidade;3797;1390;8
3522901;Baixa Vulnerabilidade;0;0;0
3522901;Média Vulnerabilidade;3907;1348;6
3522901;Alta Vulnerabilidade;5401;1825;9
3522901;Muito Alta Vulnerabilidade;0;0;0
3523008;Baixíssima Vulnerabilidade;0;0;0
3523008;Muito Baixa Vulnerabilidade;0;0;0
3523008;Baixa Vulnerabilidade;879;336;2
3523008;Média Vulnerabilidade;1133;438;3
3523008;Alta Vulnerabilidade;1851;694;5
3523008;Muito Alta Vulnerabilidade;0;0;0
3523107;Baixíssima Vulnerabilidade;297;88;1
3523107;Muito Baixa Vulnerabilidade;83949;28384;140
3523107;Baixa Vulnerabilidade;34428;11736;58
3523107;Média Vulnerabilidade;73998;24629;115
3523107;Alta Vulnerabilidade;83599;27624;129
3523107;Muito Alta Vulnerabilidade;90935;29102;142
3523206;Baixíssima Vulnerabilidade;220;86;1
3523206;Muito Baixa Vulnerabilidade;15966;6112;52
3523206;Baixa Vulnerabilidade;4440;1699;13
3523206;Média Vulnerabilidade;9164;3487;30
3523206;Alta Vulnerabilidade;13253;4660;29
3523206;Muito Alta Vulnerabilidade;0;0;0
3523305;Baixíssima Vulnerabilidade;0;0;0
3523305;Muito Baixa Vulnerabilidade;3762;1380;9
3523305;Baixa Vulnerabilidade;739;288;1
3523305;Média Vulnerabilidade;5486;2063;20
3523305;Alta Vulnerabilidade;4990;1743;9
3523305;Muito Alta Vulnerabilidade;0;0;0
3523404;Baixíssima Vulnerabilidade;9646;3349;23
3523404;Muito Baixa Vulnerabilidade;60878;22361;128
3523404;Baixa Vulnerabilidade;20692;7577;27
3523404;Média Vulnerabilidade;4867;1711;12
3523404;Alta Vulnerabilidade;23768;8276;35
3523404;Muito Alta Vulnerabilidade;0;0;0
3523503;Baixíssima Vulnerabilidade;0;0;0
3523503;Muito Baixa Vulnerabilidade;5791;1997;16
3523503;Baixa Vulnerabilidade;1546;532;5
3523503;Média Vulnerabilidade;4374;1424;11
3523503;Alta Vulnerabilidade;5413;1760;11
3523503;Muito Alta Vulnerabilidade;0;0;0
3523602;Baixíssima Vulnerabilidade;0;0;0
3523602;Muito Baixa Vulnerabilidade;7051;2678;20
3523602;Baixa Vulnerabilidade;2028;719;4
3523602;Média Vulnerabilidade;691;248;2
3523602;Alta Vulnerabilidade;2180;725;5
3523602;Muito Alta Vulnerabilidade;708;247;4
3523701;Baixíssima Vulnerabilidade;0;0;0
3523701;Muito Baixa Vulnerabilidade;803;296;2
3523701;Baixa Vulnerabilidade;0;0;0
3523701;Média Vulnerabilidade;3592;1248;7
3523701;Alta Vulnerabilidade;1361;461;4
