cod_ibge;grupo_ipvs;n_pessoas;n_domicilios;n_setores
3507803;Muito Baixa Vulnerabilidade;13656;5015;22
3507803;Baixa Vulnerabilidade;2979;1059;5
3507803;Média Vulnerabilidade;2257;737;4
3507803;Alta Vulnerabilidade;6265;2068;9
3507803;Muito Alta Vulnerabilidade;0;0;0
3507902;Baixíssima Vulnerabilidade;0;0;0
3507902;Muito Baixa Vulnerabilidade;12658;4685;31
3507902;Baixa Vulnerabilidade;4210;1515;7
3507902;Média Vulnerabilidade;2187;778;7
3507902;Alta Vulnerabilidade;4129;1433;7
3507902;Muito Alta Vulnerabilidade;0;0;0
3508009;Baixíssima Vulnerabilidade;355;153;1
3508009;Muito Baixa Vulnerabilidade;2117;772;8
3508009;Baixa Vulnerabilidade;2063;770;6
3508009;Média Vulnerabilidade;2640;953;7
3508009;Alta Vulnerabilidade;12703;4208;28
3508009;Muito Alta Vulnerabilidade;0;0;0
3508108;Baixíssima Vulnerabilidade;0;0;0
3508108;Muito Baixa Vulnerabilidade;7565;3043;23
3508108;Baixa Vulnerabilidade;554;214;1
3508108;Média Vulnerabilidade;5748;2232;17
3508108;Alta Vulnerabilidade;3101;1139;8
3508108;Muito Alta Vulnerabilidade;0;0;0
3508207;Baixíssima Vulnerabilidade;0;0;0
3508207;Muito Baixa Vulnerabilidade;2993;1154;8
3508207;Baixa Vulnerabilidade;0;0;0
3508207;Média Vulnerabilidade;686;277;2
3508207;Alta Vulnerabilidade;585;201;1
3508207;Muito Alta Vulnerabilidade;0;0;0
3508306;Baixíssima Vulnerabilidade;0;0;0
3508306;Muito Baixa Vulnerabilidade;1382;542;3
3508306;Baixa Vulnerabilidade;0;0;0
3508306;Média Vulnerabilidade;1189;428;3
3508306;Alta Vulnerabilidade;1687;614;3
3508306;Muito Alta Vulnerabilidade;0;0;0
3508405;Baixíssima Vulnerabilidade;392;135;1
3508405;Muito Baixa Vulnerabilidade;14130;4798;26
3508405;Baixa Vulnerabilidade;12979;4326;16
3508405;Média Vulnerabilidade;4902;1596;11
3508405;Alta Vulnerabilidade;13075;4228;16
3508405;Muito Alta Vulnerabilidade;950;296;5
3508504;Baixíssima Vulnerabilidade;3233;1132;7
3508504;Muito Baixa Vulnerabilidade;55843;19941;113
3508504;Baixa Vulnerabilidade;8723;3153;18
3508504;Média Vulnerabilidade;13767;4762;25
3508504;Alta Vulnerabilidade;12905;4149;22
3508504;Muito Alta Vulnerabilidade;343;104;1
3508603;Baixíssima Vulnerabilidade;1447;501;3
3508603;Muito Baixa Vulnerabilidade;16054;5699;40
3508603;Baixa Vulnerabilidade;2775;999;6
3508603;Média Vulnerabilidade;8297;2727;20
3508603;Alta Vulnerabilidade;2471;806;6
3508603;Muito Alta Vulnerabilidade;0;0;0
3508702;Baixíssima Vulnerabilidade;0;0;0
3508702;Muito Baixa Vulnerabilidade;7841;2948;22
3508702;Baixa Vulnerabilidade;223;80;1
3508702;Média Vulnerabilidade;6138;2220;12
3508702;Alta Vulnerabilidade;2430;825;7
3508702;Muito Alta Vulnerabilidade;0;0;0
3508801;Baixíssima Vulnerabilidade;533;224;1
3508801;Muito Baixa Vulnerabilidade;7413;2869;24
3508801;Baixa Vulnerabilidade;614;235;2
3508801;Média Vulnerabilidade;4698;1759;14
3508801;Alta Vulnerabilidade;2822;967;6
3508801;Muito Alta Vulnerabilidade;0;0;0
3508900;Baixíssima Vulnerabilidade;0;0;0
3508900;Muito Baixa Vulnerabilidade;664;256;2
3508900;Baixa Vulnerabilidade;0;0;0
3508900;Média Vulnerabilidade;2564;1027;6
3508900;Alta Vulnerabilidade;291;110;1
3508900;Muito Alta Vulnerabilidade;0;0;0
3509007;Baixíssima Vulnerabilidade;3827;1301;10
3509007;Muito Baixa Vulnerabilidade;52632;18259;100
3509007;Baixa Vulnerabilidade;21514;7449;34
3509007;Média Vulnerabilidade;1979;682;5
3509007;Alta Vulnerabilidade;7675;2675;16
3509007;Muito Alta Vulnerabilidade;6832;2227;15
3509106;Baixíssima Vulnerabilidade;0;0;0
3509106;Muito Baixa Vulnerabilidade;493;211;2
3509106;Baixa Vulnerabilidade;0;0;0
3509106;Média Vulnerabilidade;3106;1205;10
3509106;Alta Vulnerabilidade;708;276;2
3509106;Muito Alta Vulnerabilidade;0;0;0
3509205;Baixíssima Vulnerabilidade;1944;666;6
3509205;Muito Baixa Vulnerabilidade;28920;10143;63
3509205;Baixa Vulnerabilidade;23650;8720;53
3509205;Média Vulnerabilidade;5475;1875;13
3509205;Alta Vulnerabilidade;20748;7232;39
3509205;Muito Alta Vulnerabilidade;10708;3633;31
3509254;Baixíssima Vulnerabilidade;0;0;0
3509254;Muito Baixa Vulnerabilidade;4876;1745;8
3509254;Baixa Vulnerabilidade;1076;382;2
3509254;Média Vulnerabilidade;8496;3010;23
3509254;Alta Vulnerabilidade;13840;4696;28
3509254;Muito Alta Vulnerabilidade;0;0;0
3509304;Baixíssima Vulnerabilidade;0;0;0
3509304;Muito Baixa Vulnerabilidade;5088;2006;14
3509304;Baixa Vulnerabilidade;138;48;1
3509304;Média Vulnerabilidade;2872;1098;6
3509304;Alta Vulnerabilidade;843;296;2
3509304;Muito Alta Vulnerabilidade;0;0;0
3509403;Baixíssima Vulnerabilidade;0;0;0
3509403;Muito Baixa Vulnerabilidade;11390;4193;21
3509403;Baixa Vulnerabilidade;400;169;1
3509403;Média Vulnerabilidade;6589;2370;14
3509403;Alta Vulnerabilidade;5070;1771;6
3509403;Muito Alta Vulnerabilidade;0;0;0
3509452;Baixíssima Vulnerabilidade;0;0;0
3509452;Muito Baixa Vulnerabilidade;1606;636;5
3509452;Baixa Vulnerabilidade;866;314;1
3509452;Média Vulnerabilidade;1200;436;3
3509452;Alta Vulnerabilidade;2023;705;3
3509452;Muito Alta Vulnerabilidade;0;0;0
3509502;Baixíssima Vulnerabilidade;164725;68137;390
3509502;Muito Baixa Vulnerabilidade;527920;201236;1118
3509502;Baixa Vulnerabilidade;148728;62435;347
3509502;Média Vulnerabilidade;66893;22668;131
3509502;Alta Vulnerabilidade;81633;27807;148
3509502;Muito Alta Vulnerabilidade;139454;45321;288
3509601;Baixíssima Vulnerabilidade;955;346;4
3509601;Muito Baixa Vulnerabilidade;37150;13087;107
3509601;Baixa Vulnerabilidade;8741;3030;22
3509601;Média Vulnerabilidade;6635;2279;21
3509601;Alta Vulnerabilidade;18946;6380;42
3509601;Muito Alta Vulnerabilidade;2983;967;11
3509700;Baixíssima Vulnerabilidade;140;51;1
3509700;Muito Baixa Vulnerabilidade;18710;6698;63
3509700;Baixa Vulnerabilidade;5540;1983;15
3509700;Média Vulnerabilidade;5633;1913;14
3509700;Alta Vulnerabilidade;4934;1661;11
3509700;Muito Alta Vulnerabilidade;9061;2905;22
3509809;Baixíssima Vulnerabilidade;0;0;0
3509809;Muito Baixa Vulnerabilidade;1682;649;5
3509809;Baixa Vulnerabilidade;0;0;0
3509809;Média Vulnerabilidade;1092;403;5
3509809;Alta Vulnerabilidade;2090;754;5
3509809;Muito Alta Vulnerabilidade;0;0;0
3509908;Baixíssima Vulnerabilidade;0;0;0
3509908;Muito Baixa Vulnerabilidade;4153;1620;11
3509908;Baixa Vulnerabilidade;1403;514;3
3509908;Média Vulnerabilidade;3464;1157;9
3509908;Alta Vulnerabilidade;2246;761;4
3509908;Muito Alta Vulnerabilidade;0;0;0
3509957;Baixíssima Vulnerabilidade;0;0;0
3509957;Muito Baixa Vulnerabilidade;1298;447;4
3509957;Baixa Vulnerabilidade;267;101;1
3509957;Média Vulnerabilidade;1015;311;4
3509957;Alta Vulnerabilidade;2125;646;4
3509957;Muito Alta Vulnerabilidade;0;0;0
3510005;Baixíssima Vulnerabilidade;0;0;0
3510005;Muito Baixa Vulnerabilidade;16340;6220;36
3510005;Baixa Vulnerabilidade;349;118;1
3510005;Média Vulnerabilidade;7936;2823;16
3510005;Alta Vulnerabilidade;4391;1594;8
3510005;Muito Alta Vulnerabilidade;0;0;0
3510104;Baixíssima Vulnerabilidade;0;0;0
3510104;Muito Baixa Vulnerabilidade;1441;562;3
3510104;Baixa Vulnerabilidade;0;0;0
3510104;Média Vulnerabilidade;1435;540;4
3510104;Alta Vulnerabilidade;0;0;0
3510104;Muito Alta Vulnerabilidade;0;0;0
3510153;Baixíssima Vulnerabilidade;0;0;0
3510153;Muito Baixa Vulnerabilidade;0;0;0
3510153;Baixa Vulnerabilidade;772;268;2
3510153;Média Vulnerabilidade;2970;964;7
3510153;Alta Vulnerabilidade;2328;780;6
3510153;Muito Alta Vulnerabilidade;0;0;0
3510203;Baixíssima Vulnerabilidade;0;0;0
3510203;Muito Baixa Vulnerabilidade;13888;5089;37
3510203;Baixa Vulnerabilidade;2086;733;5
3510203;Média Vulnerabilidade;14003;4837;39
3510203;Alta Vulnerabilidade;15880;5263;30
3510203;Muito Alta Vulnerabilidade;0;0;0
3510302;Baixíssima Vulnerabilidade;0;0;0
3510302;Muito Baixa Vulnerabilidade;4220;1515;11
3510302;Baixa Vulnerabilidade;2584;902;3
3510302;Média Vulnerabilidade;4958;1777;10
3510302;Alta Vulnerabilidade;8709;2866;15
3510302;Muito Alta Vulnerabilidade;0;0;0
3510401;Baixíssima Vulnerabilidade;164;59;1
3510401;Muito Baixa Vulnerabilidade;21992;7793;39
3510401;Baixa Vulnerabilidade;14611;4987;21
3510401;Média Vulnerabilidade;4841;1612;8
3510401;Alta Vulnerabilidade;7187;2329;13
3510401;Muito Alta Vulnerabilidade;756;246;3
3510500;Baixíssima Vulnerabilidade;3097;1311;15
3510500;Muito Baixa Vulnerabilidade;59191;22457;188
3510500;Baixa Vulnerabilidade;15331;5622;38
3510500;Média Vulnerabilidade;11756;4133;28
3510500;Alta Vulnerabilidade;37165;12572;72
3510500;Muito Alta Vulnerabilidade;5201;1726;14
3510609;Baixíssima Vulnerabilidade;8107;2668;23
3510609;Muito Baixa Vulnerabilidade;168368;60779;382
3510609;Baixa Vulnerabilidade;63807;22870;130
3510609;Média Vulnerabilidade;30826;10858;64
3510609;Alta Vulnerabilidade;54262;18981;106
3510609;Muito Alta Vulnerabilidade;59707;20120;120
3510708;Baixíssima Vulnerabilidade;0;0;0
3510708;Muito Baixa Vulnerabilidade;3437;1452;10
3510708;Baixa Vulnerabilidade;664;272;2
3510708;Média Vulnerabilidade;5315;2120;13
3510708;Alta Vulnerabilidade;1841;736;3
3510708;Muito Alta Vulnerabilidade;0;0;0
3510807;Baixíssima Vulnerabilidade;0;0;0
3510807;Muito Baixa Vulnerabilidade;13860;5300;27
3510807;Baixa Vulnerabilidade;3653;1333;5
3510807;Média Vulnerabilidade;4625;1603;11
3510807;Alta Vulnerabilidade;3947;1384;6
3510807;Muito Alta Vulnerabilidade;0;0;0
3510906;Baixíssima Vulnerabilidade;0;0;0
3510906;Muito Baixa Vulnerabilidade;714;278;2
3510906;Baixa Vulnerabilidade;0;0;0
3510906;Média Vulnerabilidade;1790;698;6
3510906;Alta Vulnerabilidade;284;100;1
3510906;Muito Alta Vulnerabilidade;0;0;0
3511003;Baixíssima Vulnerabilidade;0;0;0
3511003;Muito Baixa Vulnerabilidade;7019;2650;15
3511003;Baixa Vulnerabilidade;1111;379;2
3511003;Média Vulnerabilidade;6670;2467;18
3511003;Alta Vulnerabilidade;4825;1766;11
3511003;Muito Alta Vulnerabilidade;0;0;0
3511102;Baixíssima Vulnerabilidade;3699;1456;13
3511102;Muito Baixa Vulnerabilidade;71141;27331;160
3511102;Baixa Vulnerabilidade;10641;4569;29
3511102;Média Vulnerabilidade;14643;5270;31
3511102;Alta Vulnerabilidade;14237;4995;27
3511102;Muito Alta Vulnerabilidade;0;0;0
3511201;Baixíssima Vulnerabilidade;0;0;0
3511201;Muito Baixa Vulnerabilidade;3282;1185;7
3511201;Baixa Vulnerabilidade;743;283;1
3511201;Média Vulnerabilidade;920;354;2
3511201;Alta Vulnerabilidade;1881;634;3
3511201;Muito Alta Vulnerabilidade;0;0;0
3511300;Baixíssima Vulnerabilidade;0;0;0
3511300;Muito Baixa Vulnerabilidade;7777;2927;21
3511300;Baixa Vulnerabilidade;2662;987;5
3511300;Média Vulnerabilidade;502;183;3
3511300;Alta Vulnerabilidade;1303;446;3
3511300;Muito Alta Vulnerabilidade;0;0;0
3511409;Baixíssima Vulnerabilidade;0;0;0
3511409;Muito Baixa Vulnerabilidade;8406;3183;26
3511409;Baixa Vulnerabilidade;1071;399;4
3511409;Média Vulnerabilidade;2887;1032;8
3511409;Alta Vulnerabilidade;7555;2664;16
3511409;Muito Alta Vulnerabilidade;0;0;0
3511508;Baixíssima Vulnerabilidade;224;72;1
3511508;Muito Baixa Vulnerabilidade;29597;10664;45
3511508;Baixa Vulnerabilidade;6052;2116;8
3511508;Média Vulnerabilidade;3915;1400;8
3511508;Alta Vulnerabilidade;4508;1564;7
3511508;Muito Alta Vulnerabilidade;0;0;0
3511607;Baixíssima Vulnerabilidade;0;0;0
3511607;Muito Baixa Vulnerabilidade;7779;2775;18
3511607;Baixa Vulnerabilidade;261;90;1
3511607;Média Vulnerabilidade;2544;852;7
3511607;Alta Vulnerabilidade;6767;2225;9
3511607;Muito Alta Vulnerabilidade;0;0;0
3511706;Baixíssima Vulnerabilidade;0;0;0
3511706;Muito Baixa Vulnerabilidade;8909;3117;21
3511706;Baixa Vulnerabilidade;1381;495;2
3511706;Média Vulnerabilidade;1507;491;4
3511706;Alta Vulnerabilidade;3073;1018;6
3511706;Muito Alta Vulnerabilidade;0;0;0
3511904;Baixíssima Vulnerabilidade;0;0;0
3511904;Muito Baixa Vulnerabilidade;788;337;2
3511904;Baixa Vulnerabilidade;0;0;0
3511904;Média Vulnerabilidade;1078;395;3
3511904;Alta Vulnerabilidade;4851;1739;9
3511904;Muito Alta Vulnerabilidade;0;0;0
3512001;Baixíssima Vulnerabilidade;0;0;0
3512001;Muito Baixa Vulnerabilidade;11732;4302;23
3512001;Baixa Vulnerabilidade;0;0;0
3512001;Média Vulnerabilidade;4070;1390;7
3512001;Alta Vulnerabilidade;2642;868;4
3512001;Muito Alta Vulnerabilidade;0;0;0
3512100;Baixíssima Vulnerabilidade;0;0;0
3512100;Muito Baixa Vulnerabilidade;671;245;2
3512100;Baixa Vulnerabilidade;311;114;1
3512100;Média Vulnerabilidade;3069;1122;7
3512100;Alta Vulnerabilidade;2123;759;4
3512100;Muito Alta Vulnerabilidade;0;0;0
3512209;Baixíssima Vulnerabilidade;560;197;1
3512209;Muito Baixa Vulnerabilidade;6175;2244;14
3512209;Baixa Vulnerabilidade;2370;853;4
3512209;Média Vulnerabilidade;5170;1735;14
3512209;Alta Vulnerabilidade;13645;4386;20
3512209;Muito Alta Vulnerabilidade;0;0;0
3512308;Baixíssima Vulnerabilidade;0;0;0
3512308;Muito Baixa Vulnerabilidade;7681;2920;21
3512308;Baixa Vulnerabilidade;898;352;4
3512308;Média Vulnerabilidade;2634;935;8
3512308;Alta Vulnerabilidade;3747;1316;8
3512308;Muito Alta Vulnerabilidade;0;0;0
3512407;Baixíssima Vulnerabilidade;0;0;0
3512407;Muito Baixa Vulnerabilidade;9139;3330;20
3512407;Baixa Vulnerabilidade;9301;3220;13
3512407;Média Vulnerabilidade;151;50;1
3512407;Alta Vulnerabilidade;4874;1585;7
3512407;Muito Alta Vulnerabilidade;272;79;1
3512506;Baixíssima Vulnerabilidade;0;0;0
3512506;Muito Baixa Vulnerabilidade;2143;801;6
3512506;Baixa Vulnerabilidade;479;178;1
3512506;Média Vulnerabilidade;1754;668;4
3512506;Alta Vulnerabilidade;942;339;2
3512506;Muito Alta Vulnerabilidade;0;0;0
3512605;Baixíssima Vulnerabilidade;306;115;1
3512605;Muito Baixa Vulnerabilidade;537;220;2
3512605;Baixa Vulnerabilidade;0;0;0
3512605;Média Vulnerabilidade;2218;861;8
3512605;Alta Vulnerabilidade;1219;458;3
3512605;Muito Alta Vulnerabilidade;0;0;0
3512704;Baixíssima Vulnerabilidade;0;0;0
3512704;Muito Baixa Vulnerabilidade;2453;882;7
3512704;Baixa Vulnerabilidade;0;0;0
3512704;Média Vulnerabilidade;906;306;3
3512704;Alta Vulnerabilidade;655;213;1
3512704;Muito Alta Vulnerabilidade;0;0;0
3512803;Baixíssima Vulnerabilidade;117;40;1
3512803;Muito Baixa Vulnerabilidade;37050;13570;91
3512803;Baixa Vulnerabilidade;5742;2043;13
3512803;Média Vulnerabilidade;5658;2011;13
3512803;Alta Vulnerabilidade;8539;3096;17
3512803;Muito Alta Vulnerabilidade;1567;573;6
3512902;Baixíssima Vulnerabilidade;0;0;0
3512902;Muito Baixa Vulnerabilidade;3480;1339;5
3512902;Baixa Vulnerabilidade;0;0;0
3512902;Média Vulnerabilidade;1113;427;5
3512902;Alta Vulnerabilidade;4037;1467;7
3512902;Muito Alta Vulnerabilidade;0;0;0
3513009;Baixíssima Vulnerabilidade;32516;11236;92
3513009;Muito Baixa Vulnerabilidade;97082;34690;246
3513009;Baixa Vulnerabilidade;50117;17810;117
3513009;Média Vulnerabilidade;22172;7659;59
3513009;Alta Vulnerabilidade;57502;19747;120
3513009;Muito Alta Vulnerabilidade;10749;3563;28
3513108;Baixíssima Vulnerabilidade;1223;423;3
3513108;Muito Baixa Vulnerabilidade;11509;4122;20
3513108;Baixa Vulnerabilidade;3240;1095;5
3513108;Média Vulnerabilidade;5662;1958;9
3513108;Alta Vulnerabilidade;11074;3576;14
3513108;Muito Alta Vulnerabilidade;0;0;0
3513207;Baixíssima Vulnerabilidade;0;0;0
3513207;Muito Baixa Vulnerabilidade;5060;1832;12
3513207;Baixa Vulnerabilidade;0;0;0
3513207;Média Vulnerabilidade;1440;484;4
3513207;Alta Vulnerabilidade;2439;830;5
3513207;Muito Alta Vulnerabilidade;0;0;0
3513306;Baixíssima Vulnerabilidade;0;0;0
3513306;Muito Baixa Vulnerabilidade;1039;419;3
3513306;Baixa Vulnerabilidade;0;0;0
3513306;Média Vulnerabilidade;911;348;2
3513306;Alta Vulnerabilidade;0;0;0
3513306;Muito Alta Vulnerabilidade;0;0;0
3513405;Baixíssima Vulnerabilidade;1271;481;3
3513405;Muito Baixa Vulnerabilidade;57441;20797;116
3513405;Baixa Vulnerabilidade;5344;1936;11
3513405;Média Vulnerabilidade;4193;1407;10
3513405;Alta Vulnerabilidade;4693;1535;9
3513405;Muito Alta Vulnerabilidade;1106;344;4
3513504;Baixíssima Vulnerabilidade;0;0;0
3513504;Muito Baixa Vulnerabilidade;39276;14234;69
3513504;Baixa Vulnerabilidade;9492;3606;20
3513504;Média Vulnerabilidade;15936;5477;28
3513504;Alta Vulnerabilidade;10333;3621;18
3513504;Muito Alta Vulnerabilidade;36426;12821;76
3513603;Baixíssima Vulnerabilidade;456;175;1
3513603;Muito Baixa Vulnerabilidade;5143;2089;14
3513603;Baixa Vulnerabilidade;311;127;1
3513603;Média Vulnerabilidade;10801;4125;37
3513603;Alta Vulnerabilidade;5005;1923;9
3513603;Muito Alta Vulnerabilidade;0;0;0
3513702;Baixíssima Vulnerabilidade;708;246;1
3513702;Muito Baixa Vulnerabilidade;19144;7050;40
3513702;Baixa Vulnerabilidade;4557;1680;8
3513702;Média Vulnerabilidade;4158;1394;8
3513702;Alta Vulnerabilidade;2824;944;4
3513702;Muito Alta Vulnerabilidade;0;0;0
3513801;Baixíssima Vulnerabilidade;5597;1983;15
3513801;Muito Baixa Vulnerabilidade;165494;61884;296
3513801;Baixa Vulnerabilidade;44270;16818;73
3513801;Média Vulnerabilidade;37449;13940;70
3513801;Alta Vulnerabilidade;50356;18800;89
3513801;Muito Alta Vulnerabilidade;87310;30721;195
3513850;Baixíssima Vulnerabilidade;0;0;0
3513850;Muito Baixa Vulnerabilidade;145;48;1
3513850;Baixa Vulnerabilidade;176;60;1
3513850;Média Vulnerabilidade;1117;468;4
3513850;Alta Vulnerabilidade;0;0;0
3513850;Muito Alta Vulnerabilidade;0;0;0
3513900;Baixíssima Vulnerabilidade;0;0;0
3513900;Muito Baixa Vulnerabilidade;5914;2304;14
3513900;Baixa Vulnerabilidade;791;291;3
3513900;Média Vulnerabilidade;3878;1449;8
3513900;Alta Vulnerabilidade;304;112;1
3513900;Muito Alta Vulnerabilidade;0;0;0
3514007;Baixíssima Vulnerabilidade;0;0;0
3514007;Muito Baixa Vulnerabilidade;3861;1335;7
3514007;Baixa Vulnerabilidade;441;145;1
3514007;Média Vulnerabilidade;2293;800;6
3514007;Alta Vulnerabilidade;2068;766;4
3514007;Muito Alta Vulnerabilidade;0;0;0
3514106;Baixíssima Vulnerabilidade;0;0;0
3514106;Muito Baixa Vulnerabilidade;5078;2024;15
3514106;Baixa Vulnerabilidade;2489;926;6
3514106;Média Vulnerabilidade;3519;1259;9
3514106;Alta Vulnerabilidade;12354;4305;26
3514106;Muito Alta Vulnerabilidade;0;0;0
3514205;Baixíssima Vulnerabilidade;0;0;0
3514205;Muito Baixa Vulnerabilidade;253;89;2
3514205;Baixa Vulnerabilidade;0;0;0
3514205;Média Vulnerabilidade;1583;668;4
3514205;Alta Vulnerabilidade;161;55;1
3514205;Muito Alta Vulnerabilidade;0;0;0
3514304;Baixíssima Vulnerabilidade;0;0;0
3514304;Muito Baixa Vulnerabilidade;4212;1696;10
3514304;Baixa Vulnerabilidade;506;189;1
3514304;Média Vulnerabilidade;1143;399;3
3514304;Alta Vulnerabilidade;2142;792;3
3514304;Muito Alta Vulnerabilidade;0;0;0
3514403;Baixíssima Vulnerabilidade;623;220;3
3514403;Muito Baixa Vulnerabilidade;24960;9709;53
3514403;Baixa Vulnerabilidade;5007;1992;13
3514403;Média Vulnerabilidade;7557;2917;18
3514403;Alta Vulnerabilidade;5673;2078;10
3514403;Muito Alta Vulnerabilidade;0;0;0
3514502;Baixíssima Vulnerabilidade;0;0;0
3514502;Muito Baixa Vulnerabilidade;3897;1538;11
3514502;Baixa Vulnerabilidade;1182;459;4
3514502;Média Vulnerabilidade;4290;1667;11
3514502;Alta Vulnerabilidade;2639;1016;6
3514502;Muito Alta Vulnerabilidade;0;0;0
3514601;Baixíssima Vulnerabilidade;0;0;0
3514601;Muito Baixa Vulnerabilidade;2852;1004;7
3514601;Baixa Vulnerabilidade;3211;1129;5
3514601;Média Vulnerabilidade;671;235;1
3514601;Alta Vulnerabilidade;2633;893;4
3514601;Muito Alta Vulnerabilidade;0;0;0
3514700;Baixíssima Vulnerabilidade;0;0;0
3514700;Muito Baixa Vulnerabilidade;1526;572;6
3514700;Baixa Vulnerabilidade;1194;448;3
3514700;Média Vulnerabilidade;2156;824;4
3514700;Alta Vulnerabilidade;996;320;2
3514700;Muito Alta Vulnerabilidade;0;0;0
3514809;Baixíssima Vulnerabilidade;630;238;1
3514809;Muito Baixa Vulnerabilidade;1606;592;3
3514809;Baixa Vulnerabilidade;788;294;1
3514809;Média Vulnerabilidade;5190;1876;14
3514809;Alta Vulnerabilidade;2695;876;5
3514809;Muito Alta Vulnerabilidade;0;0;0
3514908;Baixíssima Vulnerabilidade;0;0;0
3514908;Muito Baixa Vulnerabilidade;3127;1071;6
3514908;Baixa Vulnerabilidade;3037;1073;4
3514908;Média Vulnerabilidade;644;210;4
3514908;Alta Vulnerabilidade;10654;3544;14
3514908;Muito Alta Vulnerabilidade;0;0;0
3514924;Baixíssima Vulnerabilidade;0;0;0
3514924;Muito Baixa Vulnerabilidade;432;152;2
3514924;Baixa Vulnerabilidade;572;212;1
3514924;Média Vulnerabilidade;1605;604;4
3514924;Alta Vulnerabilidade;529;216;1
3514924;Muito Alta Vulnerabilidade;0;0;0
3514957;Baixíssima Vulnerabilidade;0;0;0
3514957;Muito Baixa Vulnerabilidade;461;178;1
3514957;Baixa Vulnerabilidade;0;0;0
3514957;Média Vulnerabilidade;1862;718;4
3514957;Alta Vulnerabilidade;0;0;0
3514957;Muito Alta Vulnerabilidade;0;0;0
3515004;Baixíssima Vulnerabilidade;2054;713;6
3515004;Muito Baixa Vulnerabilidade;53604;19291;131
3515004;Baixa Vulnerabilidade;16701;5686;40
3515004;Média Vulnerabilidade;50693;17923;109
3515004;Alta Vulnerabilidade;71003;25150;143
3515004;Muito Alta Vulnerabilidade;52590;18045;113
3515103;Baixíssima Vulnerabilidade;2657;892;5
3515103;Muito Baixa Vulnerabilidade;16697;5995;50
3515103;Baixa Vulnerabilidade;8027;2814;17
3515103;Média Vulnerabilidade;16720;5934;42
3515103;Alta Vulnerabilidade;20238;6973;53
3515103;Muito Alta Vulnerabilidade;819;263;3
3515129;Baixíssima Vulnerabilidade;0;0;0
3515129;Muito Baixa Vulnerabilidade;0;0;0
3515129;Baixa Vulnerabilidade;0;0;0
3515129;Média Vulnerabilidade;1577;645;4
3515129;Alta Vulnerabilidade;1212;444;2
3515129;Muito Alta Vulnerabilidade;0;0;0
3515152;Baixíssima Vulnerabilidade;933;342;3
3515152;Muito Baixa Vulnerabilidade;3302;1207;9
3515152;Baixa Vulnerabilidade;3319;1251;5
3515152;Média Vulnerabilidade;676;245;4
3515152;Alta Vulnerabilidade;10517;3590;18
3515152;Muito Alta Vulnerabilidade;0;0;0
3515186;Baixíssima Vulnerabilidade;0;0;0
3515186;Muito Baixa Vulnerabilidade;24166;9041;45
3515186;Baixa Vulnerabilidade;1436;525;4
3515186;Média Vulnerabilidade;12109;4149;24
3515186;Alta Vulnerabilidade;1824;637;4
3515186;Muito Alta Vulnerabilidade;0;0;0
3515194;Baixíssima Vulnerabilidade;0;0;0
3515194;Muito Baixa Vulnerabilidade;0;0;0
3515194;Baixa Vulnerabilidade;0;0;0
3515194;Média Vulnerabilidade;1202;441;4
3515194;Alta Vulnerabilidade;2858;1009;8
3515194;Muito Alta Vulnerabilidade;0;0;0
3515202;Baixíssima Vulnerabilidade;0;0;0
3515202;Muito Baixa Vulnerabilidade;6393;2412;13
3515202;Baixa Vulnerabilidade;0;0;0
3515202;Média Vulnerabilidade;1035;395;3
3515202;Alta Vulnerabilidade;1790;631;4
3515202;Muito Alta Vulnerabilidade;0;0;0
3515301;Baixíssima Vulnerabilidade;0;0;0
3515301;Muito Baixa Vulnerabilidade;271;105;1
3515301;Baixa Vulnerabilidade;164;54;1
3515301;Média Vulnerabilidade;1768;643;4
3515301;Alta Vulnerabilidade;319;104;1
3515301;Muito Alta Vulnerabilidade;0;0;0
3515350;Baixíssima Vulnerabilidade;0;0;0
3515350;Muito Baixa Vulnerabilidade;0;0;0
3515350;Baixa Vulnerabilidade;0;0;0
3515350;Média Vulnerabilidade;4676;1749;12
3515350;Alta Vulnerabilidade;3243;1273;7
3515350;Muito Alta Vulnerabilidade;0;0;0
3515400;Baixíssima Vulnerabilidade;0;0;0
3515400;Muito Baixa Vulnerabilidade;6296;2430;15
3515400;Baixa Vulnerabilidade;1201;459;3
3515400;Média Vulnerabilidade;3930;1486;8
3515400;Alta Vulnerabilidade;4599;1636;7
3515400;Muito Alta Vulnerabilidade;0;0;0
3515509;Baixíssima Vulnerabilidade;1786;679;4
3515509;Muito Baixa Vulnerabilidade;40242;15657;96
3515509;Baixa Vulnerabilidade;7000;2849;18
3515509;Média Vulnerabilidade;13595;5199;30
3515509;Alta Vulnerabilidade;8086;3127;19
3515509;Muito Alta Vulnerabilidade;0;0;0
3515608;Baixíssima Vulnerabilidade;0;0;0
3515608;Muito Baixa Vulnerabilidade;2834;1094;6
3515608;Baixa Vulnerabilidade;0;0;0
3515608;Média Vulnerabilidade;2857;1065;8
3515608;Alta Vulnerabilidade;0;0;0
3515608;Muito Alta Vulnerabilidade;0;0;0
3515657;Baixíssima Vulnerabilidade;0;0;0
3515657;Muito Baixa Vulnerabilidade;337;126;1
3515657;Baixa Vulnerabilidade;0;0;0
3515657;Média Vulnerabilidade;848;311;2
3515657;Alta Vulnerabilidade;470;176;1
3515657;Muito Alta Vulnerabilidade;0;0;0
