municipio;nome;latitude;longitude;capital;codigo_uf;siafi_id;ddd;fuso_horario
;Cacimbinhas;-9,40121;-36,9911;;27;2723;82;America/Sao_Paulo
;Cacique Doble;-27,767;-51,6597;;43;8563;54;America/Sao_Paulo
;Cacoal;-11,4343;-61,4562;;11;9;69;America/Porto_Velho
CACONDE;Caconde;-21,528;-46,6437;;35;6275;19;America/Sao_Paulo
;Caçu;-18,5594;-51,1328;;52;9285;64;America/Sao_Paulo
;Caculé;-14,5003;-42,2229;;29;3399;77;America/Sao_Paulo
;Caém;-11,0677;-40,432;;29;3401;74;America/Sao_Paulo
;Caetanópolis;-19,2971;-44,4189;;31;4197;31;America/Sao_Paulo
;Caetanos;-14,3347;-40,9175;;29;3269;77;America/Sao_Paulo
;Caeté;-19,8826;-43,6704;;31;4199;31;America/Sao_Paulo
;Caetés;-8,7803;-36,6268;;26;2363;87;America/Sao_Paulo
;Caetité;-14,0684;-42,4861;;29;3403;77;America/Sao_Paulo
;Cafarnaum;-11,6914;-41,4688;;29;3405;74;America/Sao_Paulo
;Cafeara;-22,789;-51,7142;;41;7465;43;America/Sao_Paulo
CAFELANDIA;Cafelândia;-21,8031;-49,6092;;35;6277;14;America/Sao_Paulo
;Cafelândia;-24,6189;-53,3207;;41;7985;45;America/Sao_Paulo
;Cafezal do Sul;-23,9005;-53,5124;;41;5491;44;America/Sao_Paulo
CAIABU;Caiabu;-22,0127;-51,2394;;35;6279;18;America/Sao_Paulo
;Caiana;-20,6956;-41,9292;;31;4201;32;America/Sao_Paulo
;Caiapônia;-16,9539;-51,8091;;52;9287;64;America/Sao_Paulo
;Caibaté;-28,2905;-54,6454;;43;8565;55;America/Sao_Paulo
;Caibi;-27,0741;-53,2458;;42;8059;49;America/Sao_Paulo
;Caiçara;-27,2791;-53,4257;;43;8567;55;America/Sao_Paulo
;Caiçara;-6,62115;-35,4581;;25;1973;83;America/Sao_Paulo
;Caiçara do Norte;-5,07091;-36,0717;;24;414;84;America/Sao_Paulo
;Caiçara do Rio do Vento;-5,76541;-35,9938;;24;1637;84;America/Sao_Paulo
;Caicó;-6,45441;-37,1067;;24;1639;84;America/Sao_Paulo
CAIEIRAS;Caieiras;-23,3607;-46,7397;;35;6281;11;America/Sao_Paulo
;Cairu;-13,4904;-39,0465;;29;3407;75;America/Sao_Paulo
CAIUA;Caiuá;-21,8322;-51,9969;;35;6283;18;America/Sao_Paulo
CAJAMAR;Cajamar;-23,355;-46,8781;;35;6285;11;America/Sao_Paulo
;Cajapió;-2,87326;-44,6741;;21;745;98;America/Sao_Paulo
;Cajari;-3,32742;-45,0145;;21;747;98;America/Sao_Paulo
CAJATI;Cajati;-24,7324;-48,1223;;35;2967;13;America/Sao_Paulo
;Cajazeiras;-6,88004;-38,5577;;25;1975;83;America/Sao_Paulo
;Cajazeiras do Piauí;-6,79667;-42,3903;;22;286;89;America/Sao_Paulo
;Cajazeirinhas;-6,96016;-37,8009;;25;462;83;America/Sao_Paulo
CAJOBI;Cajobi;-20,8773;-48,8063;;35;6287;17;America/Sao_Paulo
;Cajueiro;-9,3994;-36,1559;;27;2725;82;America/Sao_Paulo
;Cajueiro da Praia;-2,93111;-41,3408;;22;288;86;America/Sao_Paulo
;Cajuri;-20,7903;-42,7925;;31;4203;31;America/Sao_Paulo
CAJURU;Cajuru;-21,2749;-47,303;;35;6289;16;America/Sao_Paulo
;Calçado;-8,73108;-36,3366;;26;2365;87;America/Sao_Paulo
;Calçoene;2,50475;-50,9512;;16;603;96;America/Sao_Paulo
;Caldas;-21,9183;-46,3843;;31;4205;35;America/Sao_Paulo
;Caldas Brandão;-7,1025;-35,3272;;25;1977;83;America/Sao_Paulo
;Caldas Novas;-17,7441;-48,6246;;52;9289;64;America/Sao_Paulo
;Caldazinha;-16,7117;-49,0013;;52;31;62;America/Sao_Paulo
;Caldeirão Grande;-11,0208;-40,2956;;29;3409;74;America/Sao_Paulo
;Caldeirão Grande do Piauí;-7,3314;-40,6366;;22;2271;89;America/Sao_Paulo
;Califórnia;-23,6566;-51,3574;;41;7467;43;America/Sao_Paulo
;Calmon;-26,5942;-51,095;;42;5553;49;America/Sao_Paulo
;Calumbi;-7,93551;-38,1482;;26;2367;87;America/Sao_Paulo
;Camacan;-15,4142;-39,4919;;29;3411;73;America/Sao_Paulo
;Camaçari;-12,6996;-38,3263;;29;3413;71;America/Sao_Paulo
;Camacho;-20,6294;-45,1593;;31;4207;37;America/Sao_Paulo
;Camalaú;-7,88503;-36,8242;;25;1979;83;America/Sao_Paulo
;Camamu;-13,9398;-39,1071;;29;3415;73;America/Sao_Paulo
;Camanducaia;-22,7515;-46,1494;;31;4209;35;America/Sao_Paulo
;Camapuã;-19,5347;-54,0431;;50;9049;67;America/Porto_Velho
;Camaquã;-30,8489;-51,8043;;43;8569;51;America/Sao_Paulo
;Camaragibe;-8,02351;-34,9782;;26;2629;81;America/Sao_Paulo
;Camargo;-28,588;-52,2003;;43;8447;54;America/Sao_Paulo
;Cambará;-23,0423;-50,0753;;41;7469;43;America/Sao_Paulo
;Cambará do Sul;-29,0474;-50,1465;;43;8571;54;America/Sao_Paulo
;Cambé;-23,2766;-51,2798;;41;7471;43;America/Sao_Paulo
;Cambira;-23,589;-51,5792;;41;7473;43;America/Sao_Paulo
;Camboriú;-27,0241;-48,6503;;42;8061;47;America/Sao_Paulo
;Cambuci;-21,5691;-41,9187;;33;5817;22;America/Sao_Paulo
;Cambuí;-22,6115;-46,0572;;31;4211;35;America/Sao_Paulo
;Cambuquira;-21,854;-45,2896;;31;4213;35;America/Sao_Paulo
;Cametá;-2,24295;-49,4979;;15;441;91;America/Sao_Paulo
;Camocim;-2,9005;-40,8544;;23;1351;88;America/Sao_Paulo
;Camocim de São Félix;-8,35865;-35,7653;;26;2369;81;America/Sao_Paulo
;Campanário;-18,2427;-41,7355;;31;4215;33;America/Sao_Paulo
;Campanha;-21,836;-45,4004;;31;4217;35;America/Sao_Paulo
;Campestre;-21,7079;-46,2381;;31;4219;35;America/Sao_Paulo
;Campestre;-8,84723;-35,5685;;27;560;82;America/Sao_Paulo
;Campestre da Serra;-28,7926;-51,0941;;43;6013;54;America/Sao_Paulo
;Campestre de Goiás;-16,7624;-49,695;;52;9291;62;America/Sao_Paulo
;Campestre do Maranhão;-6,17075;-47,3625;;21;140;99;America/Sao_Paulo
;Campina da Lagoa;-24,5893;-52,7976;;41;7475;44;America/Sao_Paulo
;Campina das Missões;-27,9888;-54,8416;;43;8573;55;America/Sao_Paulo
CAMPINA DO MONTE ALEGRE;Campina do Monte Alegre;-23,5895;-48,4758;;35;2999;15;America/Sao_Paulo
;Campina do Simão;-25,0802;-51,8237;;41;840;42;America/Sao_Paulo
;Campina Grande;-7,22196;-35,8731;;25;1981;83;America/Sao_Paulo
;Campina Grande do Sul;-25,3044;-49,0551;;41;7477;41;America/Sao_Paulo
;Campina Verde;-19,5382;-49,4862;;31;4221;34;America/Sao_Paulo
;Campinaçu;-13,787;-48,5704;;52;9687;62;America/Sao_Paulo
;Campinápolis;-14,5162;-52,893;;51;9863;66;America/Porto_Velho
CAMPINAS;Campinas;-22,9053;-47,0659;;35;6291;19;America/Sao_Paulo
;Campinas do Piauí;-7,6593;-41,8775;;22;1041;89;America/Sao_Paulo
;Campinas do Sul;-27,7174;-52,6248;;43;8575;54;America/Sao_Paulo
;Campinorte;-14,3137;-49,1511;;52;9293;62;America/Sao_Paulo
;Campo Alegre;-26,195;-49,2676;;42;8063;47;America/Sao_Paulo
;Campo Alegre;-9,78451;-36,3525;;27;2727;82;America/Sao_Paulo
;Campo Alegre de Goiás;-17,6363;-47,7768;;52;9295;64;America/Sao_Paulo
;Campo Alegre de Lourdes;-9,52221;-43,0126;;29;3417;74;America/Sao_Paulo
;Campo Alegre do Fidalgo;-8,38236;-41,8344;;22;290;89;America/Sao_Paulo
;Campo Azul;-16,5028;-44,8096;;31;580;38;America/Sao_Paulo
;Campo Belo;-20,8932;-45,2699;;31;4223;35;America/Sao_Paulo
;Campo Belo do Sul;-27,8975;-50,7595;;42;8065;49;America/Sao_Paulo
;Campo Bom;-29,6747;-51,0606;;43;8577;51;America/Sao_Paulo
;Campo Bonito;-25,0294;-52,9939;;41;8475;45;America/Sao_Paulo
;Campo do Brito;-10,7392;-37,4954;;28;3119;79;America/Sao_Paulo
;Campo do Meio;-21,1127;-45,8273;;31;4225;35;America/Sao_Paulo
;Campo do Tenente;-25,98;-49,6844;;41;7479;41;America/Sao_Paulo
;Campo Erê;-26,3931;-53,0856;;42;8067;49;America/Sao_Paulo
;Campo Florido;-19,7631;-48,5716;;31;4227;34;America/Sao_Paulo
;Campo Formoso;-10,5105;-40,32;;29;3419;74;America/Sao_Paulo
;Campo Grande;-9,95542;-36,7926;;27;2729;82;America/Sao_Paulo
;Campo Grande;-20,4486;-54,6295;1.0;50;9051;67;America/Porto_Velho
;Campo Grande do Piauí;-7,12827;-41,0315;;22;292;89;America/Sao_Paulo
;Campo Largo;-25,4525;-49,529;;41;7481;41;America/Sao_Paulo
;Campo Largo do Piauí;-3,80441;-42,64;;22;294;86;America/Sao_Paulo
;Campo Limpo de Goiás;-16,2971;-49,0895;;52;1070;62;America/Sao_Paulo
CAMPO LIMPO PAULISTA;Campo Limpo Paulista;-23,2078;-46,7889;;35;6293;11;America/Sao_Paulo
;Campo Magro;-25,3687;-49,4501;;41;842;41;America/Sao_Paulo
;Campo Maior;-4,8217;-42,1641;;22;1043;86;America/Sao_Paulo
;Campo Mourão;-24,0463;-52,378;;41;7483;44;America/Sao_Paulo
;Campo Novo;-27,6792;-53,8052;;43;8579;55;America/Sao_Paulo
;Campo Novo de Rondônia;-10,5712;-63,6266;;11;679;69;America/Porto_Velho
;Campo Novo do Parecis;-13,6587;-57,8907;;51;9777;65;America/Porto_Velho
;Campo Redondo;-6,23829;-36,1888;;24;1641;84;America/Sao_Paulo
;Campo Verde;-15,545;-55,1626;;51;9779;66;America/Porto_Velho
;Campos Altos;-19,6914;-46,1725;;31;4229;37;America/Sao_Paulo
;Campos Belos;-13,035;-46,7681;;52;9297;62;America/Sao_Paulo
;Campos Borges;-28,8871;-53,0008;;43;8445;54;America/Sao_Paulo
;Campos de Júlio;-13,7242;-59,2858;;51;1032;65;America/Porto_Velho
CAMPOS DO JORDAO;Campos do Jordão;-22,7296;-45,5833;;35;6295;12;America/Sao_Paulo
;Campos dos Goytacazes;-21,7622;-41,3181;;33;5819;22;America/Sao_Paulo
;Campos Gerais;-21,237;-45,7569;;31;4231;35;America/Sao_Paulo
;Campos Lindos;-7,98956;-46,8645;;17;173;63;America/Sao_Paulo
;Campos Novos;-27,4002;-51,2276;;42;8069;49;America/Sao_Paulo
CAMPOS NOVOS PAULISTA;Campos Novos Paulista;-22,602;-49,9987;;35;6297;14;America/Sao_Paulo
;Campos Sales;-7,06761;-40,3687;;23;1353;88;America/Sao_Paulo
;Campos Verdes;-14,2442;-49,6528;;52;9781;62;America/Sao_Paulo
;Camutanga;-7,40545;-35,2664;;26;2371;81;America/Sao_Paulo
;Cana Verde;-21,0232;-45,1801;;31;4237;35;America/Sao_Paulo
;Canaã;-20,6869;-42,6167;;31;4233;31;America/Sao_Paulo
;Canaã dos Carajás;-6,49659;-49,8776;;15;48;94;America/Sao_Paulo
;Canabrava do Norte;-11,0556;-51,8209;;51;129;66;America/Porto_Velho
CANANEIA;Cananéia;-25,0144;-47,9341;;35;6299;13;America/Sao_Paulo
;Canapi;-9,11932;-37,5967;;27;2731;82;America/Sao_Paulo
;Canápolis;-13,0725;-44,201;;29;3421;77;America/Sao_Paulo
;Canápolis;-18,7212;-49,2035;;31;4235;34;America/Sao_Paulo
;Canarana;-11,6858;-41,7677;;29;3423;74;America/Sao_Paulo
;Canarana;-13,5515;-52,2705;;51;9193;66;America/Porto_Velho
CANAS;Canas;-22,7003;-45,0521;;35;794;12;America/Sao_Paulo
;Canavieira;-7,68821;-43,7233;;22;2247;89;America/Sao_Paulo
;Canavieiras;-15,6722;-38,9536;;29;3425;73;America/Sao_Paulo
;Candeal;-11,8049;-39,1203;;29;3427;75;America/Sao_Paulo
;Candeias;-12,6716;-38,5472;;29;3429;71;America/Sao_Paulo
;Candeias;-20,7692;-45,2765;;31;4239;35;America/Sao_Paulo
;Candeias do Jamari;-8,7907;-63,7005;;11;681;69;America/Porto_Velho
;Candelária;-29,6684;-52,7895;;43;8581;51;America/Sao_Paulo
;Candiba;-14,4097;-42,8667;;29;3431;77;America/Sao_Paulo
;Cândido de Abreu;-24,5649;-51,3372;;41;7485;43;America/Sao_Paulo
;Cândido Godói;-27,9515;-54,7517;;43;8583;55;America/Sao_Paulo
;Cândido Mendes;-1,43265;-45,7161;;21;749;98;America/Sao_Paulo
CANDIDO MOTA;Cândido Mota;-22,7471;-50,3873;;35;6301;18;America/Sao_Paulo
CANDIDO RODRIGUES;Cândido Rodrigues;-21,3275;-48,6327;;35;6303;16;America/Sao_Paulo
;Cândido Sales;-15,4993;-41,2414;;29;3433;77;America/Sao_Paulo
;Candiota;-31,5516;-53,6773;;43;6083;53;America/Sao_Paulo
;Candói;-25,5758;-52,0409;;41;5499;42;America/Sao_Paulo
;Canela;-29,356;-50,8119;;43;8585;54;America/Sao_Paulo
;Canelinha;-27,2616;-48,7658;;42;8071;48;America/Sao_Paulo
;Canguaretama;-6,37193;-35,1281;;24;1643;84;America/Sao_Paulo
;Canguçu;-31,396;-52,6783;;43;8587;53;America/Sao_Paulo
;Canhoba;-10,1365;-36,9806;;28;3121;79;America/Sao_Paulo
;Canhotinho;-8,87652;-36,1979;;26;2373;87;America/Sao_Paulo
;Canindé;-4,35162;-39,3155;;23;1355;85;America/Sao_Paulo
;Canindé de São Francisco;-9,64882;-37,7923;;28;3123;79;America/Sao_Paulo
CANITAR;Canitar;-23,004;-49,7839;;35;2947;14;America/Sao_Paulo
;Canoas;-29,9128;-51,1857;;43;8589;51;America/Sao_Paulo
;Canoinhas;-26,1766;-50,395;;42;8073;47;America/Sao_Paulo
;Cansanção;-10,6647;-39,4944;;29;3435;75;America/Sao_Paulo
;Cantá;2,60994;-60,6058;;14;28;95;America/Porto_Velho
;Cantagalo;-21,9797;-42,3664;;33;5821;22;America/Sao_Paulo
;Cantagalo;-25,3734;-52,1198;;41;8451;42;America/Sao_Paulo
;Cantagalo;-18,5248;-42,6223;;31;582;33;America/Sao_Paulo
;Cantanhede;-3,63757;-44,383;;21;751;98;America/Sao_Paulo
;Canto do Buriti;-8,1111;-42,9517;;22;1045;89;America/Sao_Paulo
;Canudos;-9,90014;-39,1471;;29;3085;75;America/Sao_Paulo
;Canudos do Vale;-29,3271;-52,2374;;43;1130;51;America/Sao_Paulo
;Canutama;-6,52582;-64,3953;;13;219;97;America/Porto_Velho
;Capanema;-1,20529;-47,1778;;15;443;91;America/Sao_Paulo
;Capanema;-25,6691;-53,8055;;41;7487;46;America/Sao_Paulo
;Capão Alto;-27,9389;-50,5098;;42;906;49;America/Sao_Paulo
CAPAO BONITO;Capão Bonito;-24,0113;-48,3482;;35;6305;15;America/Sao_Paulo
;Capão Bonito do Sul;-28,1254;-51,3961;;43;1132;54;America/Sao_Paulo
;Capão da Canoa;-29,7642;-50,0282;;43;8915;51;America/Sao_Paulo
;Capão do Cipó;-28,9312;-54,5558;;43;1134;55;America/Sao_Paulo
;Capão do Leão;-31,7565;-52,4889;;43;8973;53;America/Sao_Paulo
;Caparaó;-20,5289;-41,9061;;31;4241;32;America/Sao_Paulo
;Capela;-9,41504;-36,0826;;27;2733;82;America/Sao_Paulo
;Capela;-10,5069;-37,0628;;28;3125;79;America/Sao_Paulo
;Capela de Santana;-29,6961;-51,328;;43;8443;51;America/Sao_Paulo
CAPELA DO ALTO;Capela do Alto;-23,4685;-47,7388;;35;6307;15;America/Sao_Paulo
;Capela do Alto Alegre;-11,6658;-39,8349;;29;3081;75;America/Sao_Paulo
;Capela Nova;-20,9179;-43,622;;31;4243;31;America/Sao_Paulo
;Capelinha;-17,6888;-42,5147;;31;4245;33;America/Sao_Paulo
;Capetinga;-20,6163;-47,0571;;31;4247;35;America/Sao_Paulo
;Capim;-6,91624;-35,1673;;25;464;83;America/Sao_Paulo
;Capim Branco;-19,5471;-44,1304;;31;4249;31;America/Sao_Paulo
;Capim Grosso;-11,3797;-40,0089;;29;3083;74;America/Sao_Paulo
;Capinópolis;-18,6862;-49,5706;;31;4251;34;America/Sao_Paulo
;Capinzal;-27,3473;-51,6057;;42;8075;49;America/Sao_Paulo
;Capinzal do Norte;-4,7236;-44,328;;21;142;99;America/Sao_Paulo
;Capistrano;-4,45569;-38,9048;;23;1357;85;America/Sao_Paulo
;Capitão;-29,2674;-51,9853;;43;6025;51;America/Sao_Paulo
;Capitão Andrade;-19,0748;-41,8614;;31;2651;33;America/Sao_Paulo
;Capitão de Campos;-4,457;-41,944;;22;1047;86;America/Sao_Paulo
;Capitão Enéas;-16,3265;-43,7084;;31;4253;38;America/Sao_Paulo
;Capitão Gervásio Oliveira;-8,49655;-41,814;;22;296;89;America/Sao_Paulo
;Capitão Leônidas Marques;-25,4816;-53,6112;;41;7489;45;America/Sao_Paulo
;Capitão Poço;-1,74785;-47,0629;;15;445;91;America/Sao_Paulo
;Capitólio;-20,6164;-46,0493;;31;4255;37;America/Sao_Paulo
CAPIVARI;Capivari;-22,9951;-47,5071;;35;6309;19;America/Sao_Paulo
;Capivari de Baixo;-28,4498;-48,9631;;42;5545;48;America/Sao_Paulo
;Capivari do Sul;-30,1383;-50,5152;;43;962;51;America/Sao_Paulo
;Capixaba;-10,566;-67,686;;12;647;68;America/Rio_Branco
;Capoeiras;-8,73423;-36,6306;;26;2375;87;America/Sao_Paulo
;Caputira;-20,1703;-42,2683;;31;4257;31;America/Sao_Paulo
;Caraá;-29,7869;-50,4316;;43;964;51;America/Sao_Paulo
;Caracaraí;1,82766;-61,1304;;14;303;95;America/Porto_Velho
;Caracol;-9,27933;-43,329;;22;1049;89;America/Sao_Paulo
;Caracol;-22,011;-57,0277;;50;9053;67;America/Porto_Velho
CARAGUATATUBA;Caraguatatuba;-23,6125;-45,4125;;35;6311;12;America/Sao_Paulo
;Caraí;-17,1862;-41,7004;;31;4259;33;America/Sao_Paulo
;Caraíbas;-14,7177;-41,2603;;29;3271;77;America/Sao_Paulo
;Carambeí;-24,9152;-50,0986;;41;844;42;America/Sao_Paulo
;Caranaíba;-20,8707;-43,7417;;31;4261;31;America/Sao_Paulo
;Carandaí;-20,9566;-43,811;;31;4263;32;America/Sao_Paulo
;Carangola;-20,7343;-42,0313;;31;4265;32;America/Sao_Paulo
;Carapebus;-22,1821;-41,663;;33;772;22;America/Sao_Paulo
CARAPICUIBA;Carapicuíba;-23,5235;-46,8407;;35;6313;11;America/Sao_Paulo
;Caratinga;-19,7868;-42,1292;;31;4267;33;America/Sao_Paulo
;Carauari;-4,88161;-66,9086;;13;221;97;America/Porto_Velho
;Caraúbas;-5,78387;-37,5586;;24;1645;84;America/Sao_Paulo
;Caraúbas;-7,72049;-36,492;;25;466;83;America/Sao_Paulo
;Caraúbas do Piauí;-3,47525;-41,8425;;22;298;86;America/Sao_Paulo
;Caravelas;-17,7268;-39,2597;;29;3437;73;America/Sao_Paulo
;Carazinho;-28,2958;-52,7933;;43;8591;54;America/Sao_Paulo
;Carbonita;-17,5255;-43,0137;;31;4269;38;America/Sao_Paulo
;Cardeal da Silva;-11,9472;-37,9469;;29;3439;75;America/Sao_Paulo
CARDOSO;Cardoso;-20,08;-49,9183;;35;6315;17;America/Sao_Paulo
;Cardoso Moreira;-21,4846;-41,6165;;33;2915;22;America/Sao_Paulo
;Careaçu;-22,0424;-45,696;;31;4271;35;America/Sao_Paulo
;Careiro;-3,76803;-60,369;;13;223;92;America/Porto_Velho
;Careiro da Várzea;-3,314;-59,5557;;13;965;92;America/Porto_Velho
;Cariacica;-20,2632;-40,4165;;32;5625;27;America/Sao_Paulo
;Caridade;-4,22514;-39,1912;;23;1359;85;America/Sao_Paulo
;Caridade do Piauí;-7,73435;-40,9848;;22;300;89;America/Sao_Paulo
;Carinhanha;-14,2985;-43,7724;;29;3441;77;America/Sao_Paulo
;Carira;-10,3524;-37,7002;;28;3127;79;America/Sao_Paulo
;Cariré;-3,94858;-40,476;;23;1361;88;America/Sao_Paulo
;Cariri do Tocantins;-11,8881;-49,1609;;17;327;63;America/Sao_Paulo
;Caririaçu;-7,02808;-39,2828;;23;1363;88;America/Sao_Paulo
;Cariús;-6,52428;-39,4916;;23;1365;88;America/Sao_Paulo
;Carlinda;-9,94912;-55,8417;;51;1034;66;America/Porto_Velho
;Carlópolis;-23,4269;-49,7235;;41;7491;43;America/Sao_Paulo
;Carlos Barbosa;-29,2969;-51,5028;;43;8593;54;America/Sao_Paulo
;Carlos Chagas;-17,6973;-40,7723;;31;4273;33;America/Sao_Paulo
;Carlos Gomes;-27,7167;-51,9121;;43;5961;54;America/Sao_Paulo
;Carmésia;-19,0877;-43,1382;;31;4275;31;America/Sao_Paulo
;Carmo;-21,931;-42,6046;;33;5823;22;America/Sao_Paulo
;Carmo da Cachoeira;-21,4633;-45,2201;;31;4277;35;America/Sao_Paulo
;Carmo da Mata;-20,5575;-44,8735;;31;4279;37;America/Sao_Paulo
;Carmo de Minas;-22,1204;-45,1307;;31;4281;35;America/Sao_Paulo
;Carmo do Cajuru;-20,1912;-44,7664;;31;4283;37;America/Sao_Paulo
;Carmo do Paranaíba;-18,991;-46,3167;;31;4285;34;America/Sao_Paulo
;Carmo do Rio Claro;-20,9736;-46,1149;;31;4287;35;America/Sao_Paulo
;Carmo do Rio Verde;-15,3549;-49,708;;52;9299;62;America/Sao_Paulo
;Carmolândia;-7,03262;-48,3978;;17;175;63;America/Sao_Paulo
;Carmópolis;-10,6449;-36,9887;;28;3129;79;America/Sao_Paulo
;Carmópolis de Minas;-20,5396;-44,6336;;31;4289;37;America/Sao_Paulo
;Carnaíba;-7,79342;-37,7946;;26;2377;87;America/Sao_Paulo
;Carnaúba dos Dantas;-6,55015;-36,5868;;24;1647;84;America/Sao_Paulo
;Carnaubais;-5,34181;-36,8335;;24;1649;84;America/Sao_Paulo
;Carnaubal;-4,15985;-40,9413;;23;1367;88;America/Sao_Paulo
;Carnaubeira da Penha;-8,31799;-38,7512;;26;2635;87;America/Sao_Paulo
;Carneirinho;-19,6987;-50,6894;;31;2685;34;America/Sao_Paulo
;Carneiros;-9,48476;-37,3773;;27;2735;82;America/Sao_Paulo
;Caroebe;0,884203;-59,6959;;14;30;95;America/Porto_Velho
;Carolina;-7,33584;-47,4634;;21;753;99;America/Sao_Paulo
;Carpina;-7,84566;-35,2514;;26;2379;81;America/Sao_Paulo
;Carrancas;-21,4898;-44,6446;;31;4291;35;America/Sao_Paulo
;Carrapateira;-7,03414;-38,3399;;25;1983;83;America/Sao_Paulo
;Carrasco Bonito;-5,31415;-48,0314;;17;177;63;America/Sao_Paulo
;Caruaru;-8,28455;-35,9699;;26;2381;81;America/Sao_Paulo
;Carutapera;-1,19696;-46,0085;;21;755;98;America/Sao_Paulo
;Carvalhópolis;-21,7735;-45,8421;;31;4293;35;America/Sao_Paulo
;Carvalhos;-22;-44,4632;;31;4295;35;America/Sao_Paulo
CASA BRANCA;Casa Branca;-21,7708;-47,0852;;35;6317;19;America/Sao_Paulo
;Casa Grande;-20,7925;-43,9343;;31;4297;31;America/Sao_Paulo
;Casa Nova;-9,16408;-40,974;;29;3443;74;America/Sao_Paulo
;Casca;-28,5605;-51,9815;;43;8595;54;America/Sao_Paulo
;Cascalho Rico;-18,5772;-47,8716;;31;4299;34;America/Sao_Paulo
;Cascavel;-24,9573;-53,459;;41;7493;45;America/Sao_Paulo
;Cascavel;-4,12967;-38,2412;;23;1369;85;America/Sao_Paulo
;Caseara;-9,27612;-49,9521;;17;9717;63;America/Sao_Paulo
;Caseiros;-28,2582;-51,6861;;43;8441;54;America/Sao_Paulo
;Casimiro de Abreu;-22,4812;-42,2066;;33;5825;22;America/Sao_Paulo
;Casinhas;-7,74084;-35,7206;;26;546;81;America/Sao_Paulo
;Casserengue;-6,77954;-35,8179;;25;468;83;America/Sao_Paulo
;Cássia;-20,5831;-46,9201;;31;4301;35;America/Sao_Paulo
CASSIA DOS COQUEIROS;Cássia dos Coqueiros;-21,2801;-47,1643;;35;6319;16;America/Sao_Paulo
;Cassilândia;-19,1179;-51,7313;;50;9057;67;America/Porto_Velho
;Castanhal;-1,29797;-47,9167;;15;447;91;America/Sao_Paulo
;Castanheira;-11,1251;-58,6081;;51;9783;66;America/Porto_Velho
;Castanheiras;-11,4253;-61,9482;;11;691;69;America/Porto_Velho
;Castelândia;-18,0921;-50,203;;52;81;64;America/Sao_Paulo
;Castelo;-20,6033;-41,2031;;32;5627;28;America/Sao_Paulo
;Castelo do Piauí;-5,31869;-41,5499;;22;1051;86;America/Sao_Paulo
CASTILHO;Castilho;-20,8689;-51,4884;;35;6321;18;America/Sao_Paulo
;Castro;-24,7891;-50,0108;;41;7495;42;America/Sao_Paulo
;Castro Alves;-12,7579;-39,4248;;29;3445;75;America/Sao_Paulo
;Cataguases;-21,3924;-42,6896;;31;4305;32;America/Sao_Paulo
;Catalão;-18,1656;-47,944;;52;9301;64;America/Sao_Paulo
CATANDUVA;Catanduva;-21,1314;-48,977;;35;6323;17;America/Sao_Paulo
;Catanduvas;-25,2044;-53,1548;;41;7497;45;America/Sao_Paulo
;Catanduvas;-27,069;-51,6602;;42;8077;49;America/Sao_Paulo
;Catarina;-6,12291;-39,8736;;23;1371;88;America/Sao_Paulo
;Catas Altas;-20,0734;-43,4061;;31;584;31;America/Sao_Paulo
;Catas Altas da Noruega;-20,6901;-43,4939;;31;4307;31;America/Sao_Paulo
;Catende;-8,67509;-35,7024;;26;2383;81;America/Sao_Paulo
CATIGUA;Catiguá;-21,0519;-49,0616;;35;6325;17;America/Sao_Paulo
;Catingueira;-7,12008;-37,6064;;25;1985;83;America/Sao_Paulo
;Catolândia;-12,31;-44,8648;;29;3447;77;America/Sao_Paulo
;Catolé do Rocha;-6,34062;-37,747;;25;1987;83;America/Sao_Paulo
;Catu;-12,3513;-38,3791;;29;3449;71;America/Sao_Paulo
;Catuípe;-28,2554;-54,0132;;43;8597;55;America/Sao_Paulo
;Catuji;-17,3018;-41,5276;;31;2653;33;America/Sao_Paulo
;Catunda;-4,64336;-40,2;;23;983;88;America/Sao_Paulo
;Caturaí;-16,4447;-49,4936;;52;9303;62;America/Sao_Paulo
;Caturama;-13,3239;-42,2904;;29;3273;77;America/Sao_Paulo
;Caturité;-7,41659;-36,0306;;25;470;83;America/Sao_Paulo
;Catuti;-15,3616;-42,9627;;31;586;38;America/Sao_Paulo
;Caucaia;-3,72797;-38,6619;;23;1373;85;America/Sao_Paulo
;Cavalcante;-13,7976;-47,4566;;52;9305;62;America/Sao_Paulo
;Caxambu;-21,9753;-44,9319;;31;4309;35;America/Sao_Paulo
;Caxambu do Sul;-27,1624;-52,8807;;42;8079;49;America/Sao_Paulo
;Caxias;-4,86505;-43,3617;;21;757;99;America/Sao_Paulo
;Caxias do Sul;-29,1629;-51,1792;;43;8599;54;America/Sao_Paulo
;Caxingó;-3,41904;-41,8955;;22;302;86;America/Sao_Paulo
;Ceará-Mirim;-5,64323;-35,4247;;24;1651;84;America/Sao_Paulo
;Cedral;-2,00027;-44,5281;;21;759;98;America/Sao_Paulo
CEDRAL;Cedral;-20,9009;-49,2664;;35;6327;17;America/Sao_Paulo
;Cedro;-6,60034;-39,0609;;23;1375;88;America/Sao_Paulo
;Cedro;-7,71179;-39,2367;;26;2385;87;America/Sao_Paulo
;Cedro de São João;-10,2534;-36,8856;;28;3131;79;America/Sao_Paulo
