municipio;nome;latitude;longitude;capital;codigo_uf;siafi_id;ddd;fuso_horario
;Monte Santo de Minas;-21,1873;-46,9753;;31;4863;35;America/Sao_Paulo
;Monte Santo do Tocantins;-10,0075;-48,9941;;17;90;63;America/Sao_Paulo
;Monte Sião;-22,4335;-46,573;;31;4867;35;America/Sao_Paulo
;Monteiro;-7,88363;-37,1184;;25;2095;83;America/Sao_Paulo
MONTEIRO LOBATO;Monteiro Lobato;-22,9544;-45,8407;;35;6735;12;America/Sao_Paulo
;Monteirópolis;-9,60357;-37,2505;;27;2807;82;America/Sao_Paulo
;Montenegro;-29,6824;-51,4679;;43;8749;51;America/Sao_Paulo
;Montes Altos;-5,83067;-47,0673;;21;839;99;America/Sao_Paulo
;Montes Claros;-16,7282;-43,8578;;31;4865;38;America/Sao_Paulo
;Montes Claros de Goiás;-16,0059;-51,3979;;52;9471;62;America/Sao_Paulo
;Montezuma;-15,1702;-42,4941;;31;2697;38;America/Sao_Paulo
;Montividiu;-17,4439;-51,1728;;52;9933;64;America/Sao_Paulo
;Montividiu do Norte;-13,3485;-48,6853;;52;79;62;America/Sao_Paulo
;Morada Nova;-5,09736;-38,3702;;23;1475;88;America/Sao_Paulo
;Morada Nova de Minas;-18,5998;-45,3584;;31;4869;37;America/Sao_Paulo
;Moraújo;-3,46311;-40,6776;;23;1477;88;America/Sao_Paulo
;Moreilândia;-7,61931;-39,546;;26;2585;87;America/Sao_Paulo
;Moreira Sales;-24,0509;-53,0102;;41;7707;44;America/Sao_Paulo
;Moreno;-8,10871;-35,0835;;26;2487;81;America/Sao_Paulo
;Mormaço;-28,6968;-52,6999;;43;5933;54;America/Sao_Paulo
;Morpará;-11,5569;-43,2766;;29;3733;77;America/Sao_Paulo
;Morretes;-25,4744;-48,8345;;41;7709;41;America/Sao_Paulo
;Morrinhos;-17,7334;-49,1059;;52;9473;64;America/Sao_Paulo
;Morrinhos;-3,23426;-40,1233;;23;1479;88;America/Sao_Paulo
;Morrinhos do Sul;-29,3578;-49,9328;;43;5775;51;America/Sao_Paulo
MORRO AGUDO;Morro Agudo;-20,7288;-48,0581;;35;6739;16;America/Sao_Paulo
;Morro Agudo de Goiás;-15,3184;-50,0553;;52;9935;62;America/Sao_Paulo
;Morro Cabeça no Tempo;-9,71891;-43,9072;;22;350;89;America/Sao_Paulo
;Morro da Fumaça;-28,6511;-49,2169;;42;8219;48;America/Sao_Paulo
;Morro da Garça;-18,5356;-44,601;;31;4871;38;America/Sao_Paulo
;Morro do Chapéu;-11,5488;-41,1565;;29;3735;74;America/Sao_Paulo
;Morro do Chapéu do Piauí;-3,73337;-42,3024;;22;352;86;America/Sao_Paulo
;Morro do Pilar;-19,2236;-43,3795;;31;4873;31;America/Sao_Paulo
;Morro Grande;-28,8006;-49,7214;;42;5539;48;America/Sao_Paulo
;Morro Redondo;-31,5887;-52,6261;;43;7385;53;America/Sao_Paulo
;Morro Reuter;-29,5379;-51,0811;;43;6019;51;America/Sao_Paulo
;Morros;-2,85379;-44,0357;;21;841;98;America/Sao_Paulo
;Mortugaba;-15,0225;-42,3727;;29;3737;77;America/Sao_Paulo
MORUNGABA;Morungaba;-22,8811;-46,7896;;35;6741;11;America/Sao_Paulo
;Mossâmedes;-16,124;-50,2136;;52;9475;64;America/Sao_Paulo
;Mossoró;-5,18374;-37,3474;;24;1759;84;America/Sao_Paulo
;Mostardas;-31,1054;-50,9167;;43;8751;51;America/Sao_Paulo
MOTUCA;Motuca;-21,5103;-48,1538;;35;7263;16;America/Sao_Paulo
;Mozarlândia;-14,7457;-50,5713;;52;9477;62;America/Sao_Paulo
;Muaná;-1,53936;-49,2224;;15;497;91;America/Sao_Paulo
;Mucajaí;2,43998;-60,9096;;14;309;95;America/Porto_Velho
;Mucambo;-3,90271;-40,7452;;23;1481;88;America/Sao_Paulo
;Mucugê;-13,0053;-41,3703;;29;3739;75;America/Sao_Paulo
;Muçum;-29,163;-51,8714;;43;8753;51;America/Sao_Paulo
;Mucuri;-18,0754;-39,5565;;29;3741;73;America/Sao_Paulo
;Mucurici;-18,0965;-40,52;;32;5671;27;America/Sao_Paulo
;Muitos Capões;-28,3132;-51,1836;;43;1002;54;America/Sao_Paulo
;Muliterno;-28,3253;-51,7697;;43;5935;54;America/Sao_Paulo
;Mulungu;-7,02525;-35,46;;25;2097;83;America/Sao_Paulo
;Mulungu;-4,30294;-38,9951;;23;1483;85;America/Sao_Paulo
;Mulungu do Morro;-11,9648;-41,6374;;29;3299;74;America/Sao_Paulo
;Mundo Novo;-11,8541;-40,4714;;29;3743;74;America/Sao_Paulo
;Mundo Novo;-23,9355;-54,281;;50;9179;67;America/Porto_Velho
;Mundo Novo;-13,7729;-50,2814;;52;9651;62;America/Sao_Paulo
;Munhoz;-22,6092;-46,362;;31;4875;35;America/Sao_Paulo
;Munhoz de Melo;-23,1487;-51,7737;;41;7711;44;America/Sao_Paulo
;Muniz Ferreira;-13,0092;-39,1092;;29;3745;75;America/Sao_Paulo
;Muniz Freire;-20,4652;-41,4156;;32;5673;28;America/Sao_Paulo
;Muquém de São Francisco;-12,065;-43,5497;;29;3005;77;America/Sao_Paulo
;Muqui;-20,9509;-41,346;;32;5675;28;America/Sao_Paulo
;Muriaé;-21,13;-42,3693;;31;4877;32;America/Sao_Paulo
;Muribeca;-10,4271;-36,9588;;28;3185;79;America/Sao_Paulo
;Murici;-9,30682;-35,9428;;27;2809;82;America/Sao_Paulo
;Murici dos Portelas;-3,319;-42,094;;22;354;86;America/Sao_Paulo
;Muricilândia;-7,14669;-48,6091;;17;187;63;America/Sao_Paulo
;Muritiba;-12,6329;-38,9921;;29;3747;75;America/Sao_Paulo
MURUTINGA DO SUL;Murutinga do Sul;-20,9908;-51,2774;;35;6743;18;America/Sao_Paulo
;Mutuípe;-13,2284;-39,5044;;29;3749;75;America/Sao_Paulo
;Mutum;-19,8121;-41,4407;;31;4879;33;America/Sao_Paulo
;Mutunópolis;-13,7303;-49,2745;;52;9479;62;America/Sao_Paulo
;Muzambinho;-21,3692;-46,5213;;31;4881;35;America/Sao_Paulo
;Nacip Raydan;-18,4544;-42,2481;;31;4883;33;America/Sao_Paulo
NANTES;Nantes;-22,6156;-51,24;;35;804;18;America/Sao_Paulo
;Nanuque;-17,8481;-40,3533;;31;4885;33;America/Sao_Paulo
;Não-Me-Toque;-28,4548;-52,8182;;43;8755;54;America/Sao_Paulo
;Naque;-19,2291;-42,3312;;31;656;33;America/Sao_Paulo
NARANDIBA;Narandiba;-22,4057;-51,5274;;35;6745;18;America/Sao_Paulo
;Natal;-5,79357;-35,1986;1.0;24;1761;84;America/Sao_Paulo
;Natalândia;-16,5021;-46,4874;;31;658;38;America/Sao_Paulo
;Natércia;-22,1158;-45,5123;;31;4887;35;America/Sao_Paulo
;Natividade;-11,7034;-47,7223;;17;9481;63;America/Sao_Paulo
;Natividade;-21,039;-41,9697;;33;5861;22;America/Sao_Paulo
NATIVIDADE DA SERRA;Natividade da Serra;-23,3707;-45,4468;;35;6747;12;America/Sao_Paulo
;Natuba;-7,63514;-35,5586;;25;2099;83;America/Sao_Paulo
;Navegantes;-26,8943;-48,6546;;42;8221;47;America/Sao_Paulo
;Naviraí;-23,0618;-54,1995;;50;9113;67;America/Porto_Velho
;Nazaré;-13,0235;-39,0108;;29;3751;75;America/Sao_Paulo
;Nazaré;-6,37496;-47,6643;;17;9483;63;America/Sao_Paulo
;Nazaré da Mata;-7,74149;-35,2193;;26;2489;81;America/Sao_Paulo
;Nazaré do Piauí;-6,97023;-42,6773;;22;1133;89;America/Sao_Paulo
NAZARE PAULISTA;Nazaré Paulista;-23,1747;-46,3983;;35;6749;11;America/Sao_Paulo
;Nazareno;-21,2168;-44,6138;;31;4889;35;America/Sao_Paulo
;Nazarezinho;-6,9114;-38,322;;25;2101;83;America/Sao_Paulo
;Nazária;-5,35128;-42,8153;;22;1180;86;America/Sao_Paulo
;Nazário;-16,5808;-49,8817;;52;9485;64;America/Sao_Paulo
;Neópolis;-10,3215;-36,585;;28;3187;79;America/Sao_Paulo
;Nepomuceno;-21,2324;-45,235;;31;4891;35;America/Sao_Paulo
;Nerópolis;-16,4047;-49,2227;;52;9487;62;America/Sao_Paulo
NEVES PAULISTA;Neves Paulista;-20,843;-49,6358;;35;6751;17;America/Sao_Paulo
;Nhamundá;-2,20793;-56,7112;;13;263;92;America/Porto_Velho
NHANDEARA;Nhandeara;-20,6945;-50,0436;;35;6753;17;America/Sao_Paulo
;Nicolau Vergueiro;-28,5298;-52,4676;;43;5937;54;America/Sao_Paulo
;Nilo Peçanha;-13,604;-39,1091;;29;3753;73;America/Sao_Paulo
;Nilópolis;-22,8057;-43,4233;;33;5863;21;America/Sao_Paulo
;Nina Rodrigues;-3,46788;-43,9134;;21;843;98;America/Sao_Paulo
;Ninheira;-15,3148;-41,7564;;31;660;38;America/Sao_Paulo
;Nioaque;-21,1419;-55,8296;;50;9115;67;America/Porto_Velho
NIPOA;Nipoã;-20,9114;-49,7833;;35;6755;17;America/Sao_Paulo
;Niquelândia;-14,4662;-48,4599;;52;9489;62;America/Sao_Paulo
;Nísia Floresta;-6,09329;-35,1991;;24;1763;84;America/Sao_Paulo
;Niterói;-22,8832;-43,1034;;33;5865;21;America/Sao_Paulo
;Nobres;-14,7192;-56,3284;;51;9117;65;America/Porto_Velho
;Nonoai;-27,3689;-52,7756;;43;8757;54;America/Sao_Paulo
;Nordestina;-10,8192;-39,4297;;29;3979;75;America/Sao_Paulo
;Normandia;3,8853;-59,6204;;14;311;95;America/Porto_Velho
;Nortelândia;-14,454;-56,7945;;51;9119;65;America/Porto_Velho
;Nossa Senhora Aparecida;-10,3944;-37,4517;;28;3135;79;America/Sao_Paulo
;Nossa Senhora da Glória;-10,2158;-37,4211;;28;3189;79;America/Sao_Paulo
;Nossa Senhora das Dores;-10,4854;-37,1963;;28;3191;79;America/Sao_Paulo
;Nossa Senhora das Graças;-22,9129;-51,7978;;41;7713;44;America/Sao_Paulo
;Nossa Senhora de Lourdes;-10,0772;-37,0615;;28;3193;79;America/Sao_Paulo
;Nossa Senhora de Nazaré;-4,63019;-42,173;;22;356;86;America/Sao_Paulo
;Nossa Senhora do Livramento;-15,772;-56,3432;;51;9121;65;America/Porto_Velho
;Nossa Senhora do Socorro;-10,8468;-37,1231;;28;3195;79;America/Sao_Paulo
;Nossa Senhora dos Remédios;-3,97574;-42,6184;;22;1135;86;America/Sao_Paulo
NOVA ALIANCA;Nova Aliança;-21,0156;-49,4986;;35;6757;17;America/Sao_Paulo
;Nova Aliança do Ivaí;-23,1763;-52,6032;;41;7715;44;America/Sao_Paulo
;Nova Alvorada;-28,6822;-52,1631;;43;7383;54;America/Sao_Paulo
;Nova Alvorada do Sul;-21,4657;-54,3825;;50;143;67;America/Porto_Velho
;Nova América;-15,0206;-49,8953;;52;9491;62;America/Sao_Paulo
;Nova América da Colina;-23,3308;-50,7168;;41;7717;43;America/Sao_Paulo
;Nova Andradina;-22,238;-53,3437;;50;9123;67;America/Porto_Velho
;Nova Araçá;-28,6537;-51,7458;;43;8759;54;America/Sao_Paulo
;Nova Aurora;-24,5289;-53,2575;;41;7965;45;America/Sao_Paulo
;Nova Aurora;-18,0597;-48,2552;;52;9493;64;America/Sao_Paulo
;Nova Bandeirantes;-9,84977;-57,8139;;51;117;66;America/Porto_Velho
;Nova Bassano;-28,7291;-51,7072;;43;8761;54;America/Sao_Paulo
;Nova Belém;-18,4925;-41,1107;;31;662;33;America/Sao_Paulo
;Nova Boa Vista;-27,9926;-52,9784;;43;5953;54;America/Sao_Paulo
;Nova Brasilândia;-14,9612;-54,9685;;51;8981;66;America/Porto_Velho
;Nova Brasilândia D'Oeste;-11,7247;-62,3127;;11;41;69;America/Porto_Velho
;Nova Bréscia;-29,2182;-52,0319;;43;8763;51;America/Sao_Paulo
NOVA CAMPINA;Nova Campina;-24,1224;-48,9022;;35;3061;15;America/Sao_Paulo
;Nova Canaã;-14,7912;-40,1458;;29;3755;73;America/Sao_Paulo
;Nova Canaã do Norte;-10,558;-55,953;;51;9889;66;America/Porto_Velho
NOVA CANAA PAULISTA;Nova Canaã Paulista;-20,3836;-50,9483;;35;2985;17;America/Sao_Paulo
;Nova Candelária;-27,6137;-54,1074;;43;1004;55;America/Sao_Paulo
;Nova Cantu;-24,6723;-52,5661;;41;7719;44;America/Sao_Paulo
NOVA CASTILHO;Nova Castilho;-20,7615;-50,3477;;35;806;17;America/Sao_Paulo
;Nova Colinas;-7,12263;-46,2607;;21;200;99;America/Sao_Paulo
;Nova Crixás;-14,0957;-50,33;;52;9653;62;America/Sao_Paulo
;Nova Cruz;-6,47511;-35,4286;;24;1765;84;America/Sao_Paulo
;Nova Era;-19,7577;-43,0333;;31;4893;31;America/Sao_Paulo
;Nova Erechim;-26,8982;-52,9066;;42;8223;49;America/Sao_Paulo
;Nova Esperança;-23,182;-52,2031;;41;7721;44;America/Sao_Paulo
;Nova Esperança do Piriá;-2,26693;-46,9731;;15;391;91;America/Sao_Paulo
;Nova Esperança do Sudoeste;-25,9004;-53,2618;;41;5477;46;America/Sao_Paulo
;Nova Esperança do Sul;-29,4066;-54,8293;;43;7381;55;America/Sao_Paulo
NOVA EUROPA;Nova Europa;-21,7765;-48,5705;;35;6759;16;America/Sao_Paulo
;Nova Fátima;-23,4324;-50,5665;;41;7723;43;America/Sao_Paulo
;Nova Fátima;-11,6031;-39,6302;;29;3007;75;America/Sao_Paulo
;Nova Floresta;-6,45056;-36,2057;;25;2103;83;America/Sao_Paulo
;Nova Friburgo;-22,2932;-42,5377;;33;5867;22;America/Sao_Paulo
;Nova Glória;-15,145;-49,5737;;52;9655;62;America/Sao_Paulo
NOVA GRANADA;Nova Granada;-20,5321;-49,3123;;35;6761;17;America/Sao_Paulo
;Nova Guarita;-10,312;-55,4061;;51;121;66;America/Porto_Velho
NOVA GUATAPORANGA;Nova Guataporanga;-21,332;-51,6447;;35;6763;18;America/Sao_Paulo
;Nova Hartz;-29,5808;-50,9051;;43;7379;51;America/Sao_Paulo
;Nova Ibiá;-13,812;-39,6182;;29;3009;73;America/Sao_Paulo
;Nova Iguaçu;-22,7556;-43,4603;;33;5869;21;America/Sao_Paulo
;Nova Iguaçu de Goiás;-14,2868;-49,3872;;52;87;62;America/Sao_Paulo
NOVA INDEPENDENCIA;Nova Independência;-21,1026;-51,4905;;35;6765;18;America/Sao_Paulo
;Nova Iorque;-6,73047;-44,0471;;21;845;99;America/Sao_Paulo
;Nova Ipixuna;-4,91622;-49,0822;;15;56;94;America/Sao_Paulo
;Nova Itaberaba;-26,9428;-52,8141;;42;5589;49;America/Sao_Paulo
;Nova Itarana;-13,0241;-40,0653;;29;3757;73;America/Sao_Paulo
;Nova Lacerda;-14,4727;-59,6001;;51;1040;65;America/Porto_Velho
;Nova Laranjeiras;-25,3054;-52,5447;;41;5479;42;America/Sao_Paulo
;Nova Lima;-19,9758;-43,8509;;31;4895;31;America/Sao_Paulo
;Nova Londrina;-22,7639;-52,9868;;41;7725;44;America/Sao_Paulo
NOVA LUZITANIA;Nova Luzitânia;-20,856;-50,2617;;35;6767;17;America/Sao_Paulo
;Nova Mamoré;-10,4077;-65,3346;;11;47;69;America/Porto_Velho
;Nova Marilândia;-14,3568;-56,9696;;51;103;65;America/Porto_Velho
;Nova Maringá;-13,0136;-57,0908;;51;111;66;America/Porto_Velho
;Nova Módica;-18,4417;-41,4984;;31;4897;33;America/Sao_Paulo
;Nova Monte Verde;-9,99998;-57,5261;;51;119;66;America/Porto_Velho
;Nova Mutum;-13,8374;-56,0743;;51;9937;65;America/Porto_Velho
;Nova Nazaré;-13,9486;-51,8002;;51;1086;66;America/Porto_Velho
NOVA ODESSA;Nova Odessa;-22,7832;-47,2941;;35;6769;19;America/Sao_Paulo
;Nova Olímpia;-23,4703;-53,0898;;41;7967;44;America/Sao_Paulo
;Nova Olímpia;-14,7889;-57,2886;;51;9893;65;America/Porto_Velho
;Nova Olinda;-7,63171;-48,4252;;17;9663;63;America/Sao_Paulo
;Nova Olinda;-7,08415;-39,6713;;23;1485;88;America/Sao_Paulo
;Nova Olinda;-7,47232;-38,0382;;25;2105;83;America/Sao_Paulo
;Nova Olinda do Maranhão;-2,84227;-45,6953;;21;202;98;America/Sao_Paulo
;Nova Olinda do Norte;-3,90037;-59,094;;13;265;92;America/Porto_Velho
;Nova Pádua;-29,0275;-51,3098;;43;5991;54;America/Sao_Paulo
;Nova Palma;-29,471;-53,4689;;43;8765;55;America/Sao_Paulo
;Nova Palmeira;-6,67122;-36,422;;25;2107;83;America/Sao_Paulo
;Nova Petrópolis;-29,3741;-51,1136;;43;8767;54;America/Sao_Paulo
;Nova Ponte;-19,1461;-47,6779;;31;4899;34;America/Sao_Paulo
;Nova Porteirinha;-15,7993;-43,2941;;31;664;38;America/Sao_Paulo
;Nova Prata;-28,7799;-51,6113;;43;8769;54;America/Sao_Paulo
;Nova Prata do Iguaçu;-25,6309;-53,3469;;41;7995;46;America/Sao_Paulo
;Nova Ramada;-28,0667;-53,6992;;43;1006;55;America/Sao_Paulo
;Nova Redenção;-12,815;-41,0748;;29;3011;75;America/Sao_Paulo
;Nova Resende;-21,1286;-46,4157;;31;4901;35;America/Sao_Paulo
;Nova Roma;-13,7388;-46,8734;;52;9495;62;America/Sao_Paulo
;Nova Roma do Sul;-28,9882;-51,4095;;43;7377;54;America/Sao_Paulo
;Nova Rosalândia;-10,5651;-48,9125;;17;9721;63;America/Sao_Paulo
;Nova Russas;-4,70581;-40,5621;;23;1487;88;America/Sao_Paulo
;Nova Santa Bárbara;-23,5865;-50,7598;;41;5457;43;America/Sao_Paulo
;Nova Santa Helena;-10,8651;-55,1872;;51;1088;66;America/Porto_Velho
;Nova Santa Rita;-29,8525;-51,2837;;43;5757;51;America/Sao_Paulo
;Nova Santa Rita;-8,09707;-42,0471;;22;370;89;America/Sao_Paulo
;Nova Santa Rosa;-24,4693;-53,9552;;41;7979;45;America/Sao_Paulo
;Nova Serrana;-19,8713;-44,9847;;31;4903;37;America/Sao_Paulo
;Nova Soure;-11,2329;-38,4871;;29;3759;75;America/Sao_Paulo
;Nova Tebas;-24,438;-51,9454;;41;9913;42;America/Sao_Paulo
;Nova Timboteua;-1,20874;-47,3921;;15;499;91;America/Sao_Paulo
;Nova Trento;-27,278;-48,9298;;42;8225;48;America/Sao_Paulo
;Nova Ubiratã;-12,9834;-55,2556;;51;1042;66;America/Porto_Velho
;Nova União;-19,6876;-43,583;;31;4731;31;America/Sao_Paulo
;Nova União;-10,9068;-62,5564;;11;10;69;America/Porto_Velho
;Nova Venécia;-18,715;-40,4053;;32;5677;27;America/Sao_Paulo
;Nova Veneza;-28,6338;-49,5055;;42;8227;48;America/Sao_Paulo
;Nova Veneza;-16,3695;-49,3168;;52;9497;62;America/Sao_Paulo
;Nova Viçosa;-17,8926;-39,3743;;29;3761;73;America/Sao_Paulo
;Nova Xavantina;-14,6771;-52,3502;;51;9195;66;America/Porto_Velho
NOVAIS;Novais;-20,9893;-48,9141;;35;2979;17;America/Sao_Paulo
;Novo Acordo;-9,97063;-47,6785;;17;9499;63;America/Sao_Paulo
;Novo Airão;-2,63637;-60,9434;;13;201;92;America/Porto_Velho
;Novo Alegre;-12,9217;-46,5713;;17;9703;63;America/Sao_Paulo
;Novo Aripuanã;-5,12593;-60,3732;;13;267;97;America/Porto_Velho
;Novo Barreiro;-27,9077;-53,1103;;43;5985;55;America/Sao_Paulo
;Novo Brasil;-16,0313;-50,7113;;52;9501;62;America/Sao_Paulo
;Novo Cabrais;-29,7338;-52,9489;;43;1008;51;America/Sao_Paulo
;Novo Cruzeiro;-17,4654;-41,8826;;31;4905;33;America/Sao_Paulo
;Novo Gama;-16,0592;-48,0417;;52;1058;61;America/Sao_Paulo
;Novo Hamburgo;-29,6875;-51,1328;;43;8771;51;America/Sao_Paulo
;Novo Horizonte;-26,4442;-52,8281;;42;5591;49;America/Sao_Paulo
NOVO HORIZONTE;Novo Horizonte;-21,4651;-49,2234;;35;6771;17;America/Sao_Paulo
;Novo Horizonte;-12,8083;-42,1682;;29;3013;77;America/Sao_Paulo
;Novo Horizonte do Norte;-11,4089;-57,3488;;51;9903;66;America/Porto_Velho
;Novo Horizonte do Oeste;-11,6961;-61,9951;;11;689;69;America/Porto_Velho
;Novo Horizonte do Sul;-22,6693;-53,8601;;50;159;67;America/Porto_Velho
;Novo Itacolomi;-23,7631;-51,5079;;41;5517;43;America/Sao_Paulo
;Novo Jardim;-11,826;-46,6325;;17;321;63;America/Sao_Paulo
;Novo Lino;-8,94191;-35,664;;27;2811;82;America/Sao_Paulo
;Novo Machado;-27,5765;-54,5036;;43;6057;55;America/Sao_Paulo
;Novo Mundo;-9,95616;-55,2029;;51;1044;66;America/Porto_Velho
;Novo Oriente;-5,52552;-40,7713;;23;1489;88;America/Sao_Paulo
;Novo Oriente de Minas;-17,4089;-41,2194;;31;666;33;America/Sao_Paulo
;Novo Oriente do Piauí;-6,44901;-41,9261;;22;1137;89;America/Sao_Paulo
;Novo Planalto;-13,2424;-49,506;;52;9735;62;America/Sao_Paulo
;Novo Progresso;-7,14347;-55,3786;;15;633;93;America/Sao_Paulo
;Novo Repartimento;-4,24749;-49,9499;;15;629;94;America/Sao_Paulo
;Novo Santo Antônio;-5,28749;-41,9325;;22;358;86;America/Sao_Paulo
;Novo Santo Antônio;-12,2875;-50,9686;;51;1090;66;America/Porto_Velho
;Novo São Joaquim;-14,9054;-53,0194;;51;9867;66;America/Porto_Velho
;Novo Tiradentes;-27,5649;-53,1837;;43;5973;55;America/Sao_Paulo
;Novo Triunfo;-10,3182;-38,4014;;29;3015;75;America/Sao_Paulo
;Novo Xingu;-27,749;-53,0639;;43;1152;54;America/Sao_Paulo
;Novorizonte;-16,0162;-42,4044;;31;668;38;America/Sao_Paulo
NUPORANGA;Nuporanga;-20,7296;-47,7429;;35;6773;16;America/Sao_Paulo
;Óbidos;-1,90107;-55,5208;;15;501;93;America/Sao_Paulo
;Ocara;-4,48523;-38,5933;;23;1265;85;America/Sao_Paulo
OCAUCU;Ocauçu;-22,438;-49,922;;35;6775;14;America/Sao_Paulo
;Oeiras;-7,01915;-42,1283;;22;1139;89;America/Sao_Paulo
;Oeiras do Pará;-2,00358;-49,8628;;15;503;91;America/Sao_Paulo
;Oiapoque;3,84074;-51,8331;;16;609;96;America/Sao_Paulo
;Olaria;-21,8598;-43,9356;;31;4907;32;America/Sao_Paulo
OLEO;Óleo;-22,9435;-49,3419;;35;6777;14;America/Sao_Paulo
;Olho d'Água;-7,22118;-37,7406;;25;2109;83;America/Sao_Paulo
;Olho d'Água das Cunhãs;-4,13417;-45,1163;;21;847;98;America/Sao_Paulo
;Olho d'Água das Flores;-9,53686;-37,2971;;27;2813;82;America/Sao_Paulo
;Olho d'Água do Casado;-9,50357;-37,8301;;27;2815;82;America/Sao_Paulo
;Olho D'Água do Piauí;-5,84125;-42,5594;;22;360;86;America/Sao_Paulo
;Olho d'Água Grande;-10,0572;-36,8101;;27;2817;82;America/Sao_Paulo
;Olho-d'Água do Borges;-5,9486;-37,7047;;24;1767;84;America/Sao_Paulo
;Olhos d'Água;-17,3982;-43,5719;;31;670;38;America/Sao_Paulo
OLIMPIA;Olímpia;-20,7366;-48,9106;;35;6779;17;America/Sao_Paulo
;Olímpio Noronha;-22,0685;-45,2657;;31;4909;35;America/Sao_Paulo
;Olinda;-8,01017;-34,8545;;26;2491;81;America/Sao_Paulo
;Olinda Nova do Maranhão;-2,99295;-44,9897;;21;204;98;America/Sao_Paulo
;Olindina;-11,3497;-38,3379;;29;3763;75;America/Sao_Paulo
;Olivedos;-6,98434;-36,241;;25;2111;83;America/Sao_Paulo
;Oliveira;-20,6982;-44,829;;31;4911;37;America/Sao_Paulo
;Oliveira de Fátima;-10,707;-48,9086;;17;92;63;America/Sao_Paulo
;Oliveira dos Brejinhos;-12,3132;-42,8969;;29;3765;77;America/Sao_Paulo
;Oliveira Fortes;-21,3401;-43,4499;;31;4913;32;America/Sao_Paulo
;Olivença;-9,51954;-37,1954;;27;2819;82;America/Sao_Paulo
;Onça de Pitangui;-19,7276;-44,8058;;31;4915;37;America/Sao_Paulo
ONDA VERDE;Onda Verde;-20,6042;-49,2929;;35;6781;17;America/Sao_Paulo
;Oratórios;-20,4298;-42,7977;;31;672;31;America/Sao_Paulo
ORIENTE;Oriente;-22,1549;-50,0971;;35;6783;14;America/Sao_Paulo
ORINDIUVA;Orindiúva;-20,1861;-49,3464;;35;6785;17;America/Sao_Paulo
;Oriximiná;-1,75989;-55,8579;;15;505;93;America/Sao_Paulo
;Orizânia;-20,5142;-42,1991;;31;674;32;America/Sao_Paulo
;Orizona;-17,0334;-48,2964;;52;9503;64;America/Sao_Paulo
ORLANDIA;Orlândia;-20,7169;-47,8852;;35;6787;16;America/Sao_Paulo
;Orleans;-28,3487;-49,2986;;42;8229;48;America/Sao_Paulo
;Orobó;-7,74553;-35,5956;;26;2493;81;America/Sao_Paulo
;Orocó;-8,61026;-39,6026;;26;2495;87;America/Sao_Paulo
;Orós;-6,25182;-38,9053;;23;1491;88;America/Sao_Paulo
;Ortigueira;-24,2058;-50,9185;;41;7727;42;America/Sao_Paulo
OSASCO;Osasco;-23,5324;-46,7916;;35;6789;11;America/Sao_Paulo
OSCAR BRESSANE;Oscar Bressane;-22,3149;-50,2811;;35;6791;14;America/Sao_Paulo
;Osório;-29,8881;-50,2667;;43;8773;51;America/Sao_Paulo
OSVALDO CRUZ;Osvaldo Cruz;-21,7968;-50,8793;;35;6793;18;America/Sao_Paulo
;Otacílio Costa;-27,4789;-50,1231;;42;8397;49;America/Sao_Paulo
;Ourém;-1,54168;-47,1126;;15;507;91;America/Sao_Paulo
;Ouriçangas;-12,0175;-38,6166;;29;3767;75;America/Sao_Paulo
;Ouricuri;-7,87918;-40,08;;26;2497;87;America/Sao_Paulo
;Ourilândia do Norte;-6,7529;-51,0858;;15;591;94;America/Sao_Paulo
OURINHOS;Ourinhos;-22,9797;-49,8697;;35;6795;14;America/Sao_Paulo
;Ourizona;-23,4053;-52,1964;;41;7729;44;America/Sao_Paulo
;Ouro;-27,3379;-51,6194;;42;8231;49;America/Sao_Paulo
;Ouro Branco;-20,5263;-43,6962;;31;4917;31;America/Sao_Paulo
;Ouro Branco;-6,6958;-36,9428;;24;1769;84;America/Sao_Paulo
;Ouro Branco;-9,15884;-37,3556;;27;2821;82;America/Sao_Paulo
;Ouro Fino;-22,2779;-46,3716;;31;4919;35;America/Sao_Paulo
;Ouro Preto;-20,3796;-43,512;;31;4921;31;America/Sao_Paulo
;Ouro Preto do Oeste;-10,7167;-62,2565;;11;17;69;America/Porto_Velho
;Ouro Velho;-7,61604;-37,1519;;25;2113;83;America/Sao_Paulo
;Ouro Verde;-26,692;-52,3108;;42;5741;49;America/Sao_Paulo
OURO VERDE;Ouro Verde;-21,4872;-51,7024;;35;6797;18;America/Sao_Paulo
;Ouro Verde de Goiás;-16,2181;-49,1942;;52;9505;62;America/Sao_Paulo
;Ouro Verde de Minas;-18,0719;-41,2734;;31;4923;33;America/Sao_Paulo
;Ouro Verde do Oeste;-24,7933;-53,9043;;41;9965;45;America/Sao_Paulo
OUROESTE;Ouroeste;-20,0061;-50,3768;;35;808;17;America/Sao_Paulo
;Ourolândia;-10,9578;-41,0756;;29;3017;74;America/Sao_Paulo
;Ouvidor;-18,2277;-47,8355;;52;9507;64;America/Sao_Paulo
PACAEMBU;Pacaembu;-21,5627;-51,2654;;35;6799;18;America/Sao_Paulo
;Pacajá;-3,83542;-50,6399;;15;593;91;America/Sao_Paulo
;Pacajus;-4,17107;-38,465;;23;1493;85;America/Sao_Paulo
