municipio;clinica_estadual;consultorio_estadual;diagnose_terapia_estadual;hospital_estadual;outros_estadual;pronto_atendimento_estadual;saude_mental_estadual;ubs_estadual;unidade_movel_estadual;vigilancia_estadual;clinica_federal;consultorio_federal;diagnose_terapia_federal;hospital_federal;outros_federal;pronto_atendimento_federal;saude_mental_federal;ubs_federal;unidade_movel_federal;vigilancia_federal;clinica_municipal;consultorio_municipal;diagnose_terapia_municipal;hospital_municipal;outros_municipal;pronto_atendimento_municipal;saude_mental_municipal;ubs_municipal;unidade_movel_municipal;vigilancia_municipal;clinica_particular;consultorio_particular;diagnose_terapia_particular;hospital_particular;outros_particular;pronto_atendimento_particular;saude_mental_particular;ubs_particular;unidade_movel_particular;vigilancia_particular;clinica_total;consultorio_total;diagnose_terapia_total;hospital_total;outros_total;pronto_atendimento_total;saude_mental_total;ubs_total;unidade_movel_total;vigilancia_total
ITANHAEM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;1.0;1.0;7.0;1.0;3.0;11.0;7.0;0.0;17.0;34.0;5.0;2.0;7.0;0.0;0.0;0.0;0.0;0.0;24.0;34.0;6.0;3.0;14.0;1.0;3.0;11.0;7.0;0.0
ITAOCA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0
ITAPECERICA DA SERRA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;1.0;2.0;1.0;14.0;2.0;1.0;21.0;36.0;3.0;3.0;8.0;0.0;0.0;1.0;0.0;0.0;23.0;36.0;4.0;5.0;9.0;2.0;1.0;15.0;2.0;1.0
ITAPETININGA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;7.0;0.0;3.0;19.0;9.0;1.0;11.0;359.0;18.0;2.0;18.0;0.0;0.0;3.0;1.0;0.0;12.0;360.0;19.0;2.0;25.0;0.0;3.0;22.0;10.0;1.0
ITAPEVA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;7.0;1.0;2.0;24.0;2.0;1.0;5.0;257.0;8.0;2.0;11.0;0.0;0.0;1.0;0.0;0.0;6.0;257.0;8.0;3.0;18.0;1.0;2.0;25.0;2.0;1.0
ITAPEVI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;5.0;4.0;3.0;15.0;8.0;3.0;6.0;58.0;8.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;7.0;58.0;8.0;3.0;7.0;6.0;3.0;15.0;8.0;3.0
ITAPIRA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;1.0;3.0;0.0;2.0;13.0;2.0;0.0;12.0;125.0;10.0;3.0;1.0;0.0;0.0;1.0;0.0;0.0;18.0;125.0;10.0;4.0;4.0;0.0;2.0;14.0;2.0;0.0
ITAPIRAPUA PAULISTA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0
ITAPOLIS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;1.0;8.0;1.0;0.0;9.0;81.0;6.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;12.0;81.0;6.0;1.0;2.0;0.0;1.0;8.0;1.0;0.0
ITAPORANGA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;4.0;0.0;0.0;4.0;1.0;0.0;2.0;6.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;6.0;2.0;1.0;5.0;0.0;0.0;4.0;1.0;0.0
ITAPUI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;4.0;1.0;0.0;1.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;3.0;1.0;1.0;1.0;1.0;4.0;1.0;0.0
ITAPURA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;2.0;0.0;1.0
ITAQUAQUECETUBA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;1.0;5.0;3.0;2.0;19.0;7.0;2.0;18.0;49.0;8.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;22.0;50.0;8.0;1.0;7.0;5.0;2.0;19.0;7.0;2.0
ITARARE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;5.0;0.0;1.0;12.0;1.0;0.0;5.0;54.0;6.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;9.0;55.0;6.0;1.0;7.0;0.0;1.0;12.0;1.0;0.0
ITARIRI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;7.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;1.0;0.0;7.0;0.0;0.0
ITATIBA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;3.0;1.0;2.0;25.0;2.0;2.0;42.0;137.0;19.0;3.0;5.0;1.0;0.0;0.0;0.0;0.0;49.0;137.0;19.0;3.0;8.0;2.0;2.0;25.0;2.0;2.0
ITATINGA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0;0.0;0.0;16.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;16.0;2.0;1.0;2.0;0.0;0.0;4.0;0.0;0.0
ITIRAPINA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;4.0;1.0;1.0;0.0;17.0;2.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;1.0;17.0;2.0;1.0;2.0;0.0;0.0;6.0;1.0;1.0
ITIRAPUA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;1.0
ITOBI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0
ITU;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;1.0;7.0;3.0;2.0;17.0;2.0;1.0;16.0;214.0;28.0;2.0;14.0;0.0;0.0;0.0;0.0;0.0;17.0;214.0;30.0;3.0;21.0;3.0;2.0;17.0;2.0;1.0
ITUPEVA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;4.0;0.0;1.0;3.0;0.0;1.0;12.0;0.0;0.0;15.0;37.0;5.0;1.0;3.0;0.0;0.0;1.0;1.0;0.0;21.0;41.0;5.0;2.0;6.0;0.0;1.0;13.0;1.0;0.0
ITUVERAVA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;1.0;12.0;1.0;1.0;2.0;203.0;10.0;2.0;3.0;0.0;0.0;0.0;1.0;0.0;3.0;203.0;11.0;2.0;5.0;0.0;1.0;12.0;2.0;1.0
JABORANDI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;3.0;1.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;1.0;1.0;2.0;0.0;0.0;3.0;1.0;0.0
JABOTICABAL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;1.0;0.0;4.0;1.0;1.0;12.0;4.0;1.0;28.0;179.0;7.0;2.0;10.0;2.0;0.0;0.0;0.0;0.0;33.0;180.0;8.0;2.0;14.0;3.0;1.0;12.0;4.0;1.0
JACAREI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;2.0;0.0;5.0;2.0;3.0;19.0;4.0;1.0;55.0;393.0;37.0;6.0;17.0;2.0;0.0;0.0;0.0;0.0;58.0;394.0;39.0;6.0;22.0;4.0;3.0;19.0;4.0;1.0
JACI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0;0.0;0.0
JACUPIRANGA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;1.0;0.0;7.0;0.0;1.0;0.0;9.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;9.0;3.0;0.0;2.0;1.0;0.0;7.0;0.0;1.0
JAGUARIUNA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;1.0;1.0;6.0;1.0;1.0;12.0;3.0;1.0;32.0;60.0;11.0;1.0;4.0;0.0;0.0;0.0;1.0;0.0;38.0;60.0;12.0;2.0;10.0;1.0;1.0;12.0;4.0;1.0
JALES;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;12.0;3.0;1.0;6.0;160.0;16.0;2.0;4.0;0.0;0.0;0.0;0.0;1.0;7.0;160.0;17.0;2.0;5.0;1.0;1.0;12.0;3.0;2.0
JAMBEIRO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0
JANDIRA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;1.0;1.0;10.0;4.0;3.0;19.0;26.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;24.0;26.0;1.0;1.0;7.0;1.0;1.0;10.0;4.0;3.0
JARDINOPOLIS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;4.0;1.0;0.0;11.0;1.0;1.0;9.0;41.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;13.0;42.0;3.0;0.0;5.0;1.0;0.0;12.0;1.0;1.0
JARINU;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;3.0;0.0;1.0;6.0;1.0;1.0;3.0;12.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;12.0;4.0;1.0;3.0;0.0;1.0;6.0;1.0;1.0
JAU;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;1.0;0.0;6.0;2.0;2.0;18.0;4.0;1.0;116.0;332.0;17.0;4.0;9.0;0.0;0.0;0.0;0.0;0.0;126.0;332.0;18.0;4.0;15.0;2.0;2.0;18.0;4.0;1.0
JERIQUARA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0
JOANOPOLIS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;1.0;1.0;0.0;14.0;2.0;1.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;2.0;1.0;7.0;0.0;0.0;2.0;1.0;1.0
JOAO RAMALHO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;1.0
JOSE BONIFACIO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;8.0;1.0;0.0;4.0;63.0;4.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;6.0;63.0;5.0;1.0;4.0;0.0;0.0;8.0;1.0;0.0
JULIO MESQUITA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0
JUMIRIM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0
JUNDIAI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;1.0;1.0;9.0;5.0;4.0;35.0;6.0;4.0;291.0;1623.0;73.0;11.0;47.0;2.0;0.0;1.0;1.0;0.0;305.0;1623.0;74.0;12.0;56.0;7.0;4.0;36.0;7.0;4.0
JUNQUEIROPOLIS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;3.0;1.0;1.0;9.0;0.0;0.0;0.0;15.0;2.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;15.0;4.0;2.0;4.0;1.0;1.0;10.0;0.0;0.0
JUQUIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;7.0;0.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;3.0;1.0;0.0;7.0;0.0;1.0
JUQUITIBA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;10.0;2.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;2.0;0.0;1.0;0.0;1.0;10.0;2.0;0.0
LAGOINHA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;4.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;4.0;1.0;0.0
LARANJAL PAULISTA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;2.0;0.0;1.0;8.0;0.0;0.0;3.0;75.0;6.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;75.0;8.0;1.0;3.0;0.0;1.0;8.0;0.0;0.0
LAVINIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;6.0;0.0;1.0
LAVRINHAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2.0;0.0;0.0;4.0;0.0;0.0
LEME;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;2.0;0.0;0.0;2.0;1.0;3.0;18.0;0.0;3.0;22.0;171.0;18.0;2.0;3.0;1.0;0.0;0.0;1.0;0.0;29.0;173.0;18.0;2.0;5.0;2.0;3.0;18.0;1.0;3.0
LENCOIS PAULISTA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;3.0;1.0;1.0;12.0;2.0;0.0;18.0;250.0;29.0;2.0;7.0;0.0;0.0;0.0;1.0;0.0;21.0;251.0;29.0;2.0;10.0;1.0;1.0;12.0;3.0;0.0
LIMEIRA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;3.0;0.0;4.0;1.0;3.0;34.0;4.0;3.0;54.0;849.0;117.0;4.0;44.0;0.0;0.0;4.0;0.0;0.0;60.0;849.0;120.0;4.0;48.0;1.0;3.0;38.0;4.0;3.0
LINDOIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;1.0;1.0;0.0;8.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;8.0;3.0;0.0;1.0;0.0;0.0;4.0;1.0;1.0
LINS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;2.0;1.0;6.0;0.0;3.0;15.0;0.0;0.0;29.0;510.0;34.0;3.0;6.0;0.0;0.0;1.0;1.0;0.0;35.0;510.0;36.0;4.0;12.0;0.0;3.0;16.0;1.0;0.0
LORENA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;2.0;0.0;3.0;0.0;1.0;18.0;1.0;0.0;24.0;253.0;16.0;3.0;25.0;0.0;0.0;0.0;1.0;0.0;29.0;254.0;18.0;3.0;28.0;0.0;1.0;18.0;2.0;0.0
LOURDES;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0
LOUVEIRA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;1.0;1.0;0.0;1.0;6.0;0.0;1.0;11.0;23.0;5.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;14.0;23.0;6.0;2.0;2.0;0.0;1.0;6.0;0.0;1.0
LUCELIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;5.0;0.0;0.0;1.0;27.0;4.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;27.0;4.0;1.0;4.0;0.0;1.0;6.0;0.0;0.0
LUCIANOPOLIS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0
LUIZ ANTONIO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;4.0;0.0;0.0;8.0;1.0;1.0;1.0;11.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;11.0;2.0;0.0;4.0;0.0;0.0;8.0;1.0;1.0
LUIZIANIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0
LUPERCIO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0
LUTECIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0
MACATUBA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;0.0;1.0;0.0;1.0;4.0;0.0;1.0;13.0;18.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;18.0;3.0;1.0;1.0;0.0;1.0;4.0;0.0;1.0
MACAUBAL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;5.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;2.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0
